osmid,highway,maxspeed,name,oneway,reversed,length,lanes,ref,junction,bridge,width,tunnel,access,building_density,vegetation_score,vehicle_count,avg_speed_kmph,wind_speed_mps,wind_dir_deg,temperature_k,humidity_pct,weather_description,weather_source,pm2_5_ugm3,pm10_ugm3,no2_ugm3,o3_ugm3,so2_ugm3,co_ugm3,openweather_aqi_1to5,AQI,aqi_source,carbon_cost
103230522,living_street,,,False,False,24.297286522016954,,,,,,,,27,0,53,38,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,309.7307422800278
103230584,residential,,,False,True,16.051139537960545,,,,,,,,26,0,124,55,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,389.04095632485286
103230584,residential,,,False,False,56.38600456381795,,,,,,,,32,0,108,56,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,910.9626191470807
103230487,residential,,,False,True,39.06146190764236,,,,,,,,45,0,86,30,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,648.3142868868692
103230503,residential,,,False,False,28.231636316337347,,,,,,,,37,0,176,32,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,801.4521590010448
"[1173861153, 103230503]",residential,,,False,True,112.74246775192964,,,,,,,,50,0,50,40,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,946.6548065115778
52152366,secondary,40,College Street,True,False,211.26121715380762,2,,,,,,,40,2,39,42,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1202.9024962798196
103230546,residential,,,False,True,55.34739499288008,,,,,,,,23,0,140,38,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1065.0362358803854
103230510,residential,,Krishna Behari Sen Lane,False,True,59.277284814110565,,,,,,,,23,0,68,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,618.9026440831423
239266479,primary,60,Mahatma Gandhi Road,True,False,83.09660742207662,2,,,,,,,23,0,122,57,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1351.7343326592015
"[1236557353, 1173862461]",living_street,,Govind Sen Ln,False,False,96.01761792523982,,,,,,,,39,0,64,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,952.6153056658418
103230519,living_street,,,False,True,54.24766732881722,,,,,,,,32,0,184,34,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1377.9884946202842
103594699,residential,,Madhu Gupta Ln,False,False,40.24259614406737,,,,,,,,26,0,22,20,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,256.44045382033784
103594699,residential,,Madhu Gupta Ln,False,True,92.90375637923195,,,,,,,,33,0,140,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1745.9831071710967
52152298,tertiary,,Prem Chand Boral Street,False,False,44.77859167198002,,,,,,,,21,0,151,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,936.588081096278
52152298,tertiary,,Prem Chand Boral Street,False,True,43.4058297192501,,,,,,,,24,0,172,45,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1036.096325405322
103230568,living_street,,,False,True,132.46871414058785,,,,,,,,28,0,128,49,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2194.9194491994294
1309209159,living_street,,,False,False,94.41928288886555,,,,,,,,41,0,114,30,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1516.8557899196808
52152298,tertiary,,Prem Chand Boral Street,False,False,9.367436704368995,,,,,,,,19,0,78,34,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,202.87920755289377
52152298,tertiary,,Prem Chand Boral Street,False,True,30.623299030406415,,,,,,,,23,0,58,40,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,348.3381612516286
103230520,living_street,,,False,True,74.97047247530355,,,,,,,,32,0,196,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1943.5055126191394
103230526,living_street,,,False,False,18.86548254683126,,,,,,,,12,0,146,46,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,410.7232542204836
103230526,living_street,,,False,True,64.57458172352074,,,,,,,,23,0,41,54,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,452.906942079722
103230568,living_street,,,False,False,132.46871414058785,,,,,,,,28,0,74,20,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1336.5221815684201
103230552,residential,,,False,True,83.0041794241796,,,,,,,,26,0,124,30,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1385.3021898317925
103230523,residential,,Sri Gopal Mullick Ln,False,False,18.407009056015486,,,,,,,,26,0,171,57,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,527.9118258294378
"[103230488, 103230523]",residential,,Sri Gopal Mullick Ln,False,True,60.48817317502231,,,,,,,,42,0,32,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,462.4745849920857
"[103230546, 1173862460]",residential,,,False,False,103.84566418575264,,,,,,,,50,0,135,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1952.4997598091927
52152298,tertiary,,Prem Chand Boral Street,False,False,20.828073079513114,,,,,,,,25,0,117,31,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,437.6261460363641
52152298,tertiary,,Prem Chand Boral Street,False,True,39.37625810849142,,,,,,,,26,0,147,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,844.7971930337887
103230584,residential,,,False,True,56.38600456381795,,,,,,,,32,0,94,24,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,816.2341314798665
102961691,secondary,40,Surya Sen Street,True,False,28.82350342333124,2,,,,,,,26,0,173,53,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,748.5759310683566
103230538,living_street,,,False,True,163.178061299097,,,,,,,,57,0,104,43,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2341.6622050127303
103230574,living_street,,Gaur De Lane,False,True,57.78665107880207,,,,,,,,39,0,178,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1449.5228670432123
52152298,tertiary,,Prem Chand Boral Street,False,False,43.4058297192501,,,,,,,,24,0,77,51,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,541.2698666058709
52152298,tertiary,,Prem Chand Boral Street,False,True,62.23218220647946,,,,,,,,39,0,178,21,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1544.4794119304013
"[103230525, 103230495]",living_street,,Govind Sen Ln,False,"[False, True]",225.5779083347219,,,,,,,,69,0,153,26,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,4506.810397025494
1173861152,residential,,Chatterjee Lane,False,False,65.30191388837001,,,,,,,,44,0,67,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,765.2273876624948
103230578,residential,,Chuna Pukur Ln,False,False,44.73382291067511,,,,,,,,32,0,180,51,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1146.4505748705824
103230578,residential,,Chuna Pukur Ln,False,True,16.319202842567456,,,,,,,,28,0,96,28,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,348.1972167463771
103230584,residential,,,False,False,40.00226600833939,,,,,,,,32,0,97,55,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,645.8263763370705
103230526,living_street,,,False,True,18.86548254683126,,,,,,,,12,0,84,31,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,270.3640640720591
52152366,secondary,40,College Street,True,False,78.36489797195603,2,,,,,,,21,0,123,43,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1281.865894066071
103230578,residential,,Chuna Pukur Ln,False,True,16.700567212337056,,,,,,,,23,0,172,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,479.8997072626368
1173862895,residential,,,False,True,25.522866606501076,,,,,,,,20,0,101,37,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,429.537143270793
103230511,residential,,,False,False,111.10912113613216,,,,,,,,42,0,62,40,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1056.8518612528233
103230483,residential,,,False,False,29.119943576685877,,,,,,,,26,0,83,28,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,440.2346380237913
103230483,residential,,,False,True,54.143044416467326,,,,,,,,23,0,98,36,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,771.9222023376558
1178249918,residential,,,False,True,54.22178461344724,,,,,,,,33,0,60,43,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,575.5968492168201
1173861152,residential,,Chatterjee Lane,False,True,31.940777796752066,,,,,,,,26,0,57,59,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,368.6749201297841
103230519,living_street,,,False,False,54.24766732881722,,,,,,,,32,0,28,30,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,362.47216222482587
1126633511,secondary,40,Bepin Behari Ganguly Street,True,False,37.77309367714233,,,,,,,,26,0,90,49,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,558.1494117131372
103230564,residential,,,False,False,94.93682804964278,,,,,,,,38,0,109,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1451.9737108893275
103230523,residential,,Sri Gopal Mullick Ln,False,True,18.407009056015486,,,,,,,,26,0,104,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,379.9194730190732
103230523,residential,,Sri Gopal Mullick Ln,False,False,62.85446205795172,,,,,,,,31,0,78,36,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,763.5177648624281
103594699,residential,,Madhu Gupta Ln,False,True,58.96662533676807,,,,,,,,32,0,190,27,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1524.639057678312
103230597,residential,,,False,False,58.26783292237748,,,,,,,,24,1,154,38,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1213.989552405536
102961691,secondary,40,Surya Sen Street,True,False,34.22033754573435,2,,,,,,,17,1,171,24,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,804.401326438469
103230578,residential,,Chuna Pukur Ln,False,False,16.700567212337056,,,,,,,,23,0,49,57,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,233.39933520854186
103230578,residential,,Chuna Pukur Ln,False,True,44.73382291067511,,,,,,,,32,0,157,28,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1022.985223637119
103230496,living_street,,,False,True,72.34466734728572,,,,,,,,36,0,40,26,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,547.4544032669714
103230616,residential,,,False,False,44.89052206350774,,,,,,,,27,0,103,21,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,710.0468527049557
103230578,residential,,Chuna Pukur Ln,False,False,67.934218308565,,,,,,,,34,0,133,33,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1274.4301242046972
103230598,residential,,Banerjee Ln,False,False,40.96230529160562,,,,,,,,17,0,145,21,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,817.9441120739377
103230598,residential,,Banerjee Ln,False,True,102.49676401967837,,,,,,,,34,0,32,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,583.7875738355649
103230552,residential,,,False,False,83.0041794241796,,,,,,,,26,0,62,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,767.7510949158963
103230552,residential,,,False,True,30.81199121292722,,,,,,,,15,0,196,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,819.8980333280483
101943132,residential,,Badal Dutta Street,False,False,66.54944264710292,,,,,,,,20,0,91,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,846.9199137063639
101943154,residential,,,False,False,60.32397307998003,,,,,,,,32,0,64,47,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,643.4881132542466
103230616,residential,,,False,True,31.71735612032962,,,,,,,,32,0,104,25,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,576.0326043817137
101943154,residential,,,False,True,26.38126996622617,,,,,,,,27,0,193,46,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,766.1902124177981
103230523,residential,,Sri Gopal Mullick Ln,False,True,62.85446205795172,,,,,,,,31,0,20,36,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,326.05070893908413
"[103230617, 1236569390]",residential,,"['Harish Sikdar Path Ln', 'Ramkanta Mistry Ln']",False,False,72.01953250950804,,,,,,,,38,0,82,48,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,918.8721998935591
103230617,residential,,Harish Sikdar Path Ln,False,True,97.39621531111108,,,,,,,,39,0,59,36,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,904.7652044026664
103594699,residential,,Madhu Gupta Ln,False,False,84.2916417480646,,,,,,,,31,0,28,22,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,458.41991627349705
103594699,residential,,Madhu Gupta Ln,False,True,40.24259614406737,,,,,,,,26,0,105,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,657.2567114152489
103230538,living_street,,,False,False,31.164142525877292,,,,,,,,29,0,147,48,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,714.9354741564755
103230484,residential,,Madan Mohan Sen Street,False,True,21.237333554164604,,,,,,,,12,0,169,41,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,510.8931244784581
"[103230484, 103230510]",residential,,"['Krishna Behari Sen Lane', 'Madan Mohan Sen Street']",False,False,222.01221524520787,,,,,,,,38,0,102,32,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2927.629514601344
103230587,residential,,Piyari Sarker Street,False,True,260.48705802955385,,,,,,,,16,1,183,37,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,5817.495794329002
103230584,residential,,,False,False,16.051139537960545,,,,,,,,26,0,101,45,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,344.73981120008176
103230584,residential,,,False,True,40.00226600833939,,,,,,,,32,0,110,37,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,708.22991131008
103230541,living_street,,,False,True,82.08481494388646,,,,,,,,29,0,46,21,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,618.3081784902532
1285983525,secondary,40,Bepin Behari Ganguly Street,True,False,40.44519070255315,,,,,,,,25,0,153,30,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,887.7737012988758
103230527,residential,,,False,False,107.85453923514852,,,,,,,,41,0,92,54,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1415.9141131560398
52087651,secondary,40,Amhurst Street,True,False,6.153533320676706,,,,,,,,16,0,50,39,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,137.12119992406025
52152298,tertiary,,Prem Chand Boral Street,False,False,30.623299030406415,,,,,,,,23,0,119,43,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,572.5007101542037
52152298,tertiary,,Prem Chand Boral Street,False,True,20.828073079513114,,,,,,,,25,0,49,56,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,267.6690697075371
52152298,tertiary,,Prem Chand Boral Street,False,False,103.24774387988927,,,,,,,,30,0,78,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1136.5988827157637
103230617,residential,,Harish Sikdar Path Ln,False,False,97.39621531111108,,,,,,,,39,0,104,24,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1430.7047670826662
103230526,living_street,,,False,False,64.57458172352074,,,,,,,,23,0,184,56,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1561.0067644553378
103230498,living_street,,Nabin Chand Boral Ln,False,False,72.1275919734743,,,,,,,,27,0,168,20,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1609.2922541852417
"[103230498, 103230482]",living_street,,Nabin Chand Boral Ln,False,"[False, True]",114.3639510654183,,,,,,,,39,0,126,52,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1944.3829401091248
103230564,residential,,,False,True,94.9368280496428,,,,,,,,38,0,173,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2181.088550310584
102961691,secondary,40,Surya Sen Street,True,False,51.41583062851613,2,,,,,,,31,0,34,52,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,384.9765889643458
103477631,residential,,,False,False,46.93586620612836,,,,,,,,27,0,139,54,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,938.090248318221
103230544,residential,,Ramkanta Mistry Ln,False,True,115.78894009560182,,,,,,,,45,0,199,33,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,3010.239889482971
1173861153,residential,,,False,True,45.009278452587736,,,,,,,,24,0,121,44,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,793.7347231315739
103230597,residential,,,False,True,40.786497106526255,,,,,,,,27,0,164,30,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,957.8782630564366
"[1173861153, 103230503]",residential,,,False,False,112.74246775192964,,,,,,,,50,0,74,55,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1271.353113637135
103230598,residential,,Banerjee Ln,False,False,8.035603940484132,,,,,,,,9,0,199,50,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,257.09022209876105
103230541,living_street,,,False,False,82.08481494388646,,,,,,,,29,0,42,52,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,578.9074673171878
103230598,residential,,Banerjee Ln,False,True,40.96230529160562,,,,,,,,17,0,22,58,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,213.34048596983882
103230544,residential,,Ramkanta Mistry Ln,False,False,115.78894009560182,,,,,,,,45,0,54,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,995.5123318194998
52087651,secondary,40,Amhurst Street,True,False,81.24479725045725,,,,,,,,30,0,97,40,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1115.8894399953226
103230491,residential,,Madhu Gupta Ln,False,True,70.60395538902644,,,,,,,,38,0,129,35,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1303.1492294221293
103594699,residential,,Madhu Gupta Ln,False,False,92.90375637923195,,,,,,,,33,0,166,21,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,2035.8428270743004
103230499,living_street,,,False,False,32.496832354360166,,,,,,,,28,0,27,20,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,265.4897368281269
1178059730,living_street,,,False,False,69.7832194424461,,,,,,,,32,0,151,37,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1444.6719362971232
103230487,residential,,,False,False,43.72188540202864,,,,,,,,48,0,158,51,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1089.166947222463
103230538,living_street,,,False,False,163.178061299097,,,,,,,,57,0,34,43,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,970.9664901003158
103230538,living_street,,,False,True,23.931563885185316,,,,,,,,31,0,62,22,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,353.2508353057787
103230480,residential,,Brojo N Dutta Ln,False,False,54.315191304704086,,,,,,,,38,0,163,23,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,1272.605141920012
103230480,residential,,Brojo N Dutta Ln,False,True,37.05533144215792,,,,,,,,21,0,37,29,5.94,165,302.56,63,overcast clouds,live_openweathermap,36.26,44.11,3.06,81.9,2.36,265.95,3,101,live_openweathermap_air_pollution,289.7256716031812
