u,v,key,osmid,highway,lanes,name,oneway,reversed,length,geometry,maxspeed,ref,bridge,width,junction,access,tunnel,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
1177816048,9189345331,0,995135255,residential,,,False,False,24.016016205943853,"LINESTRING (9836467.547873015 2581655.537412318, 9836463.217544824 2581656.6104296036, 9836442.734758517 2581663.3981697713)",,,,,,,,17,0,6.57,204,300.0,65.0,3,54,69,5.0,294.6526141852151
9189345331,1177816048,0,995135255,residential,,,False,True,24.016016205943853,"LINESTRING (9836442.734758517 2581663.3981697713, 9836463.217544824 2581656.6104296036, 9836467.547873015 2581655.537412318)",,,,,,,,17,0,6.57,204,300.0,65.0,3,54,61,5.0,271.597238627509
1177816086,1215797986,0,102023561,residential,,Nirode Behari Mullick Road,False,False,56.21478396103392,"LINESTRING (9838384.847990744 2582468.0845327824, 9838375.22998674 2582467.095861802, 9838328.687307639 2582471.520767746, 9838324.19000021 2582472.0874451585)",,,,,,,,1,0,6.57,204,300.0,65.0,3,54,39,5.0,278.88518893763876
1177816086,1739279532,0,"[1343388384, 161977045, 1343388383]",residential,,,False,False,63.135886200895214,"LINESTRING (9838384.847990744 2582468.0845327824, 9838395.389946522 2582470.387412978, 9838442.823181551 2582466.2398174647, 9838452.819671823 2582465.166747864)",,,yes,,,,,3,0,6.57,204,300.0,65.0,3,54,16,5.0,147.02090150571883
1215797986,12126537252,0,102023561,residential,,Nirode Behari Mullick Road,False,False,73.62512330512033,"LINESTRING (9838324.19000021 2582472.0874451585, 9838312.47918978 2582473.5704520973, 9838270.790040476 2582478.8272907673, 9838245.1420298 2582483.1436870657)",,,,,,,,5,0,6.57,204,300.0,65.0,3,54,18,5.0,194.83026633905993
1215797986,1177816086,0,102023561,residential,,Nirode Behari Mullick Road,False,True,56.21478396103392,"LINESTRING (9838324.19000021 2582472.0874451585, 9838328.687307639 2582471.520767746, 9838375.22998674 2582467.095861802, 9838384.847990744 2582468.0845327824)",,,,,,,,1,0,6.57,204,300.0,65.0,3,54,76,5.0,528.4788297246293
1215797986,11505548236,0,1238537542,residential,,,False,False,97.05915890620625,"LINESTRING (9838324.19000021 2582472.0874451585, 9838333.340462355 2582537.7618712457, 9838338.8173813 2582576.308190165)",,,,,,,,10,1,6.57,204,300.0,65.0,3,54,58,5.0,733.3317459871954
1739279532,1289514256,0,116237632,secondary,,Canal East Road,True,False,15.148089629279225,"LINESTRING (9838452.819671823 2582465.166747864, 9838451.995907592 2582451.3012480247, 9838451.717608863 2582448.7813453847)",,,,,,,,4,0,6.57,204,300.0,65.0,3,54,47,5.0,116.23522550913482
1739279532,1177816086,0,"[1343388384, 161977045, 1343388383]",residential,,,False,True,63.135886200895214,"LINESTRING (9838452.819671823 2582465.166747864, 9838442.823181551 2582466.2398174647, 9838395.389946522 2582470.387412978, 9838384.847990744 2582468.0845327824)",,,yes,,,,,3,0,6.57,204,300.0,65.0,3,54,11,5.0,109.13936978518169
1196059623,11078131349,0,105258719,secondary,,Bidhan Sarani,True,False,62.27996599691783,"LINESTRING (9837005.465916427 2581921.165559842, 9837025.414369177 2581985.680372168)",,,,,,,,29,1,6.57,204,300.0,65.0,3,54,37,5.0,429.3230490263152
1196059623,1196059499,0,103593756,living_street,,,False,False,60.553583130290235,"LINESTRING (9837005.465916427 2581921.165559842, 9837042.858133385 2581908.433830562, 9837067.994074404 2581901.19989782)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,33,5.0,445.5921891959493
10959225247,1177816227,0,1179955340,living_street,,,False,True,109.76636834486496,"LINESTRING (9836852.880290397 2581947.9552720767, 9836808.185514843 2581837.649934111)",,,,,,,,56,0,6.57,204,300.0,65.0,3,54,18,5.0,527.8953556249082
3645507857,1185643007,0,102658961,living_street,,Hanspurkur 1st Ln,False,True,35.15310318382815,"LINESTRING (9835872.233500151 2581631.460851672, 9835834.629776161 2581637.681932601)",,,,,,,,20,0,6.57,204,300.0,65.0,3,54,13,5.0,165.63884096677194
1188948354,1185643007,0,102658961,living_street,,Hanspurkur 1st Ln,False,False,83.09517130364628,"LINESTRING (9835759.778550552 2581665.230739529, 9835771.110874714 2581663.5307899453, 9835769.118255828 2581652.2460226486, 9835807.445556508 2581642.2151248236, 9835834.629776161 2581637.681932601)",,,,,,,,26,0,6.57,204,300.0,65.0,3,54,17,5.0,310.3141494594384
1188948354,1185643009,0,102953484,living_street,,,False,True,95.25443285968574,"LINESTRING (9835759.778550552 2581665.230739529, 9835753.912013387 2581626.927662385, 9835750.216206294 2581592.048670238, 9835748.713393165 2581562.631257132)",,,,,,,,20,0,6.57,204,300.0,65.0,3,54,74,5.0,956.6593637940093
1185643009,1188948354,0,102953484,living_street,,,False,False,95.25443285968574,"LINESTRING (9835748.713393165 2581562.631257132, 9835750.216206294 2581592.048670238, 9835753.912013387 2581626.927662385, 9835759.778550552 2581665.230739529)",,,,,,,,20,0,6.57,204,300.0,65.0,3,54,25,5.0,396.56329857905723
1187402704,1187402964,0,102825261,living_street,,,False,False,53.94770696119965,"LINESTRING (9836057.101778513 2581729.310526275, 9836000.740720322 2581744.9597761044)",,,,,,,,33,0,6.57,204,300.0,65.0,3,54,16,5.0,279.37959736550334
1187402704,1187402891,0,102825269,living_street,,Doodwa Ln,False,True,21.5176518336343,"LINESTRING (9836057.101778513 2581729.310526275, 9836046.793593664 2581708.3805819107)",,,,,,,,25,0,6.57,204,300.0,65.0,3,54,63,5.0,298.47344786227535
1187402704,1187402973,0,102825269,living_street,,Doodwa Ln,False,False,44.81559792972888,"LINESTRING (9836057.101778513 2581729.310526275, 9836060.151932558 2581736.869907826, 9836066.174317012 2581755.9311387828, 9836071.395201128 2581775.70372279)",,,,,,,,31,0,6.57,204,300.0,65.0,3,54,50,5.0,434.6935875783733
1187402964,1187402704,0,102825261,living_street,,,False,True,53.94770696119965,"LINESTRING (9836000.740720322 2581744.9597761044, 9836057.101778513 2581729.310526275)",,,,,,,,33,0,6.57,204,300.0,65.0,3,54,45,5.0,467.1176175904781
1187402891,1187402950,0,102825266,living_street,,,False,True,60.750765106023266,"LINESTRING (9836046.793593664 2581708.3805819107, 9835982.62903917 2581723.270257366)",,,,,,,,34,0,6.57,204,300.0,65.0,3,54,52,5.0,559.8847742615851
1187402891,1187402704,0,102825269,living_street,,Doodwa Ln,False,False,21.5176518336343,"LINESTRING (9836046.793593664 2581708.3805819107, 9836057.101778513 2581729.310526275)",,,,,,,,25,0,6.57,204,300.0,65.0,3,54,64,5.0,301.05556608231143
1187402891,1187402851,0,102825269,living_street,,Doodwa Ln,False,True,31.224041188527202,"LINESTRING (9836046.793593664 2581708.3805819107, 9836034.581845524 2581676.804868981)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,57,5.0,339.3724417295261
1187402973,1187402704,0,102825269,living_street,,Doodwa Ln,False,True,44.81559792972889,"LINESTRING (9836071.395201128 2581775.70372279, 9836066.174317012 2581755.9311387828, 9836060.151932558 2581736.869907826, 9836057.101778513 2581729.310526275)",,,,,,,,31,0,6.57,204,300.0,65.0,3,54,73,5.0,558.384637864425
1187402802,1187402968,0,102192909,tertiary_link,,Muktaram Babu Street,False,False,34.31369583441907,"LINESTRING (9836187.045020115 2581645.0965960543, 9836223.813847924 2581639.418048625)",,,,,,,,14,1,6.57,204,300.0,65.0,3,54,53,5.0,296.03510550690527
1187402802,1187403027,0,102825267,living_street,,,False,False,46.537106611853424,"LINESTRING (9836187.045020115 2581645.0965960543, 9836190.384604838 2581695.4440569067)",,,,,,,,18,1,6.57,204,300.0,65.0,3,54,25,5.0,237.41131983556028
1187402802,1187402815,0,102192909,tertiary_link,,Muktaram Babu Street,False,True,67.74602939384813,"LINESTRING (9836187.045020115 2581645.0965960543, 9836178.673794406 2581646.784487384, 9836115.310740246 2581660.890443064)",,,,,,,,21,1,6.57,204,300.0,65.0,3,54,16,5.0,242.87237643618843
1187402815,1187402919,0,102192909,tertiary_link,,Muktaram Babu Street,False,True,30.07503287664563,"LINESTRING (9836115.310740246 2581660.890443064, 9836083.350914441 2581667.3647190398)",,,,,,,,22,1,6.57,204,300.0,65.0,3,54,34,5.0,240.50613413671417
1187402815,1187402802,0,102192909,tertiary_link,,Muktaram Babu Street,False,False,67.74602939384813,"LINESTRING (9836115.310740246 2581660.890443064, 9836178.673794406 2581646.784487384, 9836187.045020115 2581645.0965960543)",,,,,,,,21,1,6.57,204,300.0,65.0,3,54,20,5.0,275.39047054523553
1187402815,1187402925,0,102825255,living_street,,Hari Sarkar Ln,False,False,142.93030053062307,"LINESTRING (9836115.310740246 2581660.890443064, 9836128.201537281 2581699.9893213003, 9836148.172253931 2581761.7302905545, 9836154.283693973 2581787.760188006, 9836159.070432078 2581809.4136215085)",,,,,,,,36,1,6.57,204,300.0,65.0,3,54,44,5.0,942.4719868016898
1187402803,1187402919,0,102825271,living_street,,,False,True,98.85804009629453,"LINESTRING (9836118.149387263 2581768.457791406, 9836107.084229877 2581724.717028162, 9836092.267605653 2581688.981826382, 9836083.350914441 2581667.3647190398)",,,,,,,,40,0,6.57,204,300.0,65.0,3,54,10,5.0,329.42964811555345
1187402919,1187402815,0,102192909,tertiary_link,,Muktaram Babu Street,False,False,30.07503287664563,"LINESTRING (9836083.350914441 2581667.3647190398, 9836115.310740246 2581660.890443064)",,,,,,,,22,1,6.57,204,300.0,65.0,3,54,17,5.0,179.15306706835707
1187402919,9189345328,0,102192909,tertiary_link,,Muktaram Babu Street,False,True,28.54909493721401,"LINESTRING (9836083.350914441 2581667.3647190398, 9836052.960693453 2581673.248234593)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,68,5.0,358.7606146876663
1187402919,1187402803,0,102825271,living_street,,,False,False,98.85804009629453,"LINESTRING (9836083.350914441 2581667.3647190398, 9836092.267605653 2581688.981826382, 9836107.084229877 2581724.717028162, 9836118.149387263 2581768.457791406)",,,,,,,,40,0,6.57,204,300.0,65.0,3,54,22,5.0,471.7852258542176
9189345328,1187402919,0,102192909,tertiary_link,,Muktaram Babu Street,False,False,28.54909493721401,"LINESTRING (9836052.960693453 2581673.248234593, 9836083.350914441 2581667.3647190398)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,75,5.0,382.7418544349261
9189345328,1187402851,0,102192909,tertiary_link,,Muktaram Babu Street,False,True,17.265138685893053,"LINESTRING (9836052.960693453 2581673.248234593, 9836034.581845524 2581676.804868981)",,,,,,,,21,0,6.57,204,300.0,65.0,3,54,23,5.0,163.45178277306485
9189345328,9189345325,0,995135254,living_street,,,False,True,45.36723066753223,"LINESTRING (9836052.960693453 2581673.248234593, 9836041.617237343 2581625.384449293)",,,,,,,,24,1,6.57,204,300.0,65.0,3,54,73,5.0,525.2169406475823
10718558838,1187402854,0,102825273,living_street,,,False,False,37.936442772461724,"LINESTRING (9836015.04527489 2581803.6385660493, 9836024.206868982 2581843.738470661)",,,,,,,,20,0,6.57,204,300.0,65.0,3,54,55,5.0,361.18052229824735
1187402880,1187403000,0,1179976047,residential,,,False,False,31.06028479556601,"LINESTRING (9836334.064671604 2581968.3309147265, 9836302.550123762 2581980.206670643)",,,,,,,,12,0,6.57,204,300.0,65.0,3,54,62,5.0,301.8885188790111
1187402950,1187402891,0,102825266,living_street,,,False,False,60.750765106023266,"LINESTRING (9835982.62903917 2581723.270257366, 9836046.793593664 2581708.3805819107)",,,,,,,,34,0,6.57,204,300.0,65.0,3,54,17,5.0,304.73156081628747
10092213344,1187403000,0,102825277,residential,,Baransi Ghose Lane,False,True,201.6741586105922,"LINESTRING (9836441.97778598 2581869.925231525, 9836402.80445717 2581877.7137512397, 9836379.449628001 2581882.693100897, 9836372.080277713 2581884.2966205967, 9836350.339581158 2581889.0468979073, 9836310.698710488 2581901.1516716126, 9836306.290458653 2581904.3828278384, 9836302.004658258 2581908.795527282, 9836299.232802937 2581924.2882108428, 9836298.297719214 2581949.896382518, 9836299.856192084 2581964.798331103, 9836302.550123762 2581980.206670643)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,27,5.0,859.2242738983186
10092213344,10092213336,0,"[1193972492, 1194004308]",primary,,,True,False,168.95370760862406,"LINESTRING (9836441.97778598 2581869.925231525, 9836453.94463124 2581915.6798230177, 9836469.072950039 2581974.6847445, 9836469.829922576 2581977.6506696674, 9836486.071436282 2582043.2990269684, 9836486.939728312 2582047.5068001347)",,,,,,,,36,1,6.57,204,300.0,65.0,3,54,54,5.0,1282.620025303884
1188832441,9189345329,0,102945908,living_street,,Bhuban Banerjee Ln,False,True,61.09651873909877,"LINESTRING (9836513.600746358 2581711.8046032623, 9836489.5000766 2581650.099988711)",,,,,,,,32,0,6.57,204,300.0,65.0,3,54,69,5.0,676.6791751597377
1188832441,1188832432,0,1173645422,residential,,,False,False,34.07305876704043,"LINESTRING (9836513.600746358 2581711.8046032623, 9836548.86676104 2581700.797100514)",,,,,,,,27,0,6.57,204,300.0,65.0,3,54,40,5.0,309.35068208179405
1188832441,6546745088,0,1173645423,residential,,Bhuban Banerjee Ln,False,False,47.122670163620526,"LINESTRING (9836513.600746358 2581711.8046032623, 9836524.866278823 2581735.664264605, 9836534.974088589 2581758.2098073247)",,,,,,,,31,0,6.57,204,300.0,65.0,3,54,26,5.0,312.8227309104961
6546745088,1188832447,0,697065657,residential,,,False,False,29.0462212731877,"LINESTRING (9836534.974088589 2581758.2098073247, 9836551.27126204 2581753.302833657, 9836564.807712121 2581748.1788455015)",,,,,,,,27,0,6.57,204,300.0,65.0,3,54,73,5.0,400.24489835312426
6546745088,1188832441,0,1173645423,residential,,Bhuban Banerjee Ln,False,True,47.122670163620526,"LINESTRING (9836534.974088589 2581758.2098073247, 9836524.866278823 2581735.664264605, 9836513.600746358 2581711.8046032623)",,,,,,,,31,0,6.57,204,300.0,65.0,3,54,65,5.0,533.3568272762401
6546745088,10958979815,0,1179915464,living_street,,,False,False,43.17201758603204,"LINESTRING (9836534.974088589 2581758.2098073247, 9836527.293043723 2581769.603154726, 9836525.300424838 2581770.5797277233, 9836523.45252129 2581772.4364222237, 9836524.988730265 2581776.5959009165, 9836534.450886982 2581798.4301670226)",,,,,,,,26,0,6.57,204,300.0,65.0,3,54,27,5.0,280.6773369787438
1188948376,1188948177,0,102953455,living_street,,,False,False,52.23108601150055,"LINESTRING (9836595.008689974 2581647.700771321, 9836599.817691976 2581663.880424951, 9836612.09623181 2581701.689274616)",,,,,,,,29,0,6.57,204,300.0,65.0,3,54,35,5.0,375.1705612483023
1188948184,11459466329,0,1234590772,residential,,Chandra Sur Ln,False,False,51.77381275011657,"LINESTRING (9836832.931837646 2582145.7929683286, 9836841.358723098 2582169.0986428466, 9836850.486921344 2582199.0958550884)",,,,,,,,34,1,6.57,204,300.0,65.0,3,54,61,5.0,556.7843093308531
1189036929,1189036622,0,102961708,residential,,,False,False,130.65103827275283,"LINESTRING (9836185.620130632 2580153.2124066297, 9836198.900545884 2580184.7370026396, 9836228.567190181 2580239.878065034, 9836232.641483545 2580246.2915104926, 9836251.465609437 2580278.406996411)",,,,,,,,24,6,6.57,204,300.0,65.0,3,54,24,5.0,489.0749902255281
11126932584,1191863749,0,103230557,tertiary,,Eden Hospital Road,True,False,27.34861538792029,"LINESTRING (9836321.018027283 2580231.9094830537, 9836345.218884582 2580214.778853036)",,,,,,,,12,0,6.57,204,300.0,65.0,3,54,24,5.0,149.56401231721046
11126932584,11126932585,0,1199696698,residential,,,False,False,23.585169251589797,"LINESTRING (9836321.018027283 2580231.9094830537, 9836308.706091601 2580209.4986201804)",,,,,,,,12,0,6.57,204,300.0,65.0,3,54,45,5.0,198.15991395858492
1189036795,663804338,0,"[52155433, 1192799364]",primary,2,Chittaranjan Avenue,True,False,72.63178802977177,"LINESTRING (9836184.373352334 2580814.2046874063, 9836176.280425353 2580774.0469894176, 9836166.228275336 2580737.626657374)",60,,,,,,,16,0,6.57,204,300.0,65.0,3,54,73,51.0,727.0544631408006
1189036795,1191863915,0,101943132,residential,,Badal Dutta Street,False,True,66.54944264710292,"LINESTRING (9836184.373352334 2580814.2046874063, 9836219.349936344 2580810.925520197, 9836255.52877085 2580803.065166138)",,,,,,,,20,0,6.57,204,300.0,65.0,3,54,32,5.0,366.34985976487525
1191863915,1191863835,0,103230552,residential,,,False,False,83.0041794241796,"LINESTRING (9836255.52877085 2580803.065166138, 9836274.330632845 2580891.0724100624)",,,,,,,,26,0,6.57,204,300.0,65.0,3,54,77,5.0,907.7586178794194
1191863915,1191864049,0,103230552,residential,,,False,True,30.81199121292722,"LINESTRING (9836255.52877085 2580803.065166138, 9836287.633311994 2580793.830460445)",,,,,,,,15,0,6.57,204,300.0,65.0,3,54,76,5.0,366.80535986189625
1191863915,1189036795,0,101943132,residential,,Badal Dutta Street,False,False,66.54944264710292,"LINESTRING (9836255.52877085 2580803.065166138, 9836219.349936344 2580810.925520197, 9836184.373352334 2580814.2046874063)",,,,,,,,20,0,6.57,204,300.0,65.0,3,54,24,5.0,302.46239482365644
10281958933,1189036932,0,103230607,residential,,Badal Dutta Street,False,False,116.39630167189809,"LINESTRING (9836167.909199648 2580817.7731936355, 9836101.919005506 2580832.0713377665, 9836073.254236626 2580847.599184454, 9836047.31679527 2580850.275569433)",,,,,,,,26,0,6.57,204,300.0,65.0,3,54,43,5.0,741.4049166269941
10281958933,10281958935,0,1530047253,primary,2,,True,False,112.27481925279551,"LINESTRING (9836167.909199648 2580817.7731936355, 9836185.308436058 2580876.014699241, 9836201.950699933 2580934.6421962325)",60,,,,,,,21,0,6.57,204,300.0,65.0,3,54,24,50.0,439.151479448051
1191714258,1191714350,0,101972876,residential,,Biswanath Matilal Ln,False,False,8.524490165498449,"LINESTRING (9836296.383023972 2579766.362864796, 9836305.032548405 2579763.108014363)",,,,,,,,32,0,6.57,204,300.0,65.0,3,54,52,5.0,223.99281863271034
1191714258,1190128211,0,"[101972876, 103082325]",residential,,Biswanath Matilal Ln,False,"[False, True]",83.8605873546808,"LINESTRING (9836296.383023972 2579766.362864796, 9836265.358281886 2579779.1291176504, 9836256.552910166 2579752.451397403, 9836249.038844537 2579724.1583536267)",,,,,,,,43,0,6.57,204,300.0,65.0,3,54,47,5.0,698.7737126803997
1191714258,1191714436,0,103212689,residential,,,False,False,49.21790479505373,"LINESTRING (9836296.383023972 2579766.362864796, 9836285.685220907 2579740.0709245144, 9836278.538509598 2579716.141799064)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,17,5.0,306.2045257819096
11843639556,10943490952,0,1178018200,living_street,,,False,False,41.039268272186405,"LINESTRING (9835892.471383577 2579782.709456614, 9835894.141175939 2579793.9929541512, 9835895.287766695 2579809.2184549565, 9835892.571571117 2579822.52721768, 9835890.723667571 2579826.336611871)",,,,,,,,24,0,6.57,204,300.0,65.0,3,54,78,5.0,514.9275510276647
11843639556,10943490945,0,1178018200,living_street,,,False,True,42.5490098944598,"LINESTRING (9835892.471383577 2579782.709456614, 9835891.33592477 2579775.042469069, 9835889.087271055 2579770.5459512896, 9835873.94782031 2579754.79006615, 9835865.82149748 2579746.6529469267)",,,,,,,,23,0,6.57,204,300.0,65.0,3,54,56,5.0,411.72934649076984
11843639556,1190128257,0,"[1275560130, 1275560131]","['residential', 'living_street']",,,False,True,56.21724984538623,"LINESTRING (9835892.471383577 2579782.709456614, 9835907.800077459 2579781.6003953037, 9835914.612830296 2579784.5418189405, 9835917.106386889 2579802.431472273, 9835922.906132359 2579821.671309612)",,,,,,,,30,0,6.57,204,300.0,65.0,3,54,19,5.0,288.9753296474806
1190128328,1190128277,0,103082300,residential,,,False,False,35.288310549430406,"LINESTRING (9835970.662193911 2579512.185074644, 9835945.715496024 2579483.1812068042)",,,,,,,,15,0,6.57,204,300.0,65.0,3,54,13,5.0,140.84976445711143
1190128337,1190128349,0,103082313,living_street,,,False,False,17.056664405532057,"LINESTRING (9836148.86243477 2579736.5508696423, 9836166.796004737 2579732.042307298)",,,,,,,,27,0,6.57,204,300.0,65.0,3,54,71,5.0,291.1227807351331
1190128353,11508090889,0,103082303,residential,,,False,False,83.53644307572168,"LINESTRING (9836621.714235814 2579104.6889873985, 9836631.67733024 2579194.700353685)",,,,,,,,20,0,6.57,204,300.0,65.0,3,54,67,5.0,782.4330023288022
1190128353,11508081332,0,102690993,secondary,,Lenin Sarani,True,False,102.45932439886136,"LINESTRING (9836621.714235814 2579104.6889873985, 9836646.482822515 2579102.3142465544, 9836678.297932984 2579099.2765074917, 9836690.554208921 2579098.1072191903, 9836731.987323394 2579091.7303803167)",40,,,,,,,21,0,6.57,204,300.0,65.0,3,54,79,32.0,1087.1143953012054
11508081332,1221407389,0,106086729,residential,,,False,True,96.02687441406127,"LINESTRING (9836731.987323394 2579091.7303803167, 9836729.293391716 2578987.6640908592)",,,,,,,,21,0,6.57,204,300.0,65.0,3,54,73,5.0,956.9954198671767
11508081332,8508704854,0,102690993,secondary,,Lenin Sarani,True,False,218.94357341045804,"LINESTRING (9836731.987323394 2579091.7303803167, 9836741.571931552 2579090.2597297337, 9836816.857303174 2579084.7749274736, 9836842.638897242 2579081.41171995, 9836953.880464394 2579067.512880302, 9836967.83992854 2579065.7890874706)",40,,,,,,,25,0,6.57,204,300.0,65.0,3,54,16,30.0,556.1716609480793
1191714399,1191714313,0,103212682,residential,,,False,False,40.73540091646472,"LINESTRING (9836565.208462287 2579896.557404853, 9836583.43146293 2579936.785312979)",,,,,,,,28,0,6.57,204,300.0,65.0,3,54,28,5.0,287.6709470793215
1191714399,1191714332,0,103212682,residential,,,False,True,164.63974868421892,"LINESTRING (9836565.208462287 2579896.557404853, 9836555.757437522 2579875.7141548223, 9836532.402608352 2579819.4531818656, 9836522.918187736 2579798.6823586924, 9836512.164724926 2579784.3489386863, 9836502.613512615 2579778.9724024944, 9836488.28669415 2579784.3489386863, 9836463.963385412 2579797.5491862656)",,,,,,,,62,0,6.57,204,300.0,65.0,3,54,61,5.0,1525.9629603684823
1191714399,1191714279,0,103212696,living_street,,,False,False,157.45554661401323,"LINESTRING (9836565.208462287 2579896.557404853, 9836595.17566921 2579886.467291539, 9836635.1838942 2579872.724494729, 9836644.623787021 2579869.4696234646, 9836651.180505028 2579866.612570325, 9836668.023143984 2579861.3806683794, 9836710.424738027 2579852.4237525137, 9836728.146800961 2579846.552936793)",,,,,,,,41,0,6.57,204,300.0,65.0,3,54,74,5.0,1614.0052539324374
1191714313,1191714399,0,103212682,residential,,,False,True,40.73540091646472,"LINESTRING (9836583.43146293 2579936.785312979, 9836565.208462287 2579896.557404853)",,,,,,,,28,0,6.57,204,300.0,65.0,3,54,65,5.0,468.53612714842484
1191714313,1177211430,0,1126633511,secondary,,Bepin Behari Ganguly Street,True,False,46.32452988364717,"LINESTRING (9836583.43146293 2579936.785312979, 9836536.220866885 2579953.91565643)",40,,,,,,,31,0,6.57,204,300.0,65.0,3,54,70,33.0,554.9260510226361
1191714320,1191714336,0,103212686,living_street,,,False,True,53.57223791134999,"LINESTRING (9836350.829386918 2579908.371404332, 9836320.249922797 2579858.993764353)",,,,,,,,36,0,6.57,204,300.0,65.0,3,54,51,5.0,518.6620960174619
1191863681,1191863699,0,103230480,residential,,Brojo N Dutta Ln,False,True,27.024274909175585,"LINESTRING (9836687.760089703 2580353.825588756, 9836677.262661722 2580326.471842987)",,,,,,,,43,0,6.57,204,300.0,65.0,3,54,49,5.0,384.70273646595246
1191863681,1191863772,0,103230487,residential,,,False,False,39.06146190764236,"LINESTRING (9836687.760089703 2580353.825588756, 9836648.141482929 2580368.786382815)",,,,,,,,45,0,6.57,204,300.0,65.0,3,54,11,5.0,287.3611297180879
1191863681,1191864039,0,103230487,residential,,,False,True,43.72188540202864,"LINESTRING (9836687.760089703 2580353.825588756, 9836732.555052798 2580338.3223143606)",,,,,,,,49,0,6.57,204,300.0,65.0,3,54,37,5.0,449.9251711850072
1191863699,1191863681,0,103230480,residential,,Brojo N Dutta Ln,False,False,27.024274909175585,"LINESTRING (9836677.262661722 2580326.471842987, 9836687.760089703 2580353.825588756)",,,,,,,,43,0,6.57,204,300.0,65.0,3,54,26,5.0,310.11573771662785
1191863699,1191864047,0,103230480,residential,,Brojo N Dutta Ln,False,True,54.315191304704086,"LINESTRING (9836677.262661722 2580326.471842987, 9836656.791007364 2580271.258161029)",,,,,,,,38,0,6.57,204,300.0,65.0,3,54,36,5.0,435.44162643632166
1191863699,1191863710,0,103230488,residential,,,False,False,33.386166979416885,"LINESTRING (9836677.262661722 2580326.471842987, 9836643.154369742 2580338.587533552)",,,,,,,,37,0,6.57,204,300.0,65.0,3,54,46,5.0,380.09164172638117
1191863772,1191863681,0,103230487,residential,,,False,True,39.06146190764236,"LINESTRING (9836648.141482929 2580368.786382815, 9836687.760089703 2580353.825588756)",,,,,,,,45,0,6.57,204,300.0,65.0,3,54,48,5.0,460.79402058802003
1191863772,1191863710,0,103230503,residential,,,False,False,28.231636316337347,"LINESTRING (9836648.141482929 2580368.786382815, 9836643.154369742 2580338.587533552)",,,,,,,,37,0,6.57,204,300.0,65.0,3,54,17,5.0,253.3925380853282
1191863772,1191864010,0,"[1173861153, 103230503]",residential,,,False,True,112.74246775192964,"LINESTRING (9836648.141482929 2580368.786382815, 9836664.616767567 2580413.849677902, 9836679.399995945 2580410.896087403, 9836684.88804684 2580428.5091389255, 9836693.337196192 2580451.281962168, 9836699.003358271 2580466.7130088927)",,,,,,,,50,0,6.57,204,300.0,65.0,3,54,54,5.0,991.371191032504
1191864039,1191863681,0,103230487,residential,,,False,False,43.72188540202864,"LINESTRING (9836732.555052798 2580338.3223143606, 9836687.760089703 2580353.825588756)",,,,,,,,49,0,6.57,204,300.0,65.0,3,54,66,5.0,602.0773323840667
1191864039,1191863852,0,103230538,living_street,,,False,False,163.178061299097,"LINESTRING (9836732.555052798 2580338.3223143606, 9836755.86535417 2580397.9726282093, 9836759.327390334 2580408.1474403897, 9836793.624925446 2580504.33830086)",,,,,,,,58,0,6.57,204,300.0,65.0,3,54,46,5.0,1201.5428983710156
1191864039,11482494022,0,103230538,living_street,,,False,True,23.931563885185316,"LINESTRING (9836732.555052798 2580338.3223143606, 9836734.09126177 2580321.384461125, 9836732.243358223 2580316.634632071, 9836731.352802297 2580312.8974578823)",,,,,,,,36,0,6.57,204,300.0,65.0,3,54,50,5.0,334.3893833111119
1191863682,1191863763,0,103230522,living_street,,,False,True,24.297286522016954,"LINESTRING (9836737.274999207 2580073.900886365, 9836711.293030057 2580078.240768245)",,,,,,,,27,0,6.57,204,300.0,65.0,3,54,72,5.0,355.7285555502265
1191863763,1191863682,0,103230522,living_street,,,False,False,24.297286522016954,"LINESTRING (9836711.293030057 2580078.240768245, 9836737.274999207 2580073.900886365)",,,,,,,,27,0,6.57,204,300.0,65.0,3,54,10,5.0,174.95674382642036
1191863763,1191863969,0,103230584,residential,,,False,True,16.051139537960545,"LINESTRING (9836711.293030057 2580078.240768245, 9836708.23174406 2580061.1102966396)",,,,,,,,26,0,6.57,204,300.0,65.0,3,54,68,5.0,271.77729862975804
1191863763,1191863849,0,103230584,residential,,,False,False,56.38600456381795,"LINESTRING (9836711.293030057 2580078.240768245, 9836712.617731996 2580109.355343471, 9836723.4379865 2580137.323550696)",,,,,,,,32,0,6.57,204,300.0,65.0,3,54,31,5.0,380.5559369774028
1191863684,1191863854,0,52152298,tertiary,,Prem Chand Boral Street,False,False,62.232182206479465,"LINESTRING (9836489.934222613 2580141.554951665, 9836476.898710242 2580150.0780332405, 9836459.699848915 2580158.6734509096, 9836429.454343267 2580171.018069761)",,,,,,,,39,0,6.57,204,300.0,65.0,3,54,21,5.0,362.62509916032826
