u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,lanes,ref,junction,bridge,width,tunnel,access,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
1177160864,10279701141,0,1199457540,tertiary,,Princep Street,True,False,17.744376253858174,"LINESTRING (9835643.36062708 2579819.850998234, 9835657.164243938 2579812.027278086, 9835659.045543332 2579809.230509991)",,,,,,,,11,0,6.48,204,300.0,65.0,3,53,28,5.0,125.22110421296347
10279701141,10279701142,0,1124089273,primary,,,True,False,87.28184456869867,"LINESTRING (9835659.045543332 2579809.230509991, 9835742.824592102 2579853.219386837)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,29,5.0,389.3408190990714
10279701141,664472702,0,1201599870,tertiary,,Princep Street,False,False,16.9461409546069,"LINESTRING (9835659.045543332 2579809.230509991, 9835669.309200382 2579793.9929541512)",,,,,,,,9,0,6.48,204,300.0,65.0,3,53,55,5.0,167.44453030040555
1190128334,1190128320,0,103082326,residential,,,False,True,64.07455527317543,"LINESTRING (9835711.599474937 2579745.5197780477, 9835661.539099926 2579697.360172088)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,38,5.0,417.77997204568
1190128334,664472703,0,1435087430,tertiary,40,Biplap Anukul Chandra Street,True,False,54.45509555405422,"LINESTRING (9835711.599474937 2579745.5197780477, 9835750.97317883 2579701.5311862575)",,,,,,,,16,0,6.48,204,300.0,65.0,3,53,20,26.0,221.29222932973013
664472704,664472708,0,52155579,residential,40,Chandni Chowk Street,False,True,19.48181674368106,"LINESTRING (9835667.06054667 2579612.2403687774, 9835652.600144815 2579596.8462801003)",,,,,,,,24,0,6.48,204,300.0,65.0,3,53,15,29.0,165.6672701386259
664472704,1190128194,0,52155736,residential,,,False,False,50.01235685660749,"LINESTRING (9835667.06054667 2579612.2403687774, 9835714.371330258 2579585.755794354)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,68,5.0,558.7008319499172
664472704,664472703,0,52155579,residential,40,Chandni Chowk Street,False,False,113.02432993879802,"LINESTRING (9835667.06054667 2579612.2403687774, 9835727.607217712 2579676.673886064, 9835750.97317883 2579701.5311862575)",,,,,,,,37,0,6.48,204,300.0,65.0,3,53,33,30.0,643.1763465576402
664472708,664472704,0,52155579,residential,40,Chandni Chowk Street,False,False,19.48181674368106,"LINESTRING (9835652.600144815 2579596.8462801003, 9835667.06054667 2579612.2403687774)",,,,,,,,24,0,6.48,204,300.0,65.0,3,53,77,27.0,310.611986711613
664472708,1190128222,0,52155737,residential,,,False,True,49.57771353884184,"LINESTRING (9835652.600144815 2579596.8462801003, 9835609.163279507 2579628.502424692)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,55,5.0,477.81290935635616
664472708,664472731,0,52155579,residential,40,Chandni Chowk Street,False,True,133.1548097013728,"LINESTRING (9835652.600144815 2579596.8462801003, 9835640.444056422 2579583.911399072, 9835614.81830964 2579546.6618911144, 9835568.676380707 2579479.6129871574)",,,,,,,,31,0,6.48,204,300.0,65.0,3,53,48,26.0,932.5717038799074
1190128194,664472704,0,52155736,residential,,,False,True,50.01235685660749,"LINESTRING (9835714.371330258 2579585.755794354, 9835667.06054667 2579612.2403687774)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,35,5.0,360.65189879775147
1190128194,1190128344,0,52155736,residential,,,False,False,85.50892555154358,"LINESTRING (9835714.371330258 2579585.755794354, 9835762.394558586 2579553.4728790508, 9835789.367271205 2579536.6443192377, 9835792.005543137 2579535.1254099496)",,,,,,,,25,0,6.48,204,300.0,65.0,3,53,26,5.0,402.38784772081596
1190128194,9189384632,0,995140650,living_street,,,False,True,190.83255279885412,"LINESTRING (9835714.371330258 2579585.755794354, 9835682.678671228 2579532.9314301116, 9835608.328383328 2579408.116152922)",,,,,,,,24,0,6.48,204,300.0,65.0,3,53,26,5.0,725.9975647324248
1190128344,664472705,0,52155736,residential,,,False,False,73.683438209313,"LINESTRING (9835792.005543137 2579535.1254099496, 9835860.04401591 2579493.2710752874)",,,,,,,,16,0,6.48,204,300.0,65.0,3,53,20,5.0,267.4402517023512
1190128344,1190128194,0,52155736,residential,,,False,True,85.5089255515436,"LINESTRING (9835792.005543137 2579535.1254099496, 9835789.367271205 2579536.6443192377, 9835762.394558586 2579553.4728790508, 9835714.371330258 2579585.755794354)",,,,,,,,25,0,6.48,204,300.0,65.0,3,53,73,5.0,884.6581878315219
1190128344,1190128225,0,103082324,living_street,,,False,False,81.88965960816824,"LINESTRING (9835792.005543137 2579535.1254099496, 9835809.271196159 2579561.368806613, 9835843.134585258 2579607.6715657166)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,53,5.0,646.4182351079501
1190128222,664472708,0,52155737,residential,,,False,False,49.57771353884184,"LINESTRING (9835609.163279507 2579628.502424692, 9835652.600144815 2579596.8462801003)",,,,,,,,28,0,6.48,204,300.0,65.0,3,53,16,5.0,245.78920999457634
1190128222,664472707,0,52155737,residential,,,False,True,57.137544715808616,"LINESTRING (9835609.163279507 2579628.502424692, 9835558.134424929 2579663.618393627)",,,,,,,,23,0,6.48,204,300.0,65.0,3,53,78,5.0,660.4074185399687
1190128222,1190128320,0,103082326,residential,,,False,False,79.92430154554683,"LINESTRING (9835609.163279507 2579628.502424692, 9835618.369401397 2579642.534337467, 9835629.868704796 2579655.734472412, 9835646.744739601 2579679.8804998104, 9835661.539099926 2579697.360172088)",,,,,,,,34,0,6.48,204,300.0,65.0,3,53,11,5.0,286.10007804012184
664472733,664472731,0,103082323,residential,40,,False,False,102.59610736782115,"LINESTRING (9835517.803373415 2579578.5228728526, 9835568.676380707 2579479.6129871574)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,51,33.0,713.4881770910655
664472733,664472747,0,1505614526,tertiary,40,Madan Street,True,False,43.04999321784263,"LINESTRING (9835517.803373415 2579578.5228728526, 9835502.797506057 2579534.3297908534)",,,,,,,,12,0,6.48,204,300.0,65.0,3,53,35,34.0,251.40997151493906
664472732,664472033,0,1128043713,primary,40,Chittaranjan Avenue,True,False,105.26678374434832,"LINESTRING (9835450.377157839 2579679.398302215, 9835438.599555714 2579673.877140745, 9835422.491625398 2579666.3307527076, 9835346.582864625 2579631.962182153)",,,,,,,,9,0,6.48,204,300.0,65.0,3,53,22,28.0,333.50430908507957
664472732,664472733,0,1502779183,residential,40,,True,False,111.91993113391285,"LINESTRING (9835450.377157839 2579679.398302215, 9835460.017425744 2579664.980600576, 9835517.803373415 2579578.5228728526)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,30,33.0,488.5117520820863
664472747,1177211771,0,52155743,tertiary,,,False,True,145.6665736209776,"LINESTRING (9835502.797506057 2579534.3297908534, 9835444.521752626 2579549.6997119375, 9835352.527325433 2579582.452759811)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,13,5.0,337.83985484872505
664472747,664471713,0,1505614526,tertiary,40,Madan Street,True,False,76.07743636579654,"LINESTRING (9835502.797506057 2579534.3297908534, 9835475.312723778 2579463.7006656285, 9835472.885958878 2579457.468343848)",,,,,,,,15,1,6.48,204,300.0,65.0,3,53,64,27.0,666.8747112893175
664472748,11942000232,0,52155744,residential,,Red Cross Place,False,False,6.187181169477515,"LINESTRING (9834845.734211648 2579920.125136638, 9834847.660038838 2579926.5505138123)",,,,,,,,1,2,6.48,204,300.0,65.0,3,53,78,5.0,67.51201574630954
664472748,11942000227,0,1287656128,tertiary,,,True,False,141.00441792566264,"LINESTRING (9834845.734211648 2579920.125136638, 9834705.694292229 2579981.4255060125)",,,,,,,,7,2,6.48,204,300.0,65.0,3,53,54,5.0,953.3086281582938
11942000232,664472748,0,52155744,residential,,Red Cross Place,False,True,6.187181169477515,"LINESTRING (9834847.660038838 2579926.5505138123, 9834845.734211648 2579920.125136638)",,,,,,,,1,2,6.48,204,300.0,65.0,3,53,20,5.0,24.449234806746038
11942000232,664472749,0,52155744,residential,,Red Cross Place,False,False,250.95768929643708,"LINESTRING (9834847.660038838 2579926.5505138123, 9834873.842383074 2580013.63692151, 9834897.69814995 2580076.83030651, 9834933.075484125 2580184.7731685583)",,,,,,,,14,3,6.48,204,300.0,65.0,3,53,63,5.0,1968.840131081064
11942000232,10279761592,0,102690992,tertiary,40,Government Place,True,False,124.17449387525257,"LINESTRING (9834847.660038838 2579926.5505138123, 9834966.426803567 2579874.520701736, 9834968.92036016 2579873.4477995406, 9834970.979770739 2579872.5557236103)",,,,,,,,4,2,6.48,204,300.0,65.0,3,53,43,26.0,665.3403883963033
11942000227,11942000230,0,1124382853,secondary,,Council House Street,False,False,5.558099720437347,"LINESTRING (9834705.694292229 2579981.4255060125, 9834707.842758402 2579987.0552661195)",,,,,,,,2,1,6.48,204,300.0,65.0,3,53,11,5.0,24.9366916309773
11942000227,1190100058,0,1124382853,secondary,,Council House Street,False,True,212.4335711708643,"LINESTRING (9834705.694292229 2579981.4255060125, 9834672.487688126 2579894.5321486425, 9834623.48484828 2579766.2905347794)",,,,,,,,2,2,6.48,204,300.0,65.0,3,53,77,5.0,1977.4861976187858
11942000227,6173706992,0,1533512445,tertiary,,,True,False,18.353639538720447,"LINESTRING (9834705.694292229 2579981.4255060125, 9834693.861030359 2579986.753887051, 9834689.75334115 2579992.323373129)",,,,,,,,2,1,6.48,204,300.0,65.0,3,53,11,5.0,41.82680419111099
664472749,11942000232,0,52155744,residential,,Red Cross Place,False,True,250.95768929643708,"LINESTRING (9834933.075484125 2580184.7731685583, 9834897.69814995 2580076.83030651, 9834873.842383074 2580013.63692151, 9834847.660038838 2579926.5505138123)",,,,,,,,14,3,6.48,204,300.0,65.0,3,53,20,5.0,673.898454311449
664472749,663944134,0,102688631,tertiary,40,BBD Bag South,True,False,130.60561084491823,"LINESTRING (9834933.075484125 2580184.7731685583, 9834895.026482172 2580195.0684033297, 9834871.916555882 2580202.3859804007, 9834864.502677795 2580204.7367677875, 9834797.610795777 2580225.9059245703)",,,,,,,,12,1,6.48,204,300.0,65.0,3,53,34,28.0,600.4708922472664
664472751,1177160807,0,1198952555,secondary,40,Ganesh Chandra Road,False,False,29.777691532140434,"LINESTRING (9835183.956220524 2580108.6079178895, 9835214.847379219 2580099.2289352203)",,,,,,,,6,0,6.48,204,300.0,65.0,3,53,57,28.0,244.27941007984057
664472751,663943486,0,749341589,secondary,40,Ganesh Chandra Road,True,False,113.10067196862104,"LINESTRING (9835183.956220524 2580108.6079178895, 9835141.855189107 2580121.133328449, 9835066.914907904 2580145.147423988)",,,,,,,,9,1,6.48,204,300.0,65.0,3,53,28,35.0,432.61825781456673
1177160807,11125046588,0,1198952555,secondary,40,Ganesh Chandra Road,False,False,33.26804053853204,"LINESTRING (9835214.847379219 2580099.2289352203, 9835249.356421366 2580088.7408760376)",,,,,,,,8,0,6.48,204,300.0,65.0,3,53,53,28.0,262.1847378250638
1177160807,664472751,0,1198952555,secondary,40,Ganesh Chandra Road,False,True,29.777691532140434,"LINESTRING (9835214.847379219 2580099.2289352203, 9835183.956220524 2580108.6079178895)",,,,,,,,6,0,6.48,204,300.0,65.0,3,53,64,30.0,269.29267096683856
1177160807,1177161018,0,101966393,residential,,Mangoe Lane,False,True,61.40759186455104,"LINESTRING (9835214.847379219 2580099.2289352203, 9835212.598725507 2580060.0735480445, 9835230.799462251 2580039.65202496)",,,,,,,,10,0,6.48,204,300.0,65.0,3,53,64,5.0,532.210305519752
1174832713,1189868557,0,103050328,residential,,,False,True,58.261341403896765,"LINESTRING (9835285.379408587 2580393.849661066, 9835271.20843741 2580332.294606604)",,,,,,,,11,0,6.48,204,300.0,65.0,3,53,73,5.0,575.9693506981356
1174832713,664472752,0,102688629,secondary,40,Lalbazar Street,False,False,71.01735081851793,"LINESTRING (9835285.379408587 2580393.849661066, 9835262.71476026 2580401.528989578, 9835226.491397956 2580413.78940054, 9835212.487406015 2580418.6477566487)",,,,,,,,10,0,6.48,204,300.0,65.0,3,53,69,33.0,648.6236647773285
1174832713,1174832699,0,102688629,secondary,40,Lalbazar Street,False,True,39.93632785186434,"LINESTRING (9835285.379408587 2580393.849661066, 9835304.136742786 2580387.496435922, 9835326.389508994 2580379.96177927)",,,,,,,,8,0,6.48,204,300.0,65.0,3,53,17,27.0,132.07010881780326
1174832997,664472751,0,52155745,tertiary,,Rajendra N Mukherjee Road,True,False,104.74505250726688,"LINESTRING (9835194.531572152 2580221.674502122, 9835189.34408388 2580166.2200625166, 9835183.956220524 2580108.6079178895)",,,,,,,,11,0,6.48,204,300.0,65.0,3,53,79,5.0,1058.5830977688897
1174832997,1186025344,0,101757312,residential,,,False,True,291.2365587806132,"LINESTRING (9835194.531572152 2580221.674502122, 9835208.769335022 2580217.840906648, 9835290.021431353 2580195.9846072015, 9835323.161243761 2580188.7393648056, 9835336.96486062 2580242.626684213, 9835340.026146617 2580267.4848309467, 9835350.100560535 2580300.7938414393, 9835368.256769482 2580365.772523138)",,,,,,,,19,0,6.48,204,300.0,65.0,3,53,12,5.0,524.9806446440831
664472773,1177160471,0,52155750,residential,,,False,False,38.06629456250807,"LINESTRING (9835705.688409975 2580014.275846176, 9835718.545811161 2580053.4914014996)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,77,5.0,462.3325617575746
664472773,1177160373,0,52155752,residential,,Weston Street,False,False,13.734929940808556,"LINESTRING (9835705.688409975 2580014.275846176, 9835719.503158782 2580008.7184079187)",,,,,,,,19,0,6.48,204,300.0,65.0,3,53,44,5.0,178.12043008746915
664472773,1177161573,0,52155752,residential,,Weston Street,False,True,107.30538947350207,"LINESTRING (9835705.688409975 2580014.275846176, 9835628.065329045 2580040.5561650614, 9835595.3707946 2580051.2009115554)",,,,,,,,39,0,6.48,204,300.0,65.0,3,53,69,5.0,1094.088624840597
1177160471,664472773,0,52155750,residential,,,False,True,38.06629456250807,"LINESTRING (9835718.545811161 2580053.4914014996, 9835705.688409975 2580014.275846176)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,60,5.0,384.6773208500581
1177160471,1177161675,0,52155750,residential,,,False,False,47.25376017543043,"LINESTRING (9835718.545811161 2580053.4914014996, 9835726.939300766 2580076.010551027, 9835733.618470216 2580102.3753542663)",,,,,,,,14,0,6.48,204,300.0,65.0,3,53,74,5.0,500.2133903578222
1177160471,1177160779,0,101966492,residential,,,False,False,76.5380324686238,"LINESTRING (9835718.545811161 2580053.4914014996, 9835740.509146696 2580047.198582515, 9835797.560385726 2580028.199587932)",,,,,,,,17,0,6.48,204,300.0,65.0,3,53,61,5.0,655.8583976703262
1177160373,664472773,0,52155752,residential,,Weston Street,False,True,13.734929940808556,"LINESTRING (9835719.503158782 2580008.7184079187, 9835705.688409975 2580014.275846176)",,,,,,,,19,0,6.48,204,300.0,65.0,3,53,77,5.0,232.51075265307102
1177160373,1177160598,0,103050330,residential,,Kapilatola Ln,False,False,38.29470036472007,"LINESTRING (9835719.503158782 2580008.7184079187, 9835758.598563949 2579994.7464618115)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,40,5.0,304.4145617506564
1177160373,1177161154,0,103050337,residential,,Khairu Pl,False,True,99.98676065120392,"LINESTRING (9835719.503158782 2580008.7184079187, 9835705.521430738 2579976.3382297833, 9835683.86978978 2579932.9879485955, 9835670.533714782 2579912.2290386343)",,,,,,,,32,0,6.48,204,300.0,65.0,3,53,78,5.0,1106.4760796952687
1177161573,10907806554,0,101966430,residential,,Metcalfe Street,False,False,78.74116024540584,"LINESTRING (9835595.3707946 2580051.2009115554, 9835601.838457014 2580136.3229631605)",,,,,,,,33,0,6.48,204,300.0,65.0,3,53,16,5.0,326.7830276711792
1177161573,664472773,0,52155752,residential,,Weston Street,False,False,107.30538947350207,"LINESTRING (9835595.3707946 2580051.2009115554, 9835628.065329045 2580040.5561650614, 9835705.688409975 2580014.275846176)",,,,,,,,39,0,6.48,204,300.0,65.0,3,53,18,5.0,437.3796412627645
1177161573,664472776,0,52155752,residential,,Weston Street,False,True,166.1296198467289,"LINESTRING (9835595.3707946 2580051.2009115554, 9835493.101578407 2580087.125474408, 9835482.481698986 2580091.5376911717, 9835426.888745284 2580114.671710273)",,,,,,,,39,0,6.48,204,300.0,65.0,3,53,30,5.0,803.666631448224
1177161573,1177161508,0,101966430,residential,,Metcalfe Street,False,True,83.90125903509706,"LINESTRING (9835595.3707946 2580051.2009115554, 9835589.248222604 2580006.367648261, 9835579.463239364 2579961.7153330846)",,,,,,,,32,0,6.48,204,300.0,65.0,3,53,64,5.0,814.9616693895454
664472775,1177161675,0,52155750,residential,,,False,True,118.64504576927342,"LINESTRING (9835770.598805057 2580225.4960431466, 9835741.91177228 2580124.098922706, 9835733.618470216 2580102.3753542663)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,63,5.0,1017.556546015707
664472775,10943435169,0,1087118362,secondary,40,Bepin Behari Ganguly Street,True,False,61.463603547304686,"LINESTRING (9835770.598805057 2580225.4960431466, 9835729.92266312 2580239.7334008794, 9835707.703292757 2580247.509100981)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,51,34.0,461.7572537095047
1177161675,664472775,0,52155750,residential,,,False,False,118.64504576927342,"LINESTRING (9835733.618470216 2580102.3753542663, 9835741.91177228 2580124.098922706, 9835770.598805057 2580225.4960431466)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,17,5.0,362.6358933693178
1177161675,1177160471,0,52155750,residential,,,False,True,47.25376017543043,"LINESTRING (9835733.618470216 2580102.3753542663, 9835726.939300766 2580076.010551027, 9835718.545811161 2580053.4914014996)",,,,,,,,14,0,6.48,204,300.0,65.0,3,53,68,5.0,466.1906830315123
1177161675,1177160923,0,101966508,residential,,,False,True,79.34855608051448,"LINESTRING (9835733.618470216 2580102.3753542663, 9835795.445315402 2580081.8332268815, 9835815.594143234 2580076.3722078525)",,,,,,,,26,0,6.48,204,300.0,65.0,3,53,11,5.0,245.3400940262791
10943435169,10943435168,0,1178006786,residential,,,False,True,73.22799121085268,"LINESTRING (9835707.703292757 2580247.509100981, 9835730.468128625 2580323.566489647)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,20,5.0,286.34717890604645
10943435169,1177160716,0,1087118362,secondary,40,Bepin Behari Ganguly Street,True,False,87.12444173681277,"LINESTRING (9835707.703292757 2580247.509100981, 9835663.89907313 2580262.843515566, 9835618.547512582 2580278.708380769)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,33,26.0,465.6127892777786
1186025327,664472776,0,1178041322,living_street,,,False,False,56.29975547301646,"LINESTRING (9835374.245758086 2580116.7331590825, 9835377.217988491 2580126.3050358514, 9835426.888745284 2580114.671710273)",,,,,,,,17,0,6.48,204,300.0,65.0,3,53,74,5.0,595.5418286003861
1174832834,1186025302,0,101757243,residential,,,False,True,62.67708960528745,"LINESTRING (9835432.421323976 2580246.170956983, 9835365.540573906 2580258.190146122)",,,,,,,,9,0,6.48,204,300.0,65.0,3,53,29,5.0,273.7162718264003
1174832834,663825905,0,1312946260,secondary,40,Bentinck Street,True,False,97.05620060318368,"LINESTRING (9835432.421323976 2580246.170956983, 9835414.999823667 2580349.943741088)",,,,,,,,17,0,6.48,204,300.0,65.0,3,53,58,30.0,771.1111561981585
1174832834,1189868591,0,101966397,residential,,,False,True,60.32824374270537,"LINESTRING (9835432.421323976 2580246.170956983, 9835482.53735873 2580233.5128434175, 9835495.584003052 2580229.281419033)",,,,,,,,12,0,6.48,204,300.0,65.0,3,53,10,5.0,142.99389249124644
664472799,1194742768,0,50219792,primary,60,Mahatma Gandhi Road,True,False,81.36061514320792,"LINESTRING (9836991.061174318 2580505.9416875113, 9836944.295856236 2580580.7344217496)",2,,,,,,,22,0,6.48,204,300.0,65.0,3,53,44,54.0,550.1840479561379
664472799,663843597,0,1126633512,secondary,40,Amhurst Street,True,False,67.93810257695264,"LINESTRING (9836991.061174318 2580505.9416875113, 9836971.201777162 2580442.4814497503, 9836969.064442936 2580435.6459864723)",,,,,,,,19,1,6.48,204,300.0,65.0,3,53,26,29.0,314.5668800400923
1194742768,1194742707,0,50219792,primary,60,Mahatma Gandhi Road,True,False,21.447195449469174,"LINESTRING (9836944.295856236 2580580.7344217496, 9836932.64070555 2580600.85521962)",2,,,,,,,12,0,6.48,204,300.0,65.0,3,53,54,55.0,209.57782651256025
1194742768,10281986040,0,1287998021,residential,,,False,True,13.917986004477974,"LINESTRING (9836944.295856236 2580580.7344217496, 9836958.032681398 2580586.9792203987)",,,,,,,,12,0,6.48,204,300.0,65.0,3,53,18,5.0,100.66284976967242
665075981,1177211872,0,103082318,tertiary,40,,False,True,26.072369715931956,"LINESTRING (9836536.098415446 2579301.950370758, 9836509.827015618 2579312.377660086)",,,,,,,,14,0,6.48,204,300.0,65.0,3,53,66,28.0,287.0931681501811
665075981,1177211719,0,52246276,tertiary,40,,False,True,190.41452256068217,"LINESTRING (9836536.098415446 2579301.950370758, 9836593.427953202 2579405.8619161425, 9836600.997678578 2579422.90732911, 9836601.843706707 2579424.8119803006, 9836607.754771668 2579438.108380453, 9836610.459835296 2579461.687516944, 9836613.732628323 2579490.233264777)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,52,33.0,1298.7866207786565
665075981,1200715836,0,103082296,residential,,,False,False,93.74489228143425,"LINESTRING (9836536.098415446 2579301.950370758, 9836619.69935303 2579270.897580245, 9836631.053941092 2579265.798466851)",,,,,,,,24,0,6.48,204,300.0,65.0,3,53,51,5.0,704.3187407623776
1177211872,665075981,0,103082318,tertiary,40,,False,False,26.072369715931956,"LINESTRING (9836509.827015618 2579312.377660086, 9836536.098415446 2579301.950370758)",,,,,,,,14,0,6.48,204,300.0,65.0,3,53,66,32.0,287.0931681501811
1177211872,1177211521,0,101972949,tertiary,40,,False,True,105.86120221606336,"LINESTRING (9836509.827015618 2579312.377660086, 9836499.719205854 2579292.8852644265, 9836492.171744378 2579265.9190132483, 9836485.091824764 2579246.125306429, 9836480.516593693 2579231.3704513926, 9836476.041550161 2579203.3917140393)",,,,,,,,27,0,6.48,204,300.0,65.0,3,53,55,28.0,844.2839346260182
1177211872,1177211494,0,103082318,tertiary,40,,False,True,86.35731350080516,"LINESTRING (9836509.827015618 2579312.377660086, 9836481.13998284 2579323.757275787, 9836460.857571619 2579331.8098051646, 9836466.824296325 2579343.756004885, 9836441.910994284 2579355.593720847)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,36,32.0,458.66359432347826
1177211719,665075981,0,52246276,tertiary,40,,False,False,190.41452256068217,"LINESTRING (9836613.732628323 2579490.233264777, 9836610.459835296 2579461.687516944, 9836607.754771668 2579438.108380453, 9836601.843706707 2579424.8119803006, 9836600.997678578 2579422.90732911, 9836593.427953202 2579405.8619161425, 9836536.098415446 2579301.950370758)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,31,34.0,818.9420239257377
1177211719,1177212135,0,52246276,tertiary,40,,False,True,139.4272415739636,"LINESTRING (9836613.732628323 2579490.233264777, 9836612.997919686 2579511.618498187, 9836625.788529178 2579558.367148212, 9836627.614168826 2579567.5650027767, 9836643.644175502 2579618.930834629, 9836649.288073685 2579636.133179911)",,,,,,,,34,0,6.48,204,300.0,65.0,3,53,21,35.0,531.9566487663884
1177211719,1177211515,0,101972921,residential,,Ram Nath Kabiraj Ln,False,True,122.43305471142995,"LINESTRING (9836613.732628323 2579490.233264777, 9836553.263880925 2579519.2491997457, 9836549.71278917 2579522.1423576507, 9836543.590217175 2579526.132505421, 9836497.23678121 2579553.388495113)",,,,,,,,47,0,6.48,204,300.0,65.0,3,53,52,5.0,1009.5822613993229
1200715836,665076066,0,103082296,residential,,,False,False,78.18972384263758,"LINESTRING (9836631.053941092 2579265.798466851, 9836643.588515755 2579260.156896408, 9836650.746359013 2579249.404164883, 9836659.106452772 2579233.8778114556, 9836658.817022096 2579229.1524024215, 9836657.915334221 2579214.7712551313, 9836657.904202271 2579193.446676561)",,,,,,,,15,0,6.48,204,300.0,65.0,3,53,51,5.0,564.1211099169419
1200715836,665075981,0,103082296,residential,,,False,True,93.74489228143425,"LINESTRING (9836631.053941092 2579265.798466851, 9836619.69935303 2579270.897580245, 9836536.098415446 2579301.950370758)",,,,,,,,24,0,6.48,204,300.0,65.0,3,53,55,5.0,749.3162890574661
1200715836,1200716085,0,104043503,residential,,Sankari Tola Street,False,True,318.31616130188667,"LINESTRING (9836631.053941092 2579265.798466851, 9836640.560625605 2579324.5408301214, 9836668.624269234 2579322.7567372294, 9836708.031368975 2579317.9710295415, 9836751.034088269 2579314.9935244457, 9836758.347778816 2579314.101478489, 9836787.613672944 2579310.5332951387, 9836824.482688295 2579306.036903022, 9836829.035655469 2579305.6029349463, 9836887.778950758 2579300.057788309, 9836923.612694846 2579309.6171400775)",,,,,,,,35,0,6.48,204,300.0,65.0,3,53,30,5.0,1331.538180686792
665076035,665076045,0,52246283,residential,,Raj Kumar Bose Ln,False,False,117.51727337847245,"LINESTRING (9836282.13412915 2579289.4737961697, 9836325.248167934 2579409.3577914922)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,46,5.0,769.295349049168
665076035,1177212113,0,1421479665,tertiary,40,Creek Row,True,False,60.93749799409488,"LINESTRING (9836282.13412915 2579289.4737961697, 9836260.204189463 2579296.5137172984, 9836218.359192876 2579306.543199124)",,,,,6,,,13,1,6.48,204,300.0,65.0,3,53,29,29.0,284.6624930194502
665076045,665076035,0,52246283,residential,,Raj Kumar Bose Ln,False,True,117.51727337847245,"LINESTRING (9836325.248167934 2579409.3577914922, 9836282.13412915 2579289.4737961697)",,,,,,,,22,0,6.48,204,300.0,65.0,3,53,73,5.0,1150.0513147954184
665076045,1177211840,0,103082318,tertiary,40,,False,False,29.408435563468746,"LINESTRING (9836325.248167934 2579409.3577914922, 9836355.048395619 2579398.026336131)",,,,,,,,12,0,6.48,204,300.0,65.0,3,53,30,26.0,176.47036802848746
665076045,11491536787,0,103082318,tertiary,40,,False,True,6.555910053936126,"LINESTRING (9836325.248167934 2579409.3577914922, 9836318.602394335 2579411.87723315)",,,,,,,,10,0,6.48,204,300.0,65.0,3,53,66,33.0,112.5228076271741
1177212113,1177211345,0,749329938,tertiary,40,Raja Subodh Mullick Road,True,False,97.03109946357135,"LINESTRING (9836218.359192876 2579306.543199124, 9836185.15258877 2579206.730837047)",,,,,7,,,7,1,6.48,204,300.0,65.0,3,53,42,28.0,531.6367412963997
1177212113,1177211402,0,52246282,tertiary,40,Raja Subodh Mullick Road,False,True,111.07655957914854,"LINESTRING (9836218.359192876 2579306.543199124, 9836251.198442658 2579403.945212383, 9836250.753164696 2579421.5692515047)",,,,,,,,10,1,6.48,204,300.0,65.0,3,53,71,32.0,1003.9722876143454
665076038,1177211494,0,101972968,living_street,,Phalguni Das Ln,False,False,138.42672535788142,"LINESTRING (9836396.359058654 2579212.9148464124, 9836405.34254156 2579238.145146278, 9836417.20919928 2579282.1325117303, 9836424.979299735 2579314.3787360108, 9836441.910994284 2579355.593720847)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,39,5.0,758.4370746748851
665076038,1177211471,0,1421479665,tertiary,40,Creek Row,True,False,84.43560641660768,"LINESTRING (9836396.359058654 2579212.9148464124, 9836368.184095534 2579227.103118309, 9836329.478308585 2579258.300482621, 9836320.8176522 2579263.833560689)",,,,,6,,,24,0,6.48,204,300.0,65.0,3,53,79,33.0,931.0495488294408
1177211494,665076038,0,101972968,living_street,,Phalguni Das Ln,False,True,138.42672535788145,"LINESTRING (9836441.910994284 2579355.593720847, 9836424.979299735 2579314.3787360108, 9836417.20919928 2579282.1325117303, 9836405.34254156 2579238.145146278, 9836396.359058654 2579212.9148464124)",,,,,,,,20,0,6.48,204,300.0,65.0,3,53,40,5.0,775.0482817178311
