u,v,key,osmid,highway,name,oneway,reversed,length,geometry,lanes,junction,bridge,ref,tunnel,access,maxspeed,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
1849413437,1849413442,0,174252532,residential,,False,False,45.44899737394242,"LINESTRING (9842262.673584476 2580304.1693511144, 9842275.063443802 2580351.860553953)",,,,,,,,17,0,4.28,188,300.0,65.0,3,58,76,5.0,511.0948560503549
1849413437,1849413434,0,174252532,residential,,False,True,45.98839488909855,"LINESTRING (9842262.673584476 2580304.1693511144, 9842250.139009813 2580255.9116833205)",,,,,,,,19,0,4.28,188,300.0,65.0,3,58,29,5.0,266.63961421406293
1849413437,1849413436,0,174252875,residential,,False,True,125.04020234597814,"LINESTRING (9842262.673584476 2580304.1693511144, 9842393.551909802 2580268.835032027)",,,,,,,,29,0,4.28,188,300.0,65.0,3,58,34,5.0,666.7640255715909
2021447951,1849413434,0,174252532,residential,,False,False,4.422302342597772,"LINESTRING (9842248.936759314 2580251.2703711735, 9842250.139009813 2580255.9116833205)",,,,,,,,14,0,4.28,188,300.0,65.0,3,58,20,5.0,92.21352562223464
2021447951,2021447952,0,174252532,residential,,False,True,37.12569786958459,"LINESTRING (9842248.936759314 2580251.2703711735, 9842239.07385243 2580212.247234334)",,,,,,,,17,0,4.28,188,300.0,65.0,3,58,60,5.0,363.90502466100907
2021447951,2021447959,0,191560152,residential,,False,False,333.29959027758815,"LINESTRING (9842248.936759314 2580251.2703711735, 9842144.919827115 2580280.287634897, 9842153.947837818 2580317.370011607, 9842175.376839796 2580405.3987938315, 9842178.36020215 2580416.441604691, 9842183.43637093 2580420.6007438726, 9842194.779827042 2580421.5169601794, 9842212.69113311 2580416.441604691, 9842286.596143048 2580396.2969192183)",,,,,,,,34,0,4.28,188,300.0,65.0,3,58,55,5.0,2381.377295832082
1849413441,1849413442,0,174252873,residential,,False,False,124.9221319130716,"LINESTRING (9842405.819317687 2580316.5622996595, 9842275.063443802 2580351.860553953)",,,,,,,,39,0,4.28,188,300.0,65.0,3,58,24,5.0,566.3757399096462
1849413441,1849413436,0,174252877,residential,,False,False,45.45304285798972,"LINESTRING (9842405.819317687 2580316.5622996595, 9842393.551909802 2580268.835032027)",,,,,,,,16,0,4.28,188,300.0,65.0,3,58,56,5.0,397.044448005691
1849413441,1849413444,0,174252877,residential,,False,True,44.45474722297575,"LINESTRING (9842405.819317687 2580316.5622996595, 9842417.819558796 2580363.2408814314)",,,,,,,,25,0,4.28,188,300.0,65.0,3,58,61,5.0,462.0087496721825
1849413442,2021447959,0,174252532,residential,,False,False,42.34438561302305,"LINESTRING (9842275.063443802 2580351.860553953, 9842286.596143048 2580396.2969192183)",,,,,,,,19,0,4.28,188,300.0,65.0,3,58,64,5.0,431.80488150801705
1849413442,1849413437,0,174252532,residential,,False,True,45.44899737394242,"LINESTRING (9842275.063443802 2580351.860553953, 9842262.673584476 2580304.1693511144)",,,,,,,,17,0,4.28,188,300.0,65.0,3,58,17,5.0,189.3159546428425
1849413442,1849413441,0,174252873,residential,,False,True,124.9221319130716,"LINESTRING (9842275.063443802 2580351.860553953, 9842405.819317687 2580316.5622996595)",,,,,,,,39,0,4.28,188,300.0,65.0,3,58,44,5.0,866.188856501018
1849413444,1849413447,0,174252872,residential,,False,False,124.81398244138546,"LINESTRING (9842417.819558796 2580363.2408814314, 9842287.1750044 2580398.5030685007)",,,,,,,,47,0,4.28,188,300.0,65.0,3,58,29,5.0,680.9526588960215
1849413444,1849413441,0,174252877,residential,,False,False,44.45474722297575,"LINESTRING (9842417.819558796 2580363.2408814314, 9842405.819317687 2580316.5622996595)",,,,,,,,25,0,4.28,188,300.0,65.0,3,58,49,5.0,397.9939136710974
1849413444,1849413448,0,174252877,residential,,False,True,36.96785639837968,"LINESTRING (9842417.819558796 2580363.2408814314, 9842427.793785172 2580402.059429983)",,,,,,,,28,0,4.28,188,300.0,65.0,3,58,18,5.0,231.4505698205001
2021447959,1849413447,0,174252532,residential,,False,False,2.1037506518668314,"LINESTRING (9842286.596143048 2580396.2969192183, 9842287.1750044 2580398.5030685007)",,,,,,,,12,0,4.28,188,300.0,65.0,3,58,18,5.0,76.14410140803236
2021447959,1849413442,0,174252532,residential,,False,True,42.34438561302305,"LINESTRING (9842286.596143048 2580396.2969192183, 9842275.063443802 2580351.860553953)",,,,,,,,19,0,4.28,188,300.0,65.0,3,58,26,5.0,238.7144831126319
2021447959,2021447951,0,191560152,residential,,False,True,333.2995902775881,"LINESTRING (9842286.596143048 2580396.2969192183, 9842212.69113311 2580416.441604691, 9842194.779827042 2580421.5169601794, 9842183.43637093 2580420.6007438726, 9842178.36020215 2580416.441604691, 9842175.376839796 2580405.3987938315, 9842153.947837818 2580317.370011607, 9842144.919827115 2580280.287634897, 9842248.936759314 2580251.2703711735)",,,,,,,,34,0,4.28,188,300.0,65.0,3,58,21,5.0,1021.5149674995221
1849413447,1849413449,0,174252532,residential,,False,False,36.958668910270525,"LINESTRING (9842287.1750044 2580398.5030685007, 9842297.249418318 2580437.285532963)",,,,,,,,18,0,4.28,188,300.0,65.0,3,58,59,5.0,363.2673758847153
1849413447,2021447959,0,174252532,residential,,False,True,2.1037506518668314,"LINESTRING (9842287.1750044 2580398.5030685007, 9842286.596143048 2580396.2969192183)",,,,,,,,12,0,4.28,188,300.0,65.0,3,58,61,5.0,86.9994547716652
1849413447,1849413444,0,174252872,residential,,False,True,124.81398244138546,"LINESTRING (9842287.1750044 2580398.5030685007, 9842417.819558796 2580363.2408814314)",,,,,,,,47,0,4.28,188,300.0,65.0,3,58,40,5.0,845.7071157186502
1849413448,1849413449,0,174252876,residential,,False,False,124.71580182631574,"LINESTRING (9842427.793785172 2580402.059429983, 9842297.249418318 2580437.285532963)",,,,,,,,54,0,4.28,188,300.0,65.0,3,58,13,5.0,476.15665084905254
1849413448,1849413445,0,174252876,residential,,False,True,73.59011461737994,"LINESTRING (9842427.793785172 2580402.059429983, 9842504.771213055 2580381.0829359633)",,,,,,,,29,0,4.28,188,300.0,65.0,3,58,43,5.0,536.3249914256805
1849413448,1849413444,0,174252877,residential,,False,False,36.96785639837968,"LINESTRING (9842427.793785172 2580402.059429983, 9842417.819558796 2580363.2408814314)",,,,,,,,28,0,4.28,188,300.0,65.0,3,58,23,5.0,253.6312836595279
2009070916,2009360871,0,190303266,tertiary,Street 104,False,False,170.11371371245363,"LINESTRING (9847039.927267972 2581468.1100857104, 9847045.682485647 2581501.4456160176, 9847057.159525147 2581563.3908044384, 9847064.807174165 2581599.427144321, 9847074.581025455 2581649.256042856)",,,,,,,,1,0,4.28,188,300.0,65.0,3,58,75,5.0,1547.6234234120825
2009070916,13380911362,0,"[190303345, 1029986491, 190308967]",tertiary,,False,False,256.18511061903337,"LINESTRING (9847039.927267972 2581468.1100857104, 9846954.489558788 2581483.915820673, 9846925.535359232 2581489.292908612, 9846917.086209882 2581490.836109059, 9846884.2246962 2581496.828068407, 9846856.561802736 2581501.8675851845, 9846828.064013094 2581507.3170165317, 9846783.302445846 2581515.5393919917, 9846766.760369515 2581518.4449537946)",3,,yes,,,,,3,0,4.28,188,300.0,65.0,3,58,13,5.0,426.24877256569204
2009360871,2009070916,0,190303266,tertiary,Street 104,False,True,170.11371371245363,"LINESTRING (9847074.581025455 2581649.256042856, 9847064.807174165 2581599.427144321, 9847057.159525147 2581563.3908044384, 9847045.682485647 2581501.4456160176, 9847039.927267972 2581468.1100857104)",,,,,,,,1,0,4.28,188,300.0,65.0,3,58,72,5.0,1486.382486475599
13380911362,13380911363,0,1459004379,primary_link,,False,False,10.348122910099478,"LINESTRING (9846766.760369515 2581518.4449537946, 9846764.778882578 2581507.4014103934)",,,,,,,,1,0,4.28,188,300.0,65.0,3,58,54,5.0,83.65583645744462
13380911362,2009122853,0,"[310317403, 514346477, 190308967]",tertiary,,False,"[False, True]",193.8656734852548,"LINESTRING (9846766.760369515 2581518.4449537946, 9846747.735868538 2581521.796598332, 9846734.399793541 2581524.4369231015, 9846721.419940915 2581528.6325085307, 9846706.124642879 2581534.9620575192, 9846689.604830446 2581542.449012866, 9846676.413470786 2581549.8033523215, 9846664.836243743 2581557.278258055, 9846655.774837194 2581563.7524936437, 9846646.13456929 2581572.433036941, 9846642.093671774 2581576.327226588, 9846628.924576014 2581590.818924876, 9846622.54596919 2581596.5095120203, 9846614.842660429 2581602.730579858, 9846604.011273975 2581609.8679318763, 9846598.578882825 2581612.7614538376, 9846591.777261935 2581615.233004246, 9846586.022044262 2581616.76416005)",3,,,,,,,2,2,4.28,188,300.0,65.0,3,58,15,5.0,364.55821227345865
13380911362,2009070916,0,"[190303345, 1029986491, 190308967]",tertiary,,False,True,256.1851106190334,"LINESTRING (9846766.760369515 2581518.4449537946, 9846783.302445846 2581515.5393919917, 9846828.064013094 2581507.3170165317, 9846856.561802736 2581501.8675851845, 9846884.2246962 2581496.828068407, 9846917.086209882 2581490.836109059, 9846925.535359232 2581489.292908612, 9846954.489558788 2581483.915820673, 9847039.927267972 2581468.1100857104)",3,,yes,,,,,3,0,4.28,188,300.0,65.0,3,58,50,5.0,1563.7106637142003
2009070944,2009071092,0,190303288,tertiary,,True,False,8.162500458373922,"LINESTRING (9846582.404160812 2581805.6399420355, 9846582.526612252 2581814.4894026006)",,,,,,,,3,0,4.28,188,300.0,65.0,3,58,60,5.0,85.37000330029224
2009070944,12976259552,0,1412117523,residential,,True,False,19.56910294392437,"LINESTRING (9846582.404160812 2581805.6399420355, 9846561.186665867 2581805.79667631)",,,,,,,,4,0,4.28,188,300.0,65.0,3,58,41,5.0,127.87998648410789
2009070944,2009071104,0,1412117528,tertiary,Street Number 70,False,True,9.703128513455543,"LINESTRING (9846582.404160812 2581805.6399420355, 9846592.912720744 2581806.146314312)",,,,,,,,3,0,4.28,188,300.0,65.0,3,58,71,5.0,109.27065493464121
2009071092,2009071035,0,1412117526,tertiary,Street Number 70,False,False,9.85447226500137,"LINESTRING (9846582.526612252 2581814.4894026006, 9846593.202151418 2581814.9354927)",,,,,,,,3,0,4.28,188,300.0,65.0,3,58,39,5.0,72.71893020020642
2009071092,2009071239,0,190303288,tertiary,,True,False,70.1762845807181,"LINESTRING (9846582.526612252 2581814.4894026006, 9846585.487710707 2581859.556619615, 9846587.424669847 2581890.4213438802)",,,,,,,,7,0,4.28,188,300.0,65.0,3,58,13,5.0,156.07500394592023
2009071104,2009070944,0,1412117528,tertiary,Street Number 70,False,False,9.703128513455543,"LINESTRING (9846592.912720744 2581806.146314312, 9846582.404160812 2581805.6399420355)",,,,,,,,3,0,4.28,188,300.0,65.0,3,58,35,5.0,67.35313975651329
2009071104,2009122853,0,"[1133680969, 1412117527]",tertiary,Street Number 70,True,False,174.78088046893413,"LINESTRING (9846592.912720744 2581806.146314312, 9846588.927482972 2581696.613527998, 9846588.159378486 2581676.7566434247, 9846586.022044262 2581616.76416005)",,,,,,,,10,2,4.28,188,300.0,65.0,3,58,58,5.0,1272.0749280637815
2009071008,11046887530,0,190303343,tertiary,Street Number 70,True,False,79.81918779876048,"LINESTRING (9846598.935105193 2581984.0888992916, 9846602.586384492 2581967.3061037003, 9846597.298708681 2581898.137533909)",,,,,,,,17,2,4.28,188,300.0,65.0,3,58,77,5.0,828.1292952605469
2009071008,2456625170,0,1349184732,tertiary,Street Number 72,False,True,121.39954927458338,"LINESTRING (9846598.935105193 2581984.0888992916, 9846598.97963299 2581987.19950551, 9846599.380383158 2582017.5701449, 9846606.983504377 2582115.422094438)",,,,,,,,28,2,4.28,188,300.0,65.0,3,58,24,5.0,495.2307019108001
11046887530,2009071361,0,190303343,tertiary,Street Number 70,True,False,7.78814343164664,"LINESTRING (9846597.298708681 2581898.137533909, 9846596.764375124 2581889.7100077923)",,,,,,,,9,0,4.28,188,300.0,65.0,3,58,18,5.0,73.42238981235676
2456625170,2009071152,0,1349184732,tertiary,Street Number 72,False,True,49.808927860505584,"LINESTRING (9846606.983504377 2582115.422094438, 9846611.603263246 2582169.2312670588)",,,,,,,,22,0,4.28,188,300.0,65.0,3,58,23,5.0,259.0726408949954
2456625170,2464707246,0,237789683,tertiary,Street Number 53,False,True,236.2201632974327,"LINESTRING (9846606.983504377 2582115.422094438, 9846519.16355809 2582122.7887443365, 9846351.750175888 2582136.834820711)",,,,,,,,45,1,4.28,188,300.0,65.0,3,58,74,5.0,2331.235050081202
2456625170,2009071008,0,1349184732,tertiary,Street Number 72,False,False,121.39954927458338,"LINESTRING (9846606.983504377 2582115.422094438, 9846599.380383158 2582017.5701449, 9846598.97963299 2581987.19950551, 9846598.935105193 2581984.0888992916)",,,,,,,,28,2,4.28,188,300.0,65.0,3,58,66,5.0,1107.0844302547002
2009071035,12133435366,0,190303300,tertiary,Street Number 70,True,False,150.31948824478798,"LINESTRING (9846593.202151418 2581814.9354927, 9846755.405781453 2581798.9847649895)",,,,,,,,12,0,4.28,188,300.0,65.0,3,58,52,5.0,1009.593606647477
2009071035,2009071092,0,1412117526,tertiary,Street Number 70,False,True,9.85447226500137,"LINESTRING (9846593.202151418 2581814.9354927, 9846582.526612252 2581814.4894026006)",,,,,,,,3,0,4.28,188,300.0,65.0,3,58,48,5.0,83.3617602464079
2009071035,2009071104,0,1412117529,tertiary,Street Number 70,True,False,8.110515582389965,"LINESTRING (9846593.202151418 2581814.9354927, 9846592.912720744 2581806.146314312)",,,,,,,,3,0,4.28,188,300.0,65.0,3,58,36,5.0,61.63742731592465
12133435366,2456625178,0,190303300,tertiary,Street Number 70,True,False,157.04636102070566,"LINESTRING (9846755.405781453 2581798.9847649895, 9846757.15349746 2581798.8039178243, 9846810.264026517 2581793.4990685233, 9846819.837502724 2581792.426042394, 9846910.462700179 2581784.1191345886, 9846924.82291449 2581782.0454224027)",,,,,,,,6,0,4.28,188,300.0,65.0,3,58,28,5.0,569.275773029571
12133435366,2464357839,0,1310798446,residential,,False,True,69.97450542034937,"LINESTRING (9846755.405781453 2581798.9847649895, 9846761.661936836 2581864.005476723, 9846762.674944201 2581874.506713268)",,,,,,,,10,0,4.28,188,300.0,65.0,3,58,35,5.0,355.4929227654674
2009071239,2456625166,0,190303288,tertiary,,True,False,7.782682471121348,"LINESTRING (9846587.424669847 2581890.4213438802, 9846588.048058994 2581898.836813808)",,,,,,,,7,0,4.28,188,300.0,65.0,3,58,64,5.0,106.37100137821196
2009071239,9577062299,0,1040124292,residential,,True,False,297.1440324887991,"LINESTRING (9846587.424669847 2581890.4213438802, 9846420.523357298 2581903.659434599, 9846266.279070856 2581916.270594589)",,,,,,,,29,0,4.28,188,300.0,65.0,3,58,65,5.0,2474.3234534126327
2009122853,2455724517,0,310317403,tertiary,,False,False,10.105907571309116,"LINESTRING (9846586.022044262 2581616.76416005, 9846575.068206368 2581617.0414559976)",,,,,,,,1,2,4.28,188,300.0,65.0,3,58,34,5.0,51.832102890941194
2009122853,2009123188,0,1133680969,tertiary,,True,False,70.73237954377932,"LINESTRING (9846586.022044262 2581616.76416005, 9846582.949626317 2581540.1342050554)",,,,,,,,2,3,4.28,188,300.0,65.0,3,58,52,5.0,453.9700483531829
2009122853,13380911362,0,"[310317403, 514346477, 190308967]",tertiary,,False,"[False, True]",193.86567348525483,"LINESTRING (9846586.022044262 2581616.76416005, 9846591.777261935 2581615.233004246, 9846598.578882825 2581612.7614538376, 9846604.011273975 2581609.8679318763, 9846614.842660429 2581602.730579858, 9846622.54596919 2581596.5095120203, 9846628.924576014 2581590.818924876, 9846642.093671774 2581576.327226588, 9846646.13456929 2581572.433036941, 9846655.774837194 2581563.7524936437, 9846664.836243743 2581557.278258055, 9846676.413470786 2581549.8033523215, 9846689.604830446 2581542.449012866, 9846706.124642879 2581534.9620575192, 9846721.419940915 2581528.6325085307, 9846734.399793541 2581524.4369231015, 9846747.735868538 2581521.796598332, 9846766.760369515 2581518.4449537946)",3,,,,,,,2,2,4.28,188,300.0,65.0,3,58,51,5.0,1202.0579217297595
2009071105,2464275793,0,190303305,residential,Street Number 72,False,False,40.15977507876048,"LINESTRING (9846633.176980563 2582483.3848265572, 9846635.837516392 2582472.569723823, 9846632.920945732 2582440.293255094)",,,,,,,,14,0,4.28,188,300.0,65.0,3,58,78,5.0,457.4954947371981
2009071105,9570621365,0,"[1040444136, 1102866764]",residential,,False,True,113.98941473489467,"LINESTRING (9846633.176980563 2582483.3848265572, 9846515.289639812 2582480.87697602, 9846509.62347773 2582480.406754087)",,,,,,,,15,0,4.28,188,300.0,65.0,3,58,25,5.0,428.568244204684
2009071105,9582825228,0,1040444138,residential,,False,False,51.3498164327034,"LINESTRING (9846633.176980563 2582483.3848265572, 9846657.199726677 2582483.9997322755, 9846661.719298001 2582483.601852102, 9846666.528300004 2582482.58906625, 9846687.322780883 2582474.8243767666)",,,,,,,,14,0,4.28,188,300.0,65.0,3,58,25,5.0,235.6494492981102
2464275793,2464275798,0,190303305,residential,Street Number 72,False,False,49.8693901563843,"LINESTRING (9846632.920945732 2582440.293255094, 9846631.919070316 2582428.8873905977, 9846628.37911051 2582386.410862669)",,,,,,,,20,0,4.28,188,300.0,65.0,3,58,57,5.0,452.7066286696686
2464275793,2009071105,0,190303305,residential,Street Number 72,False,True,40.15977507876048,"LINESTRING (9846632.920945732 2582440.293255094, 9846635.837516392 2582472.569723823, 9846633.176980563 2582483.3848265572)",,,,,,,,14,0,4.28,188,300.0,65.0,3,58,56,5.0,351.4736885292705
2464275793,2464275789,0,238615741,residential,Street Number 75,False,True,116.16481563429785,"LINESTRING (9846632.920945732 2582440.293255094, 9846617.414140666 2582443.512459282, 9846601.317342296 2582444.9954636674, 9846567.732251925 2582443.3074912056, 9846530.017208446 2582439.425155195, 9846507.675386641 2582437.6286708256)",,,,,,,,15,0,4.28,188,300.0,65.0,3,58,26,5.0,449.03422477900926
2464275793,2464275796,0,238671478,residential,Street Number 93,False,False,124.97694180286231,"LINESTRING (9846632.920945732 2582440.293255094, 9846641.737449404 2582435.8321866514, 9846652.234877387 2582433.4810834955, 9846665.23699391 2582432.2392188865, 9846711.824200809 2582429.0682446253, 9846766.726973666 2582424.1972435173)",,,,,,,,28,0,4.28,188,300.0,65.0,3,58,29,5.0,586.5197574739608
9570621365,2464275789,0,238615740,residential,Street Number 68,False,False,39.49290316114666,"LINESTRING (9846509.62347773 2582480.406754087, 9846507.675386641 2582437.6286708256)",,,,,,,,6,0,4.28,188,300.0,65.0,3,58,33,5.0,197.99189651814075
9570621365,2009071105,0,"[1040444136, 1102866764]",residential,,False,False,113.98941473489467,"LINESTRING (9846509.62347773 2582480.406754087, 9846515.289639812 2582480.87697602, 9846633.176980563 2582483.3848265572)",,,,,,,,15,0,4.28,188,300.0,65.0,3,58,51,5.0,784.2152181775554
9570621365,9570204026,0,1102866764,residential,,False,True,159.76925276871023,"LINESTRING (9846509.62347773 2582480.406754087, 9846501.87564117 2582480.5152668394, 9846447.38475043 2582492.6807566104, 9846376.073484626 2582500.9397909204, 9846338.336177249 2582504.1107789073)",,,,,,,,14,0,4.28,188,300.0,65.0,3,58,21,5.0,484.2185169771498
9582825228,9582825230,0,1040799016,residential,,False,True,23.06800152488176,"LINESTRING (9846687.322780883 2582474.8243767666, 9846710.544026664 2582465.52845671)",,,,,,,,21,0,4.28,188,300.0,65.0,3,58,26,5.0,188.57216475763107
9582825228,9570030145,0,1040444138,residential,,False,False,55.762237419597476,"LINESTRING (9846687.322780883 2582474.8243767666, 9846689.393323414 2582474.8364337347, 9846691.441602044 2582475.7648203303, 9846700.703383677 2582485.4345123735, 9846703.397315355 2582487.640939153, 9846706.22483042 2582489.4133149744, 9846722.42181633 2582495.417691613, 9846726.28460266 2582497.4553219294, 9846737.193912761 2582506.6909749024)",,,,,,,,23,0,4.28,188,300.0,65.0,3,58,56,5.0,501.32223545969504
9582825228,2009071105,0,1040444138,residential,,False,True,51.34981643270339,"LINESTRING (9846687.322780883 2582474.8243767666, 9846666.528300004 2582482.58906625, 9846661.719298001 2582483.601852102, 9846657.199726677 2582483.9997322755, 9846633.176980563 2582483.3848265572)",,,,,,,,14,0,4.28,188,300.0,65.0,3,58,40,5.0,328.0791188769763
2009071152,2464275807,0,238671480,tertiary,Street Number 85,False,True,55.469742507625305,"LINESTRING (9846611.603263246 2582169.2312670588, 9846671.593336836 2582164.914952359)",,,,,,,,22,0,4.28,188,300.0,65.0,3,58,48,5.0,441.10571684392175
2009071152,2456625170,0,1349184732,tertiary,Street Number 72,False,False,49.808927860505584,"LINESTRING (9846611.603263246 2582169.2312670588, 9846606.983504377 2582115.422094438)",,,,,,,,22,0,4.28,188,300.0,65.0,3,58,37,5.0,342.75163970064483
2009071152,9584365721,0,1349184734,residential,Street Number 72,False,True,13.883840180463832,"LINESTRING (9846611.603263246 2582169.2312670588, 9846612.89456934 2582184.2298665256)",,,,,,,,15,0,4.28,188,300.0,65.0,3,58,27,5.0,131.58364218470282
2464275807,2464357824,0,238615746,residential,Street Number 74,False,False,60.92090469686352,"LINESTRING (9846671.593336836 2582164.914952359, 9846676.268755447 2582230.805185787)",,,,,,,,21,0,4.28,188,300.0,65.0,3,58,43,5.0,430.9518682358158
2464275807,2009071152,0,238671480,tertiary,Street Number 85,False,False,55.469742507625305,"LINESTRING (9846671.593336836 2582164.914952359, 9846611.603263246 2582169.2312670588)",,,,,,,,22,0,4.28,188,300.0,65.0,3,58,56,5.0,494.35666965124204
2464275807,2464357848,0,238671480,tertiary,Street Number 85,False,True,6.0875963273443325,"LINESTRING (9846671.593336836 2582164.914952359, 9846678.18345069 2582164.541193317)",,,,,,,,15,0,4.28,188,300.0,65.0,3,58,50,5.0,123.125577964066
9584365721,9584365720,0,1041007036,residential,,False,True,77.6122890097876,"LINESTRING (9846612.89456934 2582184.2298665256, 9846529.026464976 2582191.1625034935)",,,,,,,,23,1,4.28,188,300.0,65.0,3,58,77,5.0,840.7375504504374
9584365721,2009071152,0,1349184734,residential,Street Number 72,False,False,13.883840180463832,"LINESTRING (9846612.89456934 2582184.2298665256, 9846611.603263246 2582169.2312670588)",,,,,,,,15,0,4.28,188,300.0,65.0,3,58,44,5.0,159.90667615284903
9584365721,9584365719,0,1349184734,residential,Street Number 72,False,True,44.52209758563226,"LINESTRING (9846612.89456934 2582184.2298665256, 9846616.122834573 2582232.396682307)",,,,,,,,23,0,4.28,188,300.0,65.0,3,58,40,5.0,340.30606841103486
2456625166,11046887530,0,237789682,residential,,True,False,8.556025449433454,"LINESTRING (9846588.048058994 2581898.836813808, 9846597.298708681 2581898.137533909)",,,,,,,,8,0,4.28,188,300.0,65.0,3,58,65,5.0,118.33699850558094
2456625166,2009071008,0,190303288,tertiary,,True,False,79.4793793038803,"LINESTRING (9846588.048058994 2581898.836813808, 9846589.595399916 2581904.937429344, 9846594.838547934 2581968.0415563127, 9846598.935105193 2581984.0888992916)",,,,,,,,14,2,4.28,188,300.0,65.0,3,58,32,5.0,380.80081652690035
9577062299,2009260925,0,190317774,tertiary,Street Number 64,False,False,3.783803229610672,"LINESTRING (9846266.279070856 2581916.270594589, 9846265.922848485 2581912.183420274)",,,,,,,,9,0,4.28,188,300.0,65.0,3,58,79,5.0,92.47045461670916
9577062299,2456625164,0,190317774,tertiary,Street Number 64,False,True,7.888904045899895,"LINESTRING (9846266.279070856 2581916.270594589, 9846266.9915156 2581924.7945867367)",,,,,,,,9,1,4.28,188,300.0,65.0,3,58,79,5.0,128.386810355131
2009071361,2009071035,0,190303343,tertiary,Street Number 70,True,False,69.04140345320536,"LINESTRING (9846596.764375124 2581889.7100077923, 9846593.202151418 2581814.9354927)",,,,,,,,9,0,4.28,188,300.0,65.0,3,58,20,5.0,222.29936828769286
2009071361,2009071239,0,1040124292,residential,,True,False,8.638769830459722,"LINESTRING (9846596.764375124 2581889.7100077923, 9846587.424669847 2581890.4213438802)",,,,,,,,8,0,4.28,188,300.0,65.0,3,58,10,5.0,61.96652379655166
2009071399,2464357848,0,238671480,tertiary,Street Number 85,False,False,56.83858948710577,"LINESTRING (9846739.542754015 2582158.7780710994, 9846678.18345069 2582164.541193317)",,,,,,,,26,0,4.28,188,300.0,65.0,3,58,38,5.0,400.78396806120236
2009071399,2464707263,0,238671481,residential,Street Number 82,False,False,134.74250871310474,"LINESTRING (9846739.542754015 2582158.7780710994, 9846730.225312635 2582012.976567057)",,,,,,,,35,1,4.28,188,300.0,65.0,3,58,45,5.0,911.2095470507655
2009071399,2456206170,0,238671480,tertiary,Street Number 85,False,True,184.51059886562751,"LINESTRING (9846739.542754015 2582158.7780710994, 9846815.985848343 2582152.689419047, 9846834.431487968 2582151.3752350346, 9846939.049545415 2582143.900061902)",,,,,,,,31,0,4.28,188,300.0,65.0,3,58,17,5.0,543.0016216858802
2464357848,2464357850,0,238627357,residential,Street Number 76,False,False,135.88299271778268,"LINESTRING (9846678.18345069 2582164.541193317, 9846667.162821101 2582017.6183714466)",,,,,,,,36,1,4.28,188,300.0,65.0,3,58,29,5.0,661.4728146578838
2464357848,2464275807,0,238671480,tertiary,Street Number 85,False,False,6.0875963273443325,"LINESTRING (9846678.18345069 2582164.541193317, 9846671.593336836 2582164.914952359)",,,,,,,,15,0,4.28,188,300.0,65.0,3,58,72,5.0,139.19683226825504
2464357848,2009071399,0,238671480,tertiary,Street Number 85,False,True,56.83858948710577,"LINESTRING (9846678.18345069 2582164.541193317, 9846739.542754015 2582158.7780710994)",,,,,,,,26,0,4.28,188,300.0,65.0,3,58,26,5.0,318.93639919977
2464707263,2009071399,0,238671481,residential,Street Number 82,False,True,134.74250871310474,"LINESTRING (9846730.225312635 2582012.976567057, 9846739.542754015 2582158.7780710994)",,,,,,,,35,1,4.28,188,300.0,65.0,3,58,37,5.0,781.856738686185
2456206170,2456206174,0,237743380,residential,,False,False,124.74616930333198,"LINESTRING (9846939.049545415 2582143.900061902, 9846947.83265324 2582278.875682058)",,,,,,,,23,0,4.28,188,300.0,65.0,3,58,72,5.0,1204.4069027807882
2456206170,2456625175,0,238671480,tertiary,Street Number 85,False,True,16.751815253697327,"LINESTRING (9846939.049545415 2582143.900061902, 9846957.161226567 2582142.52559495)",,,,,,,,12,0,4.28,188,300.0,65.0,3,58,44,5.0,160.04958453952187
2456206170,2009071399,0,238671480,tertiary,Street Number 85,False,False,184.51059886562751,"LINESTRING (9846939.049545415 2582143.900061902, 9846834.431487968 2582151.3752350346, 9846815.985848343 2582152.689419047, 9846739.542754015 2582158.7780710994)",,,,,,,,31,0,4.28,188,300.0,65.0,3,58,56,5.0,1406.5112243770168
2009071451,2464275800,0,190303305,residential,Street Number 72,False,True,47.45286748638112,"LINESTRING (9846619.751849972 2582279.165045888, 9846624.137837911 2582330.430750698)",,,,,,,,32,0,4.28,188,300.0,65.0,3,58,77,5.0,610.0644955741616
2009071451,2464275788,0,237789684,residential,Street Number 69,False,True,112.93503450049806,"LINESTRING (9846619.751849972 2582279.165045888, 9846497.812479759 2582290.3899550205)",,,,,,,,34,1,4.28,188,300.0,65.0,3,58,73,5.0,1167.9109022243629
2009071451,9584365719,0,1349184734,residential,Street Number 72,False,False,43.26223010163278,"LINESTRING (9846619.751849972 2582279.165045888, 9846616.122834573 2582232.396682307)",,,,,,,,24,0,4.28,188,300.0,65.0,3,58,20,5.0,235.42935224391866
2464275800,2009071451,0,190303305,residential,Street Number 72,False,False,47.45286748638112,"LINESTRING (9846624.137837911 2582330.430750698, 9846619.751849972 2582279.165045888)",,,,,,,,32,0,4.28,188,300.0,65.0,3,58,76,5.0,604.3701514757958
2464275800,2464275801,0,190303305,residential,Street Number 72,False,True,34.823895218064216,"LINESTRING (9846624.137837911 2582330.430750698, 9846626.79837374 2582368.096435245)",,,,,,,,26,0,4.28,188,300.0,65.0,3,58,30,5.0,266.9660227850312
