u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,junction,bridge,width,tunnel,access,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
1189795515,1189795431,0,103034837,residential,,,,False,,False,49.43500252318855,"LINESTRING (9833266.144033138 2581892.1333732335, 9833289.5879179 2581940.3355115443)",,,,,,26,0,6.96,181,300.0,65.0,3,58,74,5.0,580.5828224059143
1189795515,664454476,0,1219446787,primary,,40,,False,,False,59.675557993507816,"LINESTRING (9833266.144033138 2581892.1333732335, 9833327.592392057 2581871.866332846)",,,,,,15,0,6.96,181,300.0,65.0,3,58,35,33.0,337.2373435727328
1189795515,1178033901,0,"[1219446787, 102675150]",primary,,40,,False,,True,109.16459139158242,"LINESTRING (9833266.144033138 2581892.1333732335, 9833243.590704303 2581901.5254247263, 9833239.494147044 2581903.2977379914, 9833233.894776655 2581909.579203536, 9833233.416102845 2581917.379798412, 9833239.816973567 2581933.8611291545, 9833264.752539504 2581983.5101819197)",,,,,,33,0,6.96,181,300.0,65.0,3,58,44,34.0,752.9890425475552
11945042967,664454476,0,1433509893,primary,,40,Grand Trunk Road,False,SH6,False,11.828093201225848,"LINESTRING (9833321.681327095 2581860.484971813, 9833327.592392057 2581871.866332846)",,,,,,6,0,6.96,181,300.0,65.0,3,58,17,30.0,65.72931013050072
11945042967,1178035010,0,1433509893,primary,,40,Grand Trunk Road,False,SH6,True,56.85671511015774,"LINESTRING (9833321.681327095 2581860.484971813, 9833293.250329146 2581805.784619827)",,,,,,10,0,6.96,181,300.0,65.0,3,58,53,34.0,423.20870810060325
664454522,4676477267,0,52153285,primary,,40,Grand Trunk Road,False,SH6,True,90.42564664461773,"LINESTRING (9833252.0955134 2581720.6901830914, 9833211.59748265 2581631.4005698916)",,,,,,14,1,6.96,181,300.0,65.0,3,58,18,35.0,273.9193967523743
664454522,1178035010,0,1433509894,primary,,40,Grand Trunk Road,False,SH6,False,87.17823119481291,"LINESTRING (9833252.0955134 2581720.6901830914, 9833293.250329146 2581805.784619827)",,,,,,17,1,6.96,181,300.0,65.0,3,58,32,30.0,428.36440778808156
4676477267,664454522,0,52153285,primary,,40,Grand Trunk Road,False,SH6,False,90.42564664461773,"LINESTRING (9833211.59748265 2581631.4005698916, 9833252.0955134 2581720.6901830914)",,,,,,14,1,6.96,181,300.0,65.0,3,58,26,31.0,360.72801753120734
4676477267,9960715166,0,52153285,primary,,40,Grand Trunk Road,False,SH6,True,56.1181761037533,"LINESTRING (9833211.59748265 2581631.4005698916, 9833203.226256942 2581615.401793068, 9833182.565359449 2581577.9307167083)",,,,,,6,1,6.96,181,300.0,65.0,3,58,56,31.0,415.7141434172222
4676477267,6544877425,0,473567059,residential,,,,False,,True,96.39536918475852,"LINESTRING (9833211.59748265 2581631.4005698916, 9833202.14645788 2581634.9692516765, 9833181.351977002 2581643.2881412483, 9833155.3588759 2581652.1254589367, 9833129.365774801 2581663.0485347747, 9833113.79217804 2581668.0881019873)",,,,,,18,1,6.96,181,300.0,65.0,3,58,13,5.0,248.97677592822328
1178035010,11945042967,0,1433509893,primary,,40,Grand Trunk Road,False,SH6,False,56.85671511015774,"LINESTRING (9833293.250329146 2581805.784619827, 9833321.681327095 2581860.484971813)",,,,,,10,0,6.96,181,300.0,65.0,3,58,43,32.0,354.98064996841396
1178035010,664454522,0,1433509894,primary,,40,Grand Trunk Road,False,SH6,True,87.17823119481291,"LINESTRING (9833293.250329146 2581805.784619827, 9833252.0955134 2581720.6901830914)",,,,,,17,1,6.96,181,300.0,65.0,3,58,15,34.0,250.52081615066322
1178035010,6544877431,0,102036478,secondary,,,,False,,True,105.11080342264044,"LINESTRING (9833293.250329146 2581805.784619827, 9833231.022733793 2581839.72365324, 9833223.018862406 2581841.833542154, 9833188.209257632 2581841.869711681)",,,,,,28,0,6.96,181,300.0,65.0,3,58,66,5.0,984.0775631073122
664454527,11945042953,0,1433509895,primary,,40,Rishi Bankim Chandra Road,True,,False,92.978816867841,"LINESTRING (9833632.685720474 2581466.1690315763, 9833608.05071716 2581479.1536029875, 9833597.887247652 2581485.84482063, 9833548.728560517 2581521.6157541843)",,,,,,9,1,6.96,181,300.0,65.0,3,58,26,34.0,343.693908627664
11945042953,6153974111,0,1288047053,tertiary,,,,True,,False,19.29099717541818,"LINESTRING (9833548.728560517 2581521.6157541843, 9833528.969350902 2581514.7557343314)",,,,,,3,1,6.96,181,300.0,65.0,3,58,58,5.0,157.8653403409105
11945042953,11945042963,0,1433509895,primary,,40,Rishi Bankim Chandra Road,True,,False,32.25602107800046,"LINESTRING (9833548.728560517 2581521.6157541843, 9833518.549846563 2581539.290264788)",,,,,,3,1,6.96,181,300.0,65.0,3,58,42,27.0,186.1703462331223
664454528,664454527,0,696901367,secondary,,,Rishi Bankim Chandra Road,True,,False,34.09234480467104,"LINESTRING (9833663.543483322 2581445.8181174193, 9833632.685720474 2581466.1690315763)",,,,,,7,0,6.96,181,300.0,65.0,3,58,49,5.0,247.06298745146572
664454528,1178034627,0,325369044,secondary,,,Rishi Bankim Chandra Road,True,,False,112.3058312867133,"LINESTRING (9833663.543483322 2581445.8181174193, 9833668.330221428 2581437.1376402937, 9833669.443416333 2581426.467893375, 9833668.174374139 2581414.1464540483, 9833652.244555006 2581359.7248636587, 9833636.737749938 2581331.694317886)",,,,,,8,0,6.96,181,300.0,65.0,3,58,58,5.0,833.2485857555246
1178034627,6544697773,0,325369044,secondary,,,Rishi Bankim Chandra Road,True,,False,38.445416312130675,"LINESTRING (9833636.737749938 2581331.694317886, 9833621.186417073 2581303.5914827064, 9833616.199303888 2581295.429492724)",,,,,,5,0,6.96,181,300.0,65.0,3,58,37,5.0,207.2976484258602
1178034627,4676443713,0,473562612,residential,,,,False,,False,126.032745397924,"LINESTRING (9833636.737749938 2581331.694317886, 9833616.0434566 2581343.7384046614, 9833589.282251013 2581361.569456072, 9833556.365077587 2581382.836536333, 9833533.043644264 2581398.618077778, 9833521.377361631 2581404.7908467306)",,,,,,16,0,6.96,181,300.0,65.0,3,58,47,5.0,802.4246840442914
664454635,11945079271,0,1433511387,secondary,,,Lower Foreshore Road,False,,False,13.871540437510697,"LINESTRING (9833533.488922227 2581221.1037271344, 9833522.123202218 2581230.9535296713)",,,,,,1,0,6.96,181,300.0,65.0,3,58,29,5.0,64.87296072253723
664454635,1177867365,0,"[1112048556, 325475068, 1112048557]",secondary,,,"['Lower Foreshore Road', 'RBC Road']",False,,True,111.86919346991601,"LINESTRING (9833533.488922227 2581221.1037271344, 9833548.283282554 2581208.276086075, 9833605.790931499 2581152.782185352, 9833613.071226196 2581145.765589772, 9833621.47584775 2581137.6519013275)",,yes,,,,2,0,6.96,181,300.0,65.0,3,58,59,5.0,813.6338897670054
11945079271,664454635,0,1433511387,secondary,,,Lower Foreshore Road,False,,True,13.871540437510697,"LINESTRING (9833522.123202218 2581230.9535296713, 9833533.488922227 2581221.1037271344)",,,,,,1,0,6.96,181,300.0,65.0,3,58,44,5.0,89.84173351005649
11945079271,663838285,0,1433511386,secondary,,,,True,,False,20.367676831891842,"LINESTRING (9833522.123202218 2581230.9535296713, 9833518.783617495 2581228.0841863463, 9833514.687060233 2581226.4445618116, 9833510.278808398 2581226.2154966323, 9833506.0375358 2581227.433158939, 9833502.397388449 2581229.9769883994)",,,,,,1,0,6.96,181,300.0,65.0,3,58,20,5.0,65.48242439654042
1177867365,1177867333,0,102026426,secondary,,40,RBC Road,False,,False,433.6061160616976,"LINESTRING (9833621.47584775 2581137.6519013275, 9833651.610033907 2581154.687034835, 9833716.676276278 2581187.5638068547, 9833747.255740399 2581204.4543189914, 9833847.45441406 2581122.7627508217, 9833869.417749593 2581129.4538249043, 9833880.171212405 2581128.404953654, 9833887.473771002 2581123.0641504964, 9833929.485746827 2581062.1333032902, 9833935.2409645 2581053.790592892, 9833959.130127225 2581026.3271914376, 9833981.08233081 2581013.9096016465, 9833990.711466763 2581012.004768306)",,,,,,15,0,6.96,181,300.0,65.0,3,58,10,34.0,606.9273392740371
1177867365,4682718127,0,434717385,residential,,,Telkal Ghat Road,False,,False,200.19816211586442,"LINESTRING (9833621.47584775 2581137.6519013275, 9833632.60779683 2581129.8998966054, 9833679.451038556 2581091.0675914707, 9833758.153918548 2581026.254855936, 9833773.72751531 2581013.4273653375, 9833790.291855538 2581001.323238554)",,,,,,6,0,6.96,181,300.0,65.0,3,58,77,5.0,1891.431017950587
1177867365,664454635,0,"[325475068, 1112048556, 1112048557]",secondary,,,"['Lower Foreshore Road', 'RBC Road']",False,,False,111.86919346991601,"LINESTRING (9833621.47584775 2581137.6519013275, 9833613.071226196 2581145.765589772, 9833605.790931499 2581152.782185352, 9833548.283282554 2581208.276086075, 9833533.488922227 2581221.1037271344)",,yes,,,,2,0,6.96,181,300.0,65.0,3,58,42,5.0,585.4207350883767
664468679,4678341071,0,1043338650,unclassified,,,,False,,False,55.119848660973005,"LINESTRING (9833259.498259539 2582966.225453916, 9833285.090610472 2582952.6730258195, 9833314.378768498 2582943.1115774224)",,,,,,14,0,6.96,181,300.0,65.0,3,58,25,5.0,246.95954598291902
4678341071,4678341088,0,473789961,residential,,,,False,,False,83.51391277381144,"LINESTRING (9833314.378768498 2582943.1115774224, 9833316.43817908 2582973.9783158884, 9833320.557000238 2583000.046285809, 9833323.66281403 2583033.1316867815)",,,,,,28,0,6.96,181,300.0,65.0,3,58,32,5.0,472.2934250514359
4678341071,4678307448,0,"[473785992, 473789962]",residential,,,,False,,True,199.7248495130231,"LINESTRING (9833314.378768498 2582943.1115774224, 9833352.116075877 2582928.0278913365, 9833392.580710782 2582913.6194270174, 9833427.568426738 2582899.2109752037, 9833462.556142695 2582888.2388571044, 9833504.267555894 2582868.8628376885, 9833515.377241075 2582863.1838717526)",,,,,,36,0,6.96,181,300.0,65.0,3,58,49,5.0,1365.9821151365757
4678341071,664468679,0,1043338650,unclassified,,,,False,,True,55.119848660973005,"LINESTRING (9833314.378768498 2582943.1115774224, 9833285.090610472 2582952.6730258195, 9833259.498259539 2582966.225453916)",,,,,,14,0,6.96,181,300.0,65.0,3,58,58,5.0,465.23414668037213
664471560,1177212073,0,1087118361,secondary,,,College Street,False,,True,11.660742923483657,"LINESTRING (9836197.286413267 2579724.3873980995, 9836200.369963162 2579736.647309492)",,,8,,,29,0,6.96,181,300.0,65.0,3,58,12,5.0,173.39146980981647
664471560,1190128349,0,103082313,living_street,,,,False,,True,28.997159787819776,"LINESTRING (9836197.286413267 2579724.3873980995, 9836194.314182863 2579725.1348064016, 9836166.796004737 2579732.042307298)",,,,,,30,0,6.96,181,300.0,65.0,3,58,38,5.0,293.8270486324582
664471560,1177212028,0,1087118361,secondary,,,College Street,False,,False,67.250027294657,"LINESTRING (9836197.286413267 2579724.3873980995, 9836187.033888165 2579681.8213452734, 9836178.907565339 2579653.853904601)",,,8,,,41,0,6.96,181,300.0,65.0,3,58,26,5.0,426.42008515932986
1177212073,664471560,0,1087118361,secondary,,,College Street,False,,False,11.660742923483657,"LINESTRING (9836200.369963162 2579736.647309492, 9836197.286413267 2579724.3873980995)",,,8,,,29,0,6.96,181,300.0,65.0,3,58,10,5.0,170.59289150818037
1177212073,1190128211,0,101972955,residential,,,Sanatan Sil Ln,False,,False,46.76454560287181,"LINESTRING (9836200.369963162 2579736.647309492, 9836235.079380391 2579724.6284975484, 9836249.038844537 2579724.1583536267)",,,,,,39,0,6.96,181,300.0,65.0,3,58,65,5.0,571.3634557024002
1177212073,1177211838,0,1087118361,secondary,,,College Street,False,,True,56.29100011305986,"LINESTRING (9836200.369963162 2579736.647309492, 9836204.722555254 2579761.7819643687, 9836209.843251828 2579793.23348773, 9836210.43324513 2579796.837939782)",,,8,,,40,0,6.96,181,300.0,65.0,3,58,11,5.0,285.904120149239
1190128349,1190128289,0,103082306,living_street,,,,False,,False,68.82071775195496,"LINESTRING (9836166.796004737 2579732.042307298, 9836185.66465843 2579804.2276716838)",,,,,,40,0,6.96,181,300.0,65.0,3,58,23,5.0,401.5451809953957
1190128349,1190128337,0,103082313,living_street,,,,False,,True,17.056664405532057,"LINESTRING (9836166.796004737 2579732.042307298, 9836148.86243477 2579736.5508696423)",,,,,,27,0,6.96,181,300.0,65.0,3,58,39,5.0,226.42518941789
1190128349,664471560,0,103082313,living_street,,,,False,,False,28.997159787819776,"LINESTRING (9836166.796004737 2579732.042307298, 9836194.314182863 2579725.1348064016, 9836197.286413267 2579724.3873980995)",,,,,,30,0,6.96,181,300.0,65.0,3,58,43,5.0,311.22534450515
1177212028,1190128206,0,101972883,residential,,,Dhiran Dhar Sarani,False,,True,43.345871288537566,"LINESTRING (9836178.907565339 2579653.853904601, 9836224.837987239 2579643.920652516)",,,,,,32,0,6.96,181,300.0,65.0,3,58,63,5.0,499.294786941344
1177212028,1177211699,0,1087118361,secondary,,,College Street,False,,False,113.10316474431592,"LINESTRING (9836178.907565339 2579653.853904601, 9836140.146118643 2579537.5243223007)",,,8,,,40,0,6.96,181,300.0,65.0,3,58,47,5.0,849.5018491579418
1177212028,664471560,0,1087118361,secondary,,,College Street,False,,True,67.250027294657,"LINESTRING (9836178.907565339 2579653.853904601, 9836187.033888165 2579681.8213452734, 9836197.286413267 2579724.3873980995)",,,8,,,41,0,6.96,181,300.0,65.0,3,58,64,5.0,733.0802096229658
10279701142,1177160765,0,102688627,secondary,,40,Ganesh Chandra Road,False,,True,32.619218769667334,"LINESTRING (9835742.824592102 2579853.219386837, 9835715.428865418 2579875.5815489194)",,,,,,14,0,6.96,181,300.0,65.0,3,58,61,27.0,320.37268139396485
10279701142,1189868548,0,1124089274,primary,,,,True,,False,107.071004760469,"LINESTRING (9835742.824592102 2579853.219386837, 9835846.74133676 2579904.947754639)",,,,,,21,0,6.96,181,300.0,65.0,3,58,62,5.0,913.2082754178892
10279701142,664471710,0,1251129389,secondary,,40,Ganesh Chandra Road,False,,False,20.186731263475945,"LINESTRING (9835742.824592102 2579853.219386837, 9835759.778550552 2579839.380177074)",,,,,,8,0,6.96,181,300.0,65.0,3,58,43,32.0,155.76353331953587
664472702,10279701141,0,1201599870,tertiary,,,Princep Street,False,,True,16.9461409546069,"LINESTRING (9835669.309200382 2579793.9929541512, 9835659.045543332 2579809.230509991)",,,,,,9,0,6.96,181,300.0,65.0,3,58,10,5.0,76.93536914552828
664472702,664471749,0,1288011209,primary,,40,Chittaranjan Avenue,True,,False,90.7417093868927,"LINESTRING (9835669.309200382 2579793.9929541512, 9835583.12565061 2579746.556507019)",,,,,,15,0,6.96,181,300.0,65.0,3,58,64,32.0,783.4963280913358
664472702,1190128334,0,1435087430,tertiary,,40,Biplap Anukul Chandra Street,True,,False,59.33617122041284,"LINESTRING (9835669.309200382 2579793.9929541512, 9835711.599474937 2579745.5197780477)",,,,,,13,0,6.96,181,300.0,65.0,3,58,71,29.0,582.1441787979173
11843639551,1190128241,0,101972898,residential,,,,False,,True,76.73113548408315,"LINESTRING (9835866.411490781 2579895.508611427, 9835899.08376133 2579877.5585824866, 9835902.000331989 2579875.473053182, 9835904.582944175 2579865.4673381913, 9835907.41045924 2579863.3577002576, 9835935.518630667 2579858.885268723)",,,,,,24,0,6.96,181,300.0,65.0,3,58,11,5.0,232.88509883898976
11843639551,664471710,0,"[1251130106, 1251129390]",primary,,40,Chittaranjan Avenue,True,,False,111.15107562535616,"LINESTRING (9835866.411490781 2579895.508611427, 9835854.299930183 2579889.1314666215, 9835759.778550552 2579839.380177074)",,,,,,17,0,6.96,181,300.0,65.0,3,58,24,27.0,416.71509780102576
11944729366,664471711,0,1288011206,tertiary,,,,False,,True,18.72591200737404,"LINESTRING (9835881.294906702 2579923.2594666565, 9835898.415844386 2579912.349589721)",,,,,,7,0,6.96,181,300.0,65.0,3,58,50,5.0,158.95547204424423
11944729366,10279701147,0,1124089275,primary,,,,True,,False,47.79857850845634,"LINESTRING (9835881.294906702 2579923.2594666565, 9835889.231986394 2579927.840411594, 9835900.79808149 2579945.4167857273, 9835906.864993738 2579966.1636819956)",,,,,,9,0,6.96,181,300.0,65.0,3,58,54,5.0,366.3347887347971
1177211683,1177211724,0,101972924,tertiary,,,Jadunath Dey Rd,True,,False,54.90011516265004,"LINESTRING (9835989.909333868 2579911.0355829257, 9835995.308329172 2579910.2640560498, 9836049.042247377 2579904.2847239706)",,,,,,24,0,6.96,181,300.0,65.0,3,58,28,5.0,316.06438694650416
1177211683,1177211474,0,101972956,residential,,,,False,,True,55.53336566193535,"LINESTRING (9835989.909333868 2579911.0355829257, 9835980.72547588 2579867.4564256314, 9835976.428543532 2579852.3875873187)",,,,,,30,0,6.96,181,300.0,65.0,3,58,52,5.0,508.1282017304766
664471713,1270249945,0,111508758,tertiary,,,Moti Sil Street,True,,False,108.57988457140044,"LINESTRING (9835472.885958878 2579457.468343848, 9835471.91747931 2579454.454649434, 9835443.375161871 2579365.3459799425, 9835434.324887268 2579346.420092976)",,,,,,18,1,6.96,181,300.0,65.0,3,58,79,5.0,1127.937305736876
664471713,664472048,0,1126518490,secondary,,40,Lenin Sarani,True,,False,65.48802902800014,"LINESTRING (9835472.885958878 2579457.468343848, 9835500.214893868 2579448.3067145245, 9835539.74444505 2579433.611953826)",,,,,,12,1,6.96,181,300.0,65.0,3,58,42,27.0,398.65966630112075
1270249945,664471714,0,111508758,tertiary,,,Moti Sil Street,True,,False,98.30806875499995,"LINESTRING (9835434.324887268 2579346.420092976, 9835388.372201467 2579250.2600434823)",,,,,,16,0,6.96,181,300.0,65.0,3,58,38,5.0,539.8847935227998
1270249945,1270249847,0,111507848,residential,,,,False,,False,133.59482714297738,"LINESTRING (9835434.324887268 2579346.420092976, 9835364.995108401 2579386.6466695843, 9835306.73048692 2579414.7221533745)",,,,,,23,0,6.96,181,300.0,65.0,3,58,74,5.0,1312.9220650296388
664472048,1270249969,0,1126518490,secondary,,40,Lenin Sarani,True,,False,16.87177833013349,"LINESTRING (9835539.74444505 2579433.611953826, 9835556.88764663 2579427.2349862447)",,,,,,7,0,6.96,181,300.0,65.0,3,58,66,30.0,180.22448437465724
664472048,664472731,0,52155579,residential,,40,Chandni Chowk Street,False,,False,50.1267208029502,"LINESTRING (9835539.74444505 2579433.611953826, 9835542.905918589 2579438.6508448743, 9835568.676380707 2579479.6129871574)",,,,,,10,0,6.96,181,300.0,65.0,3,58,49,31.0,356.3451183213472
664471714,6148940998,0,27553236,secondary,,40,Surendra Nath Banerjee Road,True,,False,174.50713447410592,"LINESTRING (9835388.372201467 2579250.2600434823, 9835210.016113319 2579313.342033995)",,,,,,14,2,6.96,181,300.0,65.0,3,58,74,34.0,1625.2233541300604
664471714,664472025,0,276814663,tertiary,,40,Bertram Street,True,,False,113.54142438083134,"LINESTRING (9835388.372201467 2579250.2600434823, 9835343.644030068 2579135.584758336)",,,,,,14,1,6.96,181,300.0,65.0,3,58,31,35.0,500.97409869669264
6148940998,302478894,0,705714262,secondary,,40,Surendra Nath Banerjee Road,True,,False,25.800101807383314,"LINESTRING (9835210.016113319 2579313.342033995, 9835182.21963647 2579316.4521402363)",,,,,,1,2,6.96,181,300.0,65.0,3,58,18,29.0,66.32821990394797
6148940998,6148940999,0,647944441,primary,,,Chowringhee Road,True,,False,139.7629055199995,"LINESTRING (9835210.016113319 2579313.342033995, 9835202.223748963 2579266.208324607, 9835185.314318314 2579163.8526911396)",,,,,,5,2,6.96,181,300.0,65.0,3,58,78,5.0,1338.780795667195
664472025,1270257397,0,52097263,tertiary,,40,Bertram Street,False,,True,162.8987614241879,"LINESTRING (9835343.644030068 2579135.584758336, 9835342.942717275 2579130.2204865348, 9835323.840292657 2579020.2713777777, 9835313.610031452 2578961.566252954)",,,,,,9,1,6.96,181,300.0,65.0,3,58,18,28.0,405.4613246762459
664472025,6639643317,0,52155571,tertiary,,40,Chowringhee Place,False,,False,70.91129269317997,"LINESTRING (9835343.644030068 2579135.584758336, 9835331.009267865 2579140.105213444, 9835268.380922344 2579150.3154192404)",,,,,,7,1,6.96,181,300.0,65.0,3,58,16,28.0,179.74968197090553
664472025,664472040,0,276814662,tertiary,,40,,True,,False,112.09760390504465,"LINESTRING (9835343.644030068 2579135.584758336, 9835355.521819735 2579121.9028550307, 9835453.939381547 2579090.1753481464)",,,,,,8,1,6.96,181,300.0,65.0,3,58,42,32.0,613.571923681425
664471745,1270257397,0,52097263,tertiary,,40,Bertram Street,False,,False,117.47867345703226,"LINESTRING (9835298.86019892 2578835.067659854, 9835313.610031452 2578961.566252954)",,,,,,13,0,6.96,181,300.0,65.0,3,58,24,35.0,414.93857955625293
664471745,1270257387,0,52155529,tertiary,,40,Nellie Sengupta Sarani,False,,False,73.2002912938735,"LINESTRING (9835298.86019892 2578835.067659854, 9835377.084405104 2578821.7235247665)",,,,,,11,0,6.96,181,300.0,65.0,3,58,49,26.0,497.01771280797624
664471745,664471750,0,52155529,tertiary,,40,Nellie Sengupta Sarani,False,,True,139.37323817070248,"LINESTRING (9835298.86019892 2578835.067659854, 9835252.016957197 2578843.9396471954, 9835150.05943558 2578861.237625258)",,,,,,15,1,6.96,181,300.0,65.0,3,58,71,29.0,1271.059989214385
1270257397,664471745,0,52097263,tertiary,,40,Bertram Street,False,,True,117.47867345703226,"LINESTRING (9835313.610031452 2578961.566252954, 9835298.86019892 2578835.067659854)",,,,,,13,0,6.96,181,300.0,65.0,3,58,46,33.0,725.0822774828181
1270257397,664472025,0,52097263,tertiary,,40,Bertram Street,False,,False,162.8987614241879,"LINESTRING (9835313.610031452 2578961.566252954, 9835323.840292657 2579020.2713777777, 9835342.942717275 2579130.2204865348, 9835343.644030068 2579135.584758336)",,,,,,9,1,6.96,181,300.0,65.0,3,58,48,31.0,991.8968658033224
1270257397,6148941000,0,1194659614,tertiary,,40,Humayun Place,False,,True,137.61053149844557,"LINESTRING (9835313.610031452 2578961.566252954, 9835271.353152746 2578967.955096321, 9835203.759957938 2578978.1893052477, 9835165.811143527 2578981.3475665185)",,,,,,6,1,6.96,181,300.0,65.0,3,58,10,32.0,203.73263779813468
1270257387,664471745,0,52155529,tertiary,,40,Nellie Sengupta Sarani,False,,True,73.2002912938735,"LINESTRING (9835377.084405104 2578821.7235247665, 9835298.86019892 2578835.067659854)",,,,,,11,0,6.96,181,300.0,65.0,3,58,73,27.0,707.8345517343319
1270257387,1270257452,0,52155529,tertiary,,40,Nellie Sengupta Sarani,False,,False,100.72997562745785,"LINESTRING (9835377.084405104 2578821.7235247665, 9835420.532402359 2578814.322175325, 9835484.730352702 2578803.3768632975)",,,,,,12,0,6.96,181,300.0,65.0,3,58,41,32.0,567.1914800870926
1270257387,10943518780,0,111508749,residential,,,Madge Lane,False,,True,61.67162959796105,"LINESTRING (9835377.084405104 2578821.7235247665, 9835369.826374302 2578784.8011905453, 9835364.18247612 2578756.124057074)",,,,,,16,0,6.96,181,300.0,65.0,3,58,62,5.0,550.4369242088302
664471750,6084044828,0,1194659615,primary,,,Chowringhee Road,True,,False,14.48878326435417,"LINESTRING (9835150.05943558 2578861.237625258, 9835148.022288896 2578845.663417024)",,,,,,3,1,6.96,181,300.0,65.0,3,58,13,5.0,46.202501892392505
664471750,664471745,0,52155529,tertiary,,40,Nellie Sengupta Sarani,False,,False,139.37323817070248,"LINESTRING (9835150.05943558 2578861.237625258, 9835252.016957197 2578843.9396471954, 9835298.86019892 2578835.067659854)",,,,,,15,1,6.96,181,300.0,65.0,3,58,71,28.0,1271.059989214385
664471748,664472707,0,103082317,tertiary,,40,Madan Street,True,,False,71.79404374505148,"LINESTRING (9835590.205570227 2579734.53768791, 9835558.134424929 2579663.618393627)",,,,,,14,0,6.96,181,300.0,65.0,3,58,21,32.0,262.52099023752976
664471748,664471749,0,1500294333,tertiary,,,,False,,True,12.866635667151597,"LINESTRING (9835590.205570227 2579734.53768791, 9835583.12565061 2579746.556507019)",,,,,,9,0,6.96,181,300.0,65.0,3,58,55,5.0,141.5197954032005
664471748,1190128320,0,103082316,residential,,,,False,,False,74.20265189999161,"LINESTRING (9835590.205570227 2579734.53768791, 9835633.497720197 2579711.4885827, 9835661.539099926 2579697.360172088)",,,,,,23,0,6.96,181,300.0,65.0,3,58,33,5.0,420.44250152396677
664472707,1190128222,0,52155737,residential,,,,False,,False,57.137544715808616,"LINESTRING (9835558.134424929 2579663.618393627, 9835609.163279507 2579628.502424692)",,,,,,23,0,6.96,181,300.0,65.0,3,58,18,5.0,250.0170965861466
664472707,664472733,0,103082317,tertiary,,40,Madan Street,True,,False,86.927269363612,"LINESTRING (9835558.134424929 2579663.618393627, 9835531.595858322 2579611.758173145, 9835517.803373415 2579578.5228728526)",,,,,,18,0,6.96,181,300.0,65.0,3,58,58,29.0,706.6137947707396
664471749,11158897102,0,1288011208,tertiary,,40,Madan Street,False,,True,17.794328041250534,"LINESTRING (9835583.12565061 2579746.556507019, 9835575.700640576 2579764.361734454)",,,,,,12,0,6.96,181,300.0,65.0,3,58,60,27.0,199.71916189700383
664471749,664471748,0,1500294333,tertiary,,,,False,,False,12.866635667151597,"LINESTRING (9835583.12565061 2579746.556507019, 9835590.205570227 2579734.53768791)",,,,,,9,0,6.96,181,300.0,65.0,3,58,28,5.0,99.83189584162935
664471749,11158897101,0,1502779184,primary,,40,Chittaranjan Avenue,True,,False,21.269330679624392,"LINESTRING (9835583.12565061 2579746.556507019, 9835562.242114138 2579736.779914286)",,,,,,10,0,6.96,181,300.0,65.0,3,58,55,26.0,201.97758248552097
1190128320,1190128334,0,103082326,residential,,,,False,,False,64.07455527317543,"LINESTRING (9835661.539099926 2579697.360172088, 9835711.599474937 2579745.5197780477)",,,,,,23,0,6.96,181,300.0,65.0,3,58,57,5.0,564.86995806852
1190128320,664471748,0,103082316,residential,,,,False,,True,74.20265189999161,"LINESTRING (9835661.539099926 2579697.360172088, 9835633.497720197 2579711.4885827, 9835590.205570227 2579734.53768791)",,,,,,23,0,6.96,181,300.0,65.0,3,58,27,5.0,367.01659215597283
1190128320,1190128222,0,103082326,residential,,,,False,,True,79.92430154554683,"LINESTRING (9835661.539099926 2579697.360172088, 9835646.744739601 2579679.8804998104, 9835629.868704796 2579655.734472412, 9835618.369401397 2579642.534337467, 9835609.163279507 2579628.502424692)",,,,,,34,0,6.96,181,300.0,65.0,3,58,24,5.0,411.78198845117487
11158897102,10279701141,0,1124089272,primary,,,Chittaranjan Avenue,True,,False,87.30951161529296,"LINESTRING (9835575.700640576 2579764.361734454, 9835659.045543332 2579809.230509991)",,,,,,19,0,6.96,181,300.0,65.0,3,58,57,5.0,703.7970594486038
11158897102,664471749,0,1288011208,tertiary,,40,Madan Street,False,,False,17.794328041250534,"LINESTRING (9835575.700640576 2579764.361734454, 9835583.12565061 2579746.556507019)",,,,,,12,0,6.96,181,300.0,65.0,3,58,47,30.0,171.96001015265298
11158897101,11158897100,0,1288011207,tertiary,,,Sooterkin Street,False,,False,16.83847386865399,"LINESTRING (9835562.242114138 2579736.779914286, 9835553.42561047 2579752.7648272156)",,,,,,10,0,6.96,181,300.0,65.0,3,58,79,5.0,221.22873227483979
11158897101,664472732,0,1502779184,primary,,40,Chittaranjan Avenue,True,,False,115.96756094902015,"LINESTRING (9835562.242114138 2579736.779914286, 9835450.377157839 2579679.398302215)",,,,,,16,0,6.96,181,300.0,65.0,3,58,57,33.0,884.8181168912978
6084044828,10907898728,0,219177860,secondary,,,,True,,False,58.20634434085471,"LINESTRING (9835148.022288896 2578845.663417024, 9835151.317345824 2578833.862227157, 9835145.450808661 2578783.354675692)",,,,,,4,2,6.96,181,300.0,65.0,3,58,10,5.0,95.44761320902566
