u,v,key,osmid,highway,lanes,name,oneway,reversed,length,geometry,bridge,maxspeed,ref,width,junction,tunnel,access,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
2015913129,664440284,0,191009033,residential,,Bagmari Road,False,False,135.92597264586433,"LINESTRING (9839673.248645237 2582009.3836907838, 9839693.553320358 2582080.1442058515, 9839758.152020864 2582067.3520713267, 9839765.966649117 2582066.110234099)",,,,,,,,22,1,4.61,196,300.0,65.0,3,62,18,5.0,413.0001009150669
1305696837,2005330434,0,1196027699,primary,2,,True,False,163.4411133960208,"LINESTRING (9839821.604130616 2582300.143937003, 9839866.688524388 2582471.532824712)",,,,,,,,14,1,4.61,196,300.0,65.0,3,62,37,5.0,805.0785434783323
1305696837,1289513867,0,204165728,tertiary,,,False,True,200.5793642667154,"LINESTRING (9839821.604130616 2582300.143937003, 9839788.80940863 2582308.836922065, 9839776.486340998 2582311.7546795136, 9839724.611458287 2582324.0647279476, 9839656.50619382 2582339.485457717, 9839648.16836396 2582341.378386439, 9839632.294204574 2582345.38126827, 9839613.403286986 2582351.9884367757, 9839610.742751157 2582352.916816502)",,,,,,,,20,1,4.61,196,300.0,65.0,3,62,17,5.0,518.5819031040994
664440402,2016197117,0,52151971,secondary,,,False,False,20.939569346703173,"LINESTRING (9840477.49857037 2581978.759877589, 9840498.77172506 2581986.6931277136)",,,,,,,,25,1,4.61,196,300.0,65.0,3,62,40,5.0,234.90993286417523
664440402,2008941525,0,52151971,secondary,,,False,True,473.66153781035484,"LINESTRING (9840477.49857037 2581978.759877589, 9840467.669059332 2581974.5159520274, 9840442.243687635 2581964.1955012083, 9840430.332502121 2581960.867880582, 9840423.297110304 2581959.2161271134, 9840411.653091567 2581959.505485374, 9840187.121678635 2581995.940553235, 9840094.258959416 2582016.6779538295, 9840090.674471812 2582016.521217565, 9840086.644706246 2582014.748892216, 9840060.97443167 2581994.5902117686, 9840057.82409008 2581992.938454946, 9840054.996575013 2581992.8058321425, 9839989.807881206 2582009.9141825335, 9839982.883808877 2582011.734733895)",,,,,,,,47,1,4.61,196,300.0,65.0,3,62,59,5.0,3597.9236876973123
664440402,2008941539,0,190292790,residential,,,False,False,273.18509767208275,"LINESTRING (9840477.49857037 2581978.759877589, 9840362.093654266 2582200.156850726, 9840343.592354896 2582242.861981408)",,,,,,,,25,1,4.61,196,300.0,65.0,3,62,52,5.0,1839.0750094737962
2016197117,1663277005,0,52151971,secondary,,,False,False,13.700567863064,"LINESTRING (9840498.77172506 2581986.6931277136, 9840512.58647387 2581992.1547747585)",,,,,,,,24,1,4.61,196,300.0,65.0,3,62,53,5.0,216.53561160908706
2016197117,664440402,0,52151971,secondary,,,False,True,20.939569346703173,"LINESTRING (9840498.77172506 2581986.6931277136, 9840477.49857037 2581978.759877589)",,,,,,,,25,1,4.61,196,300.0,65.0,3,62,20,5.0,184.6549664320876
2016197117,1663138315,0,1311467839,primary,,Eastern Metropolitan Bypass,True,False,13.485131312411212,"LINESTRING (9840498.77172506 2581986.6931277136, 9840492.693680862 2581999.9915782926)",,60,SH3,,,,,19,1,4.61,196,300.0,65.0,3,62,76,50.0,227.38439756919027
2008941525,2005330418,0,52151971,secondary,,,False,True,191.8608681016575,"LINESTRING (9839982.883808877 2582011.734733895, 9839781.161759611 2582062.5776296756)",,,,,,,,22,2,4.61,196,300.0,65.0,3,62,37,5.0,968.2622543713592
2008941525,664440402,0,52151971,secondary,,,False,False,473.6615378103549,"LINESTRING (9839982.883808877 2582011.734733895, 9839989.807881206 2582009.9141825335, 9840054.996575013 2581992.8058321425, 9840057.82409008 2581992.938454946, 9840060.97443167 2581994.5902117686, 9840086.644706246 2582014.748892216, 9840090.674471812 2582016.521217565, 9840094.258959416 2582016.6779538295, 9840187.121678635 2581995.940553235, 9840411.653091567 2581959.505485374, 9840423.297110304 2581959.2161271134, 9840430.332502121 2581960.867880582, 9840442.243687635 2581964.1955012083, 9840467.669059332 2581974.5159520274, 9840477.49857037 2581978.759877589)",,,,,,,,47,1,4.61,196,300.0,65.0,3,62,32,5.0,2063.2603051917627
2008941525,2008941529,0,190292792,residential,,,False,False,146.93183376152538,"LINESTRING (9839982.883808877 2582011.734733895, 9839994.127077447 2582054.6443433, 9839996.665161839 2582064.337903458, 9840012.761960207 2582125.8149795295, 9840021.199977608 2582158.030553302, 9840023.281652087 2582165.8433216265)",,,,,,,,24,2,4.61,196,300.0,65.0,3,62,58,5.0,1149.0455629802168
2008941539,9398683909,0,190292790,residential,,,False,False,177.57942930067225,"LINESTRING (9840343.592354896 2582242.861981408, 9840283.568885459 2582257.7883065157, 9840156.464290872 2582288.2197249513)",,,,,,,,5,1,4.61,196,300.0,65.0,3,62,61,5.0,1334.2814224809208
2008941539,664440402,0,190292790,residential,,,False,True,273.18509767208275,"LINESTRING (9840343.592354896 2582242.861981408, 9840362.093654266 2582200.156850726, 9840477.49857037 2581978.759877589)",,,,,,,,25,1,4.61,196,300.0,65.0,3,62,23,5.0,888.3908695749483
2008941539,2008941367,0,1218173119,residential,,,False,False,40.10256710793544,"LINESTRING (9840343.592354896 2582242.861981408, 9840328.731202874 2582274.523168389, 9840325.046527728 2582282.191309579)",,,,,,,,3,1,4.61,196,300.0,65.0,3,62,62,5.0,322.76309928303965
664445900,6544885954,0,563179860,primary,,Mahatma Gandhi Road,True,False,34.43299127680035,"LINESTRING (9835836.154853186 2581271.3413979616, 9835835.25316531 2581271.799529568, 9835803.19315196 2581288.8709689677)",,40,,,,,,12,0,4.61,196,300.0,65.0,3,62,76,28.0,386.4288804444192
664445900,1179407902,0,1277600333,secondary,,Rabindra Sarani,True,False,144.02121743526953,"LINESTRING (9835836.154853186 2581271.3413979616, 9835837.42389538 2581276.2843975415, 9835849.279421149 2581322.5798796457, 9835850.259032667 2581325.485407695, 9835861.24626641 2581358.0128891845, 9835877.109293848 2581421.9347600355)",,40,,,,,,16,0,4.61,196,300.0,65.0,3,62,26,33.0,541.746198398041
6544885954,664445907,0,563179860,primary,,Mahatma Gandhi Road,True,False,228.695564361554,"LINESTRING (9835803.19315196 2581288.8709689677, 9835753.422207627 2581313.730681164, 9835731.714906922 2581325.111667544, 9835713.336058993 2581334.0090966485, 9835669.487311568 2581352.455001438, 9835648.09170544 2581360.894311113, 9835631.482837413 2581366.1749099186, 9835575.967807354 2581387.2973219287)",,40,,,,,,41,0,4.61,196,300.0,65.0,3,62,17,28.0,683.9389512975702
6544885954,6544885950,0,696915249,residential,,,False,False,163.95036739141312,"LINESTRING (9835803.19315196 2581288.8709689677, 9835784.825435981 2581238.8864226183, 9835762.69512121 2581242.5635247375, 9835769.196179472 2581277.960195294, 9835705.354451504 2581295.031641025)",,,,,,,,29,0,4.61,196,300.0,65.0,3,62,51,5.0,1160.7762484354485
1179407902,664447303,0,102192907,residential,,,False,False,142.10129007196522,"LINESTRING (9835877.109293848 2581421.9347600355, 9835948.77678202 2581402.8256876157, 9835985.345234746 2581392.8190527847, 9835999.20451135 2581389.5156589956, 9836025.832133548 2581381.739424384)",,,,,,,,10,0,4.61,196,300.0,65.0,3,62,20,5.0,403.44309617271654
1179407902,663825856,0,1173597756,secondary,,Rabindra Sarani,True,False,97.4793501223699,"LINESTRING (9835877.109293848 2581421.9347600355, 9835888.185583184 2581471.244707772, 9835901.02072047 2581524.88300541)",,40,,,,,,16,0,4.61,196,300.0,65.0,3,62,64,26.0,841.0414089398007
664445907,664446431,0,563179860,primary,,Mahatma Gandhi Road,True,False,48.59063152834544,"LINESTRING (9835575.967807354 2581387.2973219287, 9835531.451142985 2581415.472635924)",,40,,,,,,25,0,4.61,196,300.0,65.0,3,62,67,28.0,528.0686774878974
664445907,664446006,0,102953465,tertiary,,Jag Mohan Mullick Lane,False,False,155.51135202292716,"LINESTRING (9835575.967807354 2581387.2973219287, 9835571.281256793 2581371.238499391, 9835570.045610443 2581355.4810962705, 9835558.546307044 2581302.0724118883, 9835558.702154333 2581293.7054687655, 9835542.427244779 2581222.466061776)",,,,,,,,36,0,4.61,196,300.0,65.0,3,62,60,5.0,1312.0817345650757
664446431,664446415,0,"[1309035993, 1130841852]",primary,,Mahatma Gandhi Road,True,False,311.9194973269631,"LINESTRING (9835531.451142985 2581415.472635924, 9835495.673058644 2581430.6755102677, 9835338.233902816 2581485.1696706195, 9835313.97738577 2581495.1040235437, 9835295.665329536 2581501.3250534004, 9835213.05513542 2581529.138872361)",,40,,,,,,48,0,4.61,196,300.0,65.0,3,62,24,33.0,1150.7281523016538
664446006,6544885949,0,52152191,tertiary,,Armenian Street,True,False,199.8551097583572,"LINESTRING (9835542.427244779 2581222.466061776, 9835599.422824064 2581197.714990534, 9835651.09733169 2581180.884765395, 9835660.336849427 2581178.6061760527, 9835682.389240552 2581174.784415794, 9835691.328195663 2581173.265356756, 9835708.115174875 2581169.6123820175, 9835748.501886133 2581157.8698218013)",,40,,,,,,48,0,4.61,196,300.0,65.0,3,62,63,32.0,1763.3046297731805
664446006,1174832895,0,102690990,tertiary,,Amratola Street,False,True,261.9858882604412,"LINESTRING (9835542.427244779 2581222.466061776, 9835502.552603174 2581101.5201154673, 9835496.7973855 2581056.527290784, 9835477.527981644 2580946.866833024)",,,,,,,,44,0,4.61,196,300.0,65.0,3,62,17,5.0,766.8512120513
664446006,664445907,0,102953465,tertiary,,Jag Mohan Mullick Lane,False,True,155.51135202292716,"LINESTRING (9835542.427244779 2581222.466061776, 9835558.702154333 2581293.7054687655, 9835558.546307044 2581302.0724118883, 9835570.045610443 2581355.4810962705, 9835571.281256793 2581371.238499391, 9835575.967807354 2581387.2973219287)",,,,,,,,36,0,4.61,196,300.0,65.0,3,62,21,5.0,584.2886070977764
6544885949,664446019,0,52152191,tertiary,,Armenian Street,True,False,41.09855717338453,"LINESTRING (9835748.501886133 2581157.8698218013, 9835791.215174751 2581145.174845606)",,40,,,,,,18,0,4.61,196,300.0,65.0,3,62,73,32.0,462.4233608388484
6544885949,6544885948,0,696915248,residential,,,False,False,50.947822163280684,"LINESTRING (9835748.501886133 2581157.8698218013, 9835761.459474862 2581211.567387771)",,,,,,,,29,0,4.61,196,300.0,65.0,3,62,31,5.0,346.9258984474041
1174832895,663825864,0,50219794,secondary,2,Colootola Street,True,False,167.31783506498974,"LINESTRING (9835477.527981644 2580946.866833024, 9835516.04452546 2580935.4017148246, 9835645.64267664 2580895.641566004, 9835648.5592473 2580894.7373793726, 9835651.052803893 2580893.97786264)",,40,,,,,,30,0,4.61,196,300.0,65.0,3,62,75,34.0,1668.2605155849076
1174832895,1186025292,0,101757273,tertiary,,Ezra Street,False,True,161.97075832258966,"LINESTRING (9835477.527981644 2580946.866833024, 9835474.789522171 2580929.843968471, 9835461.464579122 2580883.561636666, 9835447.705490062 2580828.6474977476, 9835435.939019883 2580776.3616904784)",,,,,,,,33,0,4.61,196,300.0,65.0,3,62,54,5.0,1226.970513930381
1174832895,664446006,0,102690990,tertiary,,Amratola Street,False,False,261.9858882604412,"LINESTRING (9835477.527981644 2580946.866833024, 9835496.7973855 2581056.527290784, 9835502.552603174 2581101.5201154673, 9835542.427244779 2581222.466061776)",,,,,,,,44,0,4.61,196,300.0,65.0,3,62,13,5.0,641.0979856862882
664447213,664447209,0,52152371,residential,,,False,True,136.24137102386408,"LINESTRING (9835861.390981747 2581126.258987393, 9835827.828155274 2580982.407544139)",,,,,,,,29,0,4.61,196,300.0,65.0,3,62,47,5.0,925.8013325745934
664447213,664447201,0,102791559,tertiary,2,Armenian Street,True,False,69.96189293796135,"LINESTRING (9835861.390981747 2581126.258987393, 9835934.962033212 2581107.7892218274)",,40,,,,,,16,0,4.61,196,300.0,65.0,3,62,74,32.0,713.6616092890968
664447213,6546445052,0,697059657,residential,,,False,False,121.68173412014153,"LINESTRING (9835861.390981747 2581126.258987393, 9835869.250137798 2581132.2869832106, 9835873.20197972 2581136.470413594, 9835875.227994453 2581139.7858130606, 9835890.523292487 2581182.3073768886, 9835905.62934739 2581247.7838055375)",,,,,,,,21,0,4.61,196,300.0,65.0,3,62,16,5.0,351.0289295106717
664446130,7007141699,0,749310218,secondary,,,True,False,33.137043572205485,"LINESTRING (9835195.433260027 2580429.075746642, 9835187.429388637 2580427.002203602, 9835179.781739619 2580425.013049184, 9835160.657051101 2580420.058247398)",,,,,,,,7,1,4.61,196,300.0,65.0,3,62,49,5.0,239.24581620456823
664446130,664472752,0,1124102312,secondary,,Lalbazar Street,False,False,18.437703791215316,"LINESTRING (9835195.433260027 2580429.075746642, 9835202.75808252 2580424.591107369, 9835204.605986066 2580423.4578922605, 9835212.487406015 2580418.6477566487)",,40,,,,,,6,1,4.61,196,300.0,65.0,3,62,68,30.0,189.85166293631698
7007141699,10560867452,0,1126633510,secondary,,Old Court House Street,True,False,240.4662063494825,"LINESTRING (9835160.657051101 2580420.058247398, 9835155.62541012 2580403.0359225916, 9835109.984418893 2580270.341953007, 9835076.588571655 2580173.2965209214)",,40,,,,,,10,1,4.61,196,300.0,65.0,3,62,11,28.0,376.8153923813169
664446124,1174833041,0,562694503,residential,,Lyons Range,False,True,139.87876883839556,"LINESTRING (9835198.127191704 2580550.390520414, 9835051.229991652 2580588.0762798632)",,,,,,,,14,0,4.61,196,300.0,65.0,3,62,27,5.0,535.6072110364016
664446124,664446119,0,52152219,secondary,,,True,False,109.86789414661295,"LINESTRING (9835198.127191704 2580550.390520414, 9835176.631398031 2580528.89545022, 9835144.86081536 2580446.0619316376)",,40,,,,,,8,1,4.61,196,300.0,65.0,3,62,50,27.0,708.6073648796777
1174833041,1174832716,0,101757321,residential,,,False,False,111.06821951940317,"LINESTRING (9835051.229991652 2580588.0762798632, 9835077.768558258 2580705.5343952095)",,,,,,,,15,0,4.61,196,300.0,65.0,3,62,53,5.0,793.7938761434041
1174833041,664446124,0,562694503,residential,,Lyons Range,False,False,139.87876883839556,"LINESTRING (9835051.229991652 2580588.0762798632, 9835198.127191704 2580550.390520414)",,,,,,,,14,0,4.61,196,300.0,65.0,3,62,72,5.0,1290.9525627637377
1174833041,5424222002,0,562694503,residential,,Lyons Range,False,True,120.5386851777285,"LINESTRING (9835051.229991652 2580588.0762798632, 9834924.637466723 2580620.52998382)",,,,,,,,11,0,4.61,196,300.0,65.0,3,62,61,5.0,949.7431755009725
664446125,664446124,0,52152219,secondary,,,True,False,28.14641987160461,"LINESTRING (9835213.656260667 2580576.659631619, 9835198.127191704 2580550.390520414)",,40,,,,,,9,0,4.61,196,300.0,65.0,3,62,26,29.0,145.21682999940637
664446125,664446129,0,102691001,secondary,,,True,False,84.93447267123116,"LINESTRING (9835213.656260667 2580576.659631619, 9835216.049629722 2580546.810016046, 9835210.784217807 2580506.1948538385, 9835210.472523231 2580485.0132844425)",,40,,,,,,10,0,4.61,196,300.0,65.0,3,62,60,35.0,673.9282032328642
664446129,664446130,0,102691001,secondary,,,True,False,53.426733569011056,"LINESTRING (9835210.472523231 2580485.0132844425, 9835195.433260027 2580429.075746642)",,40,,,,,,8,1,4.61,196,300.0,65.0,3,62,15,33.0,145.56812042421993
664472752,1174832713,0,102688629,secondary,,Lalbazar Street,False,True,71.01735081851793,"LINESTRING (9835212.487406015 2580418.6477566487, 9835226.491397956 2580413.78940054, 9835262.71476026 2580401.528989578, 9835285.379408587 2580393.849661066)",,40,,,,,,10,0,4.61,196,300.0,65.0,3,62,10,26.0,147.62082098222152
664472752,664446130,0,1124102312,secondary,,Lalbazar Street,False,True,18.437703791215316,"LINESTRING (9835212.487406015 2580418.6477566487, 9835204.605986066 2580423.4578922605, 9835202.75808252 2580424.591107369, 9835195.433260027 2580429.075746642)",,40,,,,,,6,1,4.61,196,300.0,65.0,3,62,59,29.0,169.93894284180445
664472752,1174832997,0,"[52155745, 1196283316]",tertiary,,Rajendra N Mukherjee Road,True,False,182.4351940274891,"LINESTRING (9835212.487406015 2580418.6477566487, 9835200.409241263 2580284.5431830273, 9835194.531572152 2580221.674502122)",,,,,,,,17,0,4.61,196,300.0,65.0,3,62,21,5.0,557.1366889492725
664446344,1174833124,0,102690986,tertiary,,Indra Kumar Kamani Street,True,False,126.33964087874071,"LINESTRING (9835339.658792296 2581063.06161092, 9835203.926937174 2581081.5072148433)",,,,,,,,22,0,4.61,196,300.0,65.0,3,62,41,5.0,743.9910331234042
664446344,663804413,0,52152220,secondary,,Brabourne Road,True,False,69.47697552261957,"LINESTRING (9835339.658792296 2581063.06161092, 9835337.69956926 2581024.6514190696, 9835330.797760831 2580988.4354877584)",,40,,,,,,16,0,4.61,196,300.0,65.0,3,62,33,32.0,367.52882306957343
1174833124,1174832552,0,102961717,residential,,Old China Bazar Street,False,False,52.684613696036116,"LINESTRING (9835203.926937174 2581081.5072148433, 9835194.141953932 2581025.2301030336)",,,,,,,,17,0,4.61,196,300.0,65.0,3,62,40,5.0,350.2861457409733
1174833124,12315835736,0,102690986,tertiary,,Indra Kumar Kamani Street,True,False,90.91364523458184,"LINESTRING (9835203.926937174 2581081.5072148433, 9835155.135604357 2581087.8365934584, 9835114.826816743 2581091.6824456425, 9835106.03257697 2581092.900098086)",,,,,,,,16,0,4.61,196,300.0,65.0,3,62,60,5.0,746.9782456889892
1174833124,1187133850,0,"[102791562, 101757291]",tertiary,,"['Purshottam St', 'Old China Bazar Street']",False,True,207.53036981104594,"LINESTRING (9835203.926937174 2581081.5072148433, 9835201.956582187 2581159.798783895, 9835211.285155514 2581185.7192337643, 9835208.134813923 2581198.93265075, 9835210.094036965 2581239.465114046, 9835196.95833705 2581251.412685306, 9835197.80436518 2581261.3348423387, 9835205.64125733 2581297.7683786605)",,,,,,,,33,0,4.61,196,300.0,65.0,3,62,65,5.0,1796.1368845261584
664446353,8150123606,0,563179865,secondary,,Strand Road,True,False,59.50128857660184,"LINESTRING (9835070.265624577 2581659.9862147756, 9835111.965905828 2581709.2124743573)",,,,,,,,5,1,4.61,196,300.0,65.0,3,62,36,5.0,291.4455666509199
664446353,2015020725,0,1127839392,primary,,,True,False,41.32042288547101,"LINESTRING (9835070.265624577 2581659.9862147756, 9835068.785075352 2581615.2088915575)",,40,,,,,,3,0,4.61,196,300.0,65.0,3,62,64,34.0,344.74084776041735
8150123606,2015020725,0,749308432,secondary,,Strand Road,True,False,95.40829290638251,"LINESTRING (9835111.965905828 2581709.2124743573, 9835068.785075352 2581615.2088915575)",,,,,,,,5,1,4.61,196,300.0,65.0,3,62,37,5.0,458.0128205043383
8150123606,664447268,0,875641792,secondary,,Strand Road,False,False,19.029938028525727,"LINESTRING (9835111.965905828 2581709.2124743573, 9835120.504110772 2581727.996375767)",,,,,,,,3,1,4.61,196,300.0,65.0,3,62,60,5.0,161.41555380538526
2015020725,664446370,0,563179863,primary,,Strand Road,True,False,32.92992748686817,"LINESTRING (9835068.785075352 2581615.2088915575, 9835057.063132972 2581590.6863052836, 9835054.52504858 2581585.369466133, 9835053.389589773 2581582.9943707357)",,40,,,,,,4,0,4.61,196,300.0,65.0,3,62,34,33.0,166.75410414642215
664446370,1187133861,0,563179861,primary,,Strand Road,True,False,62.22871764174401,"LINESTRING (9835053.389589773 2581582.9943707357, 9835023.68954963 2581522.4114684463)",,40,,,,,,10,0,4.61,196,300.0,65.0,3,62,13,29.0,159.47679952112065
664446370,1174757401,0,52152188,primary_link,,,True,False,43.17794392819992,"LINESTRING (9835053.389589773 2581582.9943707357, 9835046.866267614 2581598.474694051, 9835035.199984977 2581626.131943117)",,40,,,,,,3,0,4.61,196,300.0,65.0,3,62,72,34.0,400.4574355396473
1187133861,1187133864,0,102791560,living_street,,Ram Sevak Mullick Ln,False,False,154.60448904171076,"LINESTRING (9835023.68954963 2581522.4114684463, 9835077.36780809 2581499.2272640024, 9835175.885557441 2581452.2199722067)",,,,,,,,20,0,4.61,196,300.0,65.0,3,62,29,5.0,650.4236218651535
1187133861,5429018326,0,563179861,primary,,Strand Road,True,False,196.62075293095342,"LINESTRING (9835023.68954963 2581522.4114684463, 9835013.693059357 2581495.272811145, 9835007.013889909 2581480.817364961, 9835007.169737196 2581470.2802086133, 9835013.281177241 2581463.9747967417, 9835025.804619955 2581457.3800377473, 9835054.903534848 2581444.1664151726, 9835083.991317792 2581430.4343860615, 9835109.939891096 2581418.655472859, 9835147.454559494 2581399.2329433323)",,40,,,,,,20,0,4.61,196,300.0,65.0,3,62,21,31.0,607.8842973860026
1174757401,664446353,0,563179865,secondary,,Strand Road,True,False,44.95375764779836,"LINESTRING (9835035.199984977 2581626.131943117, 9835070.265624577 2581659.9862147756)",,,,,,,,3,0,4.61,196,300.0,65.0,3,62,30,5.0,189.23352753207408
1174757401,2141601016,0,563179864,primary_link,,,True,False,111.04090452397216,"LINESTRING (9835035.199984977 2581626.131943117, 9835034.175845662 2581695.2993800766, 9835029.400239509 2581746.298040834)",,40,,,,,,2,1,4.61,196,300.0,65.0,3,62,12,26.0,179.2989025145199
664446415,664446370,0,1130841852,primary,,Mahatma Gandhi Road,True,False,155.41071681190363,"LINESTRING (9835213.05513542 2581529.138872361, 9835053.389589773 2581582.9943707357)",,40,,,,,,12,0,4.61,196,300.0,65.0,3,62,42,27.0,855.6700127319942
664446415,664446425,0,102192896,tertiary,,Maharishi Devendra Road,False,False,141.88214157152908,"LINESTRING (9835213.05513542 2581529.138872361, 9835215.147941845 2581534.6847629417, 9835245.771933762 2581615.7755397507, 9835267.401310824 2581673.0553324106)",,40,,,,,,30,0,4.61,196,300.0,65.0,3,62,27,27.0,622.0981386917541
664446415,1187133864,0,102961705,tertiary,,Netaji Subhash Road,False,True,78.8043879518187,"LINESTRING (9835213.05513542 2581529.138872361, 9835183.210379938 2581468.845516218, 9835175.885557441 2581452.2199722067)",,,,,,,,18,0,4.61,196,300.0,65.0,3,62,48,5.0,556.3132746024756
664446425,664447268,0,52152377,tertiary,,Mirbahar Street,False,True,144.6476828078988,"LINESTRING (9835267.401310824 2581673.0553324106, 9835120.504110772 2581727.996375767)",,,,,,,,18,1,4.61,196,300.0,65.0,3,62,60,5.0,1140.8633162168712
664446425,664446456,0,102192896,tertiary,,Maharishi Devendra Road,False,False,149.45972556287208,"LINESTRING (9835267.401310824 2581673.0553324106, 9835281.973032169 2581715.0960047347, 9835303.602409229 2581776.5959009165, 9835320.467312085 2581826.172144547)",,40,,,,,,32,0,4.61,196,300.0,65.0,3,62,46,34.0,997.4176851070539
664446425,664446415,0,102192896,tertiary,,Maharishi Devendra Road,False,True,141.88214157152908,"LINESTRING (9835267.401310824 2581673.0553324106, 9835245.771933762 2581615.7755397507, 9835215.147941845 2581534.6847629417, 9835213.05513542 2581529.138872361)",,40,,,,,,30,0,4.61,196,300.0,65.0,3,62,11,26.0,349.68442687441836
1187133864,5429018326,0,102961705,tertiary,,Netaji Subhash Road,False,True,55.460772948551615,"LINESTRING (9835175.885557441 2581452.2199722067, 9835147.454559494 2581399.2329433323)",,,,,,,,15,0,4.61,196,300.0,65.0,3,62,72,5.0,566.581078275486
1187133864,1187133861,0,102791560,living_street,,Ram Sevak Mullick Ln,False,True,154.60448904171076,"LINESTRING (9835175.885557441 2581452.2199722067, 9835077.36780809 2581499.2272640024, 9835023.68954963 2581522.4114684463)",,,,,,,,20,0,4.61,196,300.0,65.0,3,62,31,5.0,687.528699235164
1187133864,664446415,0,102961705,tertiary,,Netaji Subhash Road,False,False,78.8043879518187,"LINESTRING (9835175.885557441 2581452.2199722067, 9835183.210379938 2581468.845516218, 9835213.05513542 2581529.138872361)",,,,,,,,18,0,4.61,196,300.0,65.0,3,62,56,5.0,631.9654870362216
1174795933,1177725562,0,101750899,tertiary,,Ratan Sarkar Garden St,False,False,214.48322614233643,"LINESTRING (9835399.248115718 2582081.615121103, 9835467.219796797 2582075.6591208056, 9835492.300078074 2582073.621542247, 9835536.015242107 2582062.167702931, 9835566.661497923 2582050.653588213, 9835574.253487194 2582047.4947434766, 9835591.530272167 2582043.950086357, 9835626.273085242 2582037.2827571603)",,,,,,,,59,0,4.61,196,300.0,65.0,3,62,49,5.0,1568.5613697169383
1174795933,664446416,0,102192896,tertiary,,Maharishi Devendra Road,False,False,69.77365131467425,"LINESTRING (9835399.248115718 2582081.615121103, 9835405.17031263 2582124.9348393567, 9835409.50064082 2582156.5716880183)",,40,,,,,,28,0,4.61,196,300.0,65.0,3,62,61,30.0,663.1431276234155
1174795933,664446455,0,102192896,tertiary,,Maharishi Devendra Road,False,True,84.83692724073951,"LINESTRING (9835399.248115718 2582081.615121103, 9835395.35193354 2582066.2669708314, 9835393.058752032 2582044.8905055188, 9835379.455510257 2582003.50005615, 9835377.7189262 2581992.5526431566)",,40,,,,,,32,0,4.61,196,300.0,65.0,3,62,33,27.0,508.35423187332844
1174878972,1177725774,0,103010074,tertiary,,Pathuria Ghat Street,False,False,161.66881417846773,"LINESTRING (9835432.788678296 2582475.873333053, 9835469.24581153 2582472.6420656242, 9835530.159836892 2582454.7374795144, 9835538.686909886 2582450.8671977823, 9835602.361658622 2582434.1080443044)",,,,,,,,38,0,4.61,196,300.0,65.0,3,62,73,5.0,1618.6188122033773
1174878972,9602422064,0,562638719,tertiary,,Maharishi Devendra Road,False,False,35.0545087476568,"LINESTRING (9835432.788678296 2582475.873333053, 9835433.512254985 2582483.6621369757, 9835432.777546346 2582513.8407724416)",,40,,,,,,24,0,4.61,196,300.0,65.0,3,62,53,34.0,355.3466756350972
1174878972,664446416,0,562638719,tertiary,,Maharishi Devendra Road,False,True,295.33621204258725,"LINESTRING (9835432.788678296 2582475.873333053, 9835429.21532264 2582407.1246370543, 9835426.588182658 2582358.040991254, 9835426.432335371 2582349.818198655, 9835422.625208786 2582301.711326483, 9835419.619582534 2582278.1161020277, 9835418.027713817 2582255.2563764327, 9835416.75867162 2582242.1385734244, 9835415.67887256 2582230.105891909, 9835411.949669618 2582183.542631366, 9835409.50064082 2582156.5716880183)",,40,,,,,,66,0,4.61,196,300.0,65.0,3,62,79,35.0,3142.187290163727
664446430,1177725462,0,1130841853,secondary,,Kali Krishna Tagore Street,True,False,15.15315732648367,"LINESTRING (9835628.800037684 2582122.752574198, 9835645.074947238 2582120.4979690583)",,,,,,,,18,0,4.61,196,300.0,65.0,3,62,40,5.0,175.1351551671216
664446419,664447065,0,52152359,residential,,Clive Ghat Road,True,False,139.23702839897015,"LINESTRING (9834955.684472704 2580973.1847946346, 9834898.321539098 2580998.2489846493, 9834873.898042819 2581008.882288808, 9834816.880199635 2581032.5239338926)",,,,,,,,14,0,4.61,196,300.0,65.0,3,62,21,5.0,433.2773115654047
664446419,664447076,0,705716193,secondary,,Netaji Subhash Road,True,False,141.26600574035024,"LINESTRING (9834955.684472704 2580973.1847946346, 9834966.437935516 2581001.84164221, 9834976.144995112 2581029.6787366807, 9835001.0694291 2581099.784055664, 9835008.57236278 2581116.8794302507)",,,,,,,,21,0,4.61,196,300.0,65.0,3,62,38,5.0,761.572986175997
664447065,663837140,0,1388965580,secondary,,Strand Road,True,False,138.15670893042423,"LINESTRING (9834816.880199635 2581032.5239338926, 9834839.0550422 2581091.441326356, 9834866.996234389 2581173.663205538)",,40,,,,,,20,0,4.61,196,300.0,65.0,3,62,76,29.0,1372.3891854454691
664447268,664446425,0,52152377,tertiary,,Mirbahar Street,False,False,144.6476828078988,"LINESTRING (9835120.504110772 2581727.996375767, 9835267.401310824 2581673.0553324106)",,,,,,,,18,1,4.61,196,300.0,65.0,3,62,31,5.0,637.4893800453834
664447268,8150123606,0,875641792,secondary,,Strand Road,False,True,19.029938028525727,"LINESTRING (9835120.504110772 2581727.996375767, 9835111.965905828 2581709.2124743573)",,,,,,,,3,1,4.61,196,300.0,65.0,3,62,21,5.0,72.35544383188484
