u,v,key,osmid,bridge,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,width,tunnel,ref,junction,building_density,vegetation_score,wind_speed_mps,wind_direction,temperature_k,humidity_pct,openweather_aqi_1to5,AQI,vehicle_count,avg_speed_kmph,carbon_cost
853663650,853665839,0,71834204,,living_street,,,,False,False,41.26098538805077,"LINESTRING (8613340.156606443 3325452.097757026, 8613345.065795986 3325451.4764570007, 8613384.394972084 3325436.4511488527)",,,,,,0,0,3.26,159,300.0,65.0,3,79,71,5.0,367.34359550619257
853663650,853665337,0,71834204,,living_street,,,,False,True,95.89860708593679,"LINESTRING (8613340.156606443 3325452.097757026, 8613331.696325142 3325452.351348883, 8613319.139486581 3325456.1552273016, 8613275.313003056 3325472.1442081314, 8613235.738924079 3325483.3022711496)",,,,,,1,0,3.26,159,300.0,65.0,3,79,41,5.0,492.62114686280904
853663650,10035871556,0,71834207,,residential,,,,False,False,112.65886794950586,"LINESTRING (8613340.156606443 3325452.097757026, 8613314.875950083 3325421.222984636, 8613279.320504725 3325381.003470589, 8613256.221710384 3325354.870995172)",,,,,,0,0,3.26,159,300.0,65.0,3,79,14,5.0,205.06689815516984
853665839,10035871559,0,71834185,,residential,,,,False,False,138.1980519134801,"LINESTRING (8613384.394972084 3325436.4511488527, 8613378.149948651 3325401.0371351703, 8613374.008863593 3325380.673802943, 8613370.42437599 3325364.545457291, 8613366.42800627 3325355.314777683, 8613364.624630518 3325342.229539529, 8613361.774851555 3325330.0191980763, 8613355.184737701 3325316.426806217, 8613333.488568943 3325291.017185492)",,,,,,0,0,3.26,159,300.0,65.0,3,79,79,5.0,1325.9175321397913
853665839,853663650,0,71834204,,living_street,,,,False,True,41.26098538805077,"LINESTRING (8613384.394972084 3325436.4511488527, 8613345.065795986 3325451.4764570007, 8613340.156606443 3325452.097757026)",,,,,,0,0,3.26,159,300.0,65.0,3,79,66,5.0,342.58700427336214
853665839,853665554,0,1393753275,,living_street,,,,False,True,34.76515031868069,"LINESTRING (8613384.394972084 3325436.4511488527, 8613392.198468389 3325446.9752025693, 8613399.601214526 3325453.543230671, 8613403.853619074 3325457.321750234, 8613412.903893676 3325463.4967157207)",,,,,,0,0,3.26,159,300.0,65.0,3,79,66,5.0,291.1399905239511
853665337,853666076,0,71834190,,residential,,,Sunview Road,False,True,14.988266963052286,"LINESTRING (8613235.738924079 3325483.3022711496, 8613240.481134387 3325499.722392247)",,,,,,1,0,3.26,159,300.0,65.0,3,79,16,5.0,49.57747256906039
853665337,853663650,0,71834204,,living_street,,,,False,False,95.89860708593677,"LINESTRING (8613235.738924079 3325483.3022711496, 8613275.313003056 3325472.1442081314, 8613319.139486581 3325456.1552273016, 8613331.696325142 3325452.351348883, 8613340.156606443 3325452.097757026)",,,,,,1,0,3.26,159,300.0,65.0,3,79,26,5.0,320.00365410812276
853665337,9827585024,0,1426817954,,living_street,,,Sunview Road,False,True,35.0095631062718,"LINESTRING (8613235.738924079 3325483.3022711496, 8613217.849881908 3325459.4392432095, 8613210.19110094 3325452.8585326094)",,,,,,1,0,3.26,159,300.0,65.0,3,79,44,5.0,205.6504932011151
10035871556,853664168,0,71834207,,residential,,,,False,False,7.42425206087686,"LINESTRING (8613256.221710384 3325354.870995172, 8613250.611208048 3325348.5312466095)",,,,,,0,0,3.26,159,300.0,65.0,3,79,35,5.0,46.981858655682814
10035871556,853663650,0,71834207,,residential,,,,False,True,112.65886794950586,"LINESTRING (8613256.221710384 3325354.870995172, 8613279.320504725 3325381.003470589, 8613314.875950083 3325421.222984636, 8613340.156606443 3325452.097757026)",,,,,,0,0,3.26,159,300.0,65.0,3,79,36,5.0,502.4863095418653
10035871556,10035871559,0,"[1095843584, 1095843583]",,living_street,,,,False,False,87.90557055210093,"LINESTRING (8613256.221710384 3325354.870995172, 8613313.362005008 3325307.424390137, 8613333.488568943 3325291.017185492)",,,,,,0,0,3.26,159,300.0,65.0,3,79,17,5.0,195.12736392628588
853663691,11001306180,0,71834169,,residential,,,,False,False,65.52704568122664,"LINESTRING (8613492.719968576 3324975.3409234365, 8613418.002326354 3324975.138057215)",,,,,,0,0,3.26,159,300.0,65.0,3,79,77,5.0,621.269902094534
853663691,9827085569,0,71834169,,residential,,,,False,True,318.5709903733503,"LINESTRING (8613492.719968576 3324975.3409234365, 8613620.503612056 3324968.3800779725, 8613633.550256377 3324968.050420537, 8613855.599244663 3324959.0862772237)",,,,,,7,0,3.26,159,300.0,65.0,3,79,10,5.0,433.08518844802035
853663691,11001306185,0,71834189,,residential,,,,False,True,120.26617362209358,"LINESTRING (8613492.719968576 3324975.3409234365, 8613500.913083099 3324989.376737643, 8613507.480933053 3324997.74498079, 8613514.048783012 3325007.178279367, 8613513.603505049 3325017.6005605613, 8613509.918829903 3325037.92530026, 8613499.710832598 3325074.035706532, 8613486.00740328 3325100.8776695523)",,,,,,1,0,3.26,159,300.0,65.0,3,79,12,5.0,193.98329001581476
11001306180,853663691,0,71834169,,residential,,,,False,True,65.52704568122664,"LINESTRING (8613418.002326354 3324975.138057215, 8613492.719968576 3324975.3409234365)",,,,,,0,0,3.26,159,300.0,65.0,3,79,51,5.0,416.82551956910703
11001306180,9819515075,0,71834169,,residential,,,,False,False,49.76032972225437,"LINESTRING (8613418.002326354 3324975.138057215, 8613414.339915108 3324975.1253780765, 8613361.262781898 3324974.98590755)",,,,,,0,0,3.26,159,300.0,65.0,3,79,47,5.0,296.4482596335147
11001306180,11001306183,0,1184416191,,residential,,,,False,False,90.20924458169569,"LINESTRING (8613418.002326354 3324975.138057215, 8613412.569935203 3325024.7009027847, 8613415.119151542 3325040.4611402014, 8613422.777932508 3325076.6983457007)",,,,,,0,0,3.26,159,300.0,65.0,3,79,68,5.0,751.9074357866367
9827085569,853665611,0,71834169,,residential,,,,False,True,9.364268533014052,"LINESTRING (8613855.599244663 3324959.0862772237, 8613866.263651881 3324958.553754048)",,,,,,0,0,3.26,159,300.0,65.0,3,79,55,5.0,77.60417231789273
9827085569,853663691,0,71834169,,residential,,,,False,False,318.57099037335036,"LINESTRING (8613855.599244663 3324959.0862772237, 8613633.550256377 3324968.050420537, 8613620.503612056 3324968.3800779725, 8613492.719968576 3324975.3409234365)",,,,,,7,0,3.26,159,300.0,65.0,3,79,27,5.0,1082.970008809655
9827085569,12886640041,0,1070865850,,tertiary,,,Sector 63 Road,True,False,249.08353961507558,"LINESTRING (8613855.599244663 3324959.0862772237, 8613861.29880259 3325078.8030989436, 8613868.334194409 3325242.822723626)",,,,,,3,0,3.26,159,300.0,65.0,3,79,38,5.0,1166.6209406447447
11001306185,853663691,0,71834189,,residential,,,,False,False,120.26617362209358,"LINESTRING (8613486.00740328 3325100.8776695523, 8613499.710832598 3325074.035706532, 8613509.918829903 3325037.92530026, 8613513.603505049 3325017.6005605613, 8613514.048783012 3325007.178279367, 8613507.480933053 3324997.74498079, 8613500.913083099 3324989.376737643, 8613492.719968576 3324975.3409234365)",,,,,,1,0,3.26,159,300.0,65.0,3,79,32,5.0,482.62210670883934
11001306185,9634719959,0,"[71834189, 1047761967]",,residential,,,,False,True,212.97075234948923,"LINESTRING (8613486.00740328 3325100.8776695523, 8613468.652694667 3325134.858125431, 8613461.21655268 3325143.391290839, 8613443.483357796 3325155.246440558, 8613419.616458971 3325171.197022281, 8613393.189211857 3325194.653794797, 8613369.56721591 3325215.625452329, 8613312.426921286 3325266.3556987466)",,,,,,6,0,3.26,159,300.0,65.0,3,79,42,5.0,1119.1725918414256
11001306185,11001306183,0,1184416191,,residential,,,,False,True,60.56250447152954,"LINESTRING (8613486.00740328 3325100.8776695523, 8613435.524014205 3325075.975629302, 8613422.777932508 3325076.6983457007)",,,,,,1,0,3.26,159,300.0,65.0,3,79,15,5.0,129.8125080487532
853663707,853665870,0,71834247,,residential,,,,False,False,111.78689119638359,"LINESTRING (8614649.062311139 3328870.4474115996, 8614717.824360602 3328977.8208358986)",,,,,,0,0,3.26,159,300.0,65.0,3,79,10,5.0,149.94426943566032
853663707,853664863,0,71834135,,residential,,,,False,False,166.94193567060285,"LINESTRING (8614649.062311139 3328870.4474115996, 8614674.309571652 3328864.4737915294, 8614724.403342508 3328843.268096072, 8614729.601962728 3328839.070082616, 8614729.835733658 3328832.6525782, 8614721.497903798 3328814.795190892, 8614712.135934623 3328791.522282452, 8614703.876028406 3328766.4104159893, 8614698.176470477 3328741.3112796266)",,,,,,0,0,3.26,159,300.0,65.0,3,79,47,5.0,957.3525171822
853663707,853664171,0,71834135,,residential,,,,False,True,57.10510777858397,"LINESTRING (8614649.062311139 3328870.4474115996, 8614627.03218391 3328870.7898484995, 8614584.163048007 3328866.325486636)",,,,,,0,0,3.26,159,300.0,65.0,3,79,24,5.0,180.26271040232183
853664863,853665460,0,71834156,,residential,,,,False,False,38.07852160566553,"LINESTRING (8614698.176470477 3328741.3112796266, 8614658.836162431 3328759.713926267)",,,,,,0,0,3.26,159,300.0,65.0,3,79,30,5.0,152.8826777803959
853664863,853663707,0,71834135,,residential,,,,False,True,166.94193567060285,"LINESTRING (8614698.176470477 3328741.3112796266, 8614703.876028406 3328766.4104159893, 8614712.135934623 3328791.522282452, 8614721.497903798 3328814.795190892, 8614729.835733658 3328832.6525782, 8614729.601962728 3328839.070082616, 8614724.403342508 3328843.268096072, 8614674.309571652 3328864.4737915294, 8614649.062311139 3328870.4474115996)",,,,,,0,0,3.26,159,300.0,65.0,3,79,78,5.0,1578.3765178768426
853664863,9824789329,0,71834156,,residential,,,,False,True,60.364594622853375,"LINESTRING (8614698.176470477 3328741.3112796266, 8614730.681761788 3328728.349541026, 8614762.407816665 3328716.5292581194)",,,,,,0,0,3.26,159,300.0,65.0,3,79,52,5.0,392.47507044660506
853664171,853664601,0,71834227,,unclassified,,,,False,True,61.30610394981042,"LINESTRING (8614584.163048007 3328866.325486636, 8614584.986812238 3328796.4051508773)",,,,,,2,0,3.26,159,300.0,65.0,3,79,45,5.0,356.8529613289763
853664171,853663707,0,71834135,,residential,,,,False,False,57.10510777858397,"LINESTRING (8614584.163048007 3328866.325486636, 8614627.03218391 3328870.7898484995, 8614649.062311139 3328870.4474115996)",,,,,,0,0,3.26,159,300.0,65.0,3,79,67,5.0,474.92506653981513
853664171,853665706,0,71834227,,unclassified,,,,False,False,80.63598365215714,"LINESTRING (8614584.163048007 3328866.325486636, 8614583.895881228 3328888.30487357, 8614582.838346066 3328958.28910674)",,,,,,0,0,3.26,159,300.0,65.0,3,79,38,5.0,383.50008545383656
853663711,853663955,0,71834156,,residential,,,,False,True,53.832923065117186,"LINESTRING (8614986.916965697 3328398.717238937, 8614962.794032041 3328342.2553203055)",,,,,,2,0,3.26,159,300.0,65.0,3,79,31,5.0,226.05847380223594
853663711,853664235,0,1187274593,,residential,,,,False,True,71.55103448640561,"LINESTRING (8614986.916965697 3328398.717238937, 8614914.54816473 3328436.434745675)",,,,,,0,0,3.26,159,300.0,65.0,3,79,27,5.0,247.62535173595418
853663711,853664508,0,71834156,,residential,,,,False,False,177.04586095786473,"LINESTRING (8614986.916965697 3328398.717238937, 8614995.432906743 3328415.014131057, 8615020.557715815 3328463.143979505, 8615053.519417038 3328514.71096148, 8615078.488378823 3328556.4237991474, 8615088.529396893 3328573.0633135815)",,,,,,9,0,3.26,159,300.0,65.0,3,79,30,5.0,698.165099448313
853663955,853663711,0,71834156,,residential,,,,False,False,53.832923065117186,"LINESTRING (8614962.794032041 3328342.2553203055, 8614986.916965697 3328398.717238937)",,,,,,2,0,3.26,159,300.0,65.0,3,79,71,5.0,484.45650451479844
853663955,6191842310,0,71834160,,tertiary,,,,False,True,118.82346818503426,"LINESTRING (8614962.794032041 3328342.2553203055, 8615098.147400899 3328335.4575852463)",,,,,,5,0,3.26,159,300.0,65.0,3,79,34,5.0,525.5997501949397
853663955,853663875,0,71834160,,tertiary,,,,False,False,92.64761015714922,"LINESTRING (8614962.794032041 3328342.2553203055, 8614912.399698561 3328346.326353598, 8614857.574849343 3328351.9319528784)",,,,,,5,0,3.26,159,300.0,65.0,3,79,66,5.0,774.5690724446217
853664235,853664531,0,71834282,,residential,,,,False,True,76.79829447265335,"LINESTRING (8614914.54816473 3328436.434745675, 8614961.591781542 3328510.322814068)",,,,,,4,0,3.26,159,300.0,65.0,3,79,20,5.0,220.11590673436805
853664235,853663711,0,1187274593,,residential,,,,False,False,71.55103448640561,"LINESTRING (8614914.54816473 3328436.434745675, 8614986.916965697 3328398.717238937)",,,,,,0,0,3.26,159,300.0,65.0,3,79,10,5.0,101.66124138368673
853664235,9824786609,0,71834246,,residential,,,,False,False,14.34629701051887,"LINESTRING (8614914.54816473 3328436.434745675, 8614908.080502316 3328439.4151181136, 8614898.930040173 3328440.7087267837)",,,,,,0,0,3.26,159,300.0,65.0,3,79,36,5.0,77.77600308544152
853664235,853663875,0,71834282,,residential,,,,False,False,89.3631728928924,"LINESTRING (8614914.54816473 3328436.434745675, 8614892.328794371 3328402.3317230158, 8614857.574849343 3328351.9319528784)",,,,,,3,0,3.26,159,300.0,65.0,3,79,65,5.0,727.8327485645607
853664508,9627893618,0,71834156,,residential,,,,False,False,31.10638423564815,"LINESTRING (8615088.529396893 3328573.0633135815, 8615092.581426358 3328586.7224427266, 8615093.427454488 3328592.4930168195, 8615092.470106868 3328597.375812235, 8615089.575800106 3328600.406951071, 8615084.410575734 3328603.894663973)",,,,,,2,0,3.26,159,300.0,65.0,3,79,39,5.0,171.37787822283335
853664508,853663711,0,71834156,,residential,,,,False,True,177.04586095786473,"LINESTRING (8615088.529396893 3328573.0633135815, 8615078.488378823 3328556.4237991474, 8615053.519417038 3328514.71096148, 8615020.557715815 3328463.143979505, 8614995.432906743 3328415.014131057, 8614986.916965697 3328398.717238937)",,,,,,9,0,3.26,159,300.0,65.0,3,79,34,5.0,783.1471127080881
853664508,9860202796,0,71834305,,residential,,,,False,True,148.96023252199421,"LINESTRING (8615088.529396893 3328573.0633135815, 8615110.1921698 3328550.703970866, 8615112.863837581 3328546.9626211016, 8615114.166275624 3328542.8788439147, 8615114.722873077 3328532.999152114, 8615113.142136306 3328473.442140955, 8615114.845324516 3328468.495978673, 8615118.140381444 3328465.020983706, 8615125.20916911 3328460.7089474197, 8615155.721841536 3328446.897758241, 8615158.493696857 3328443.232532297, 8615158.5493566 3328439.2121991175)",,,,,,12,0,3.26,159,300.0,65.0,3,79,69,5.0,1309.190725282112
853663715,853665142,0,71834198,,residential,,,,False,False,128.26815533848588,"LINESTRING (8614831.581748243 3324314.9136223425, 8614844.828767648 3324460.565147327)",,,,,,5,0,3.26,159,300.0,65.0,3,79,13,5.0,240.89832232803798
853665142,853666024,0,71834159,,residential,,,,False,True,65.75412214613357,"LINESTRING (8614844.828767648 3324460.565147327, 8614769.95527814 3324456.685481264)",,,,,,5,0,3.26,159,300.0,65.0,3,79,39,5.0,348.5292916439051
853665142,853664958,0,71834198,,residential,,,,False,False,71.64995347190703,"LINESTRING (8614844.828767648 3324460.565147327, 8614849.29267923 3324542.139825402)",,,,,,7,0,3.26,159,300.0,65.0,3,79,50,5.0,480.69972083144216
853665142,853663715,0,71834198,,residential,,,,False,True,128.26815533848588,"LINESTRING (8614844.828767648 3324460.565147327, 8614831.581748243 3324314.9136223425)",,,,,,5,0,3.26,159,300.0,65.0,3,79,73,5.0,1164.4290407651363
853663741,9933677860,0,71834309,,residential,,,,False,True,34.356699928271375,"LINESTRING (8613101.376298692 3325669.0980734597, 8613140.416044112 3325665.8140058666)",,,,,,1,0,3.26,159,300.0,65.0,3,79,74,5.0,325.8874953630498
853663741,853664220,0,993591160,,secondary,,,Vishwakarma Road,True,False,74.08460572492571,"LINESTRING (8613101.376298692 3325669.0980734597, 8613097.090498297 3325584.7269566343)",,,,,,0,0,3.26,159,300.0,65.0,3,79,54,5.0,495.8682450975186
9933677860,853663741,0,71834309,,residential,,,,False,False,34.356699928271375,"LINESTRING (8613140.416044112 3325665.8140058666, 8613101.376298692 3325669.0980734597)",,,,,,1,0,3.26,159,300.0,65.0,3,79,39,5.0,181.58935566431003
9933677860,853664185,0,71834309,,residential,,,,False,True,8.287485769501632,"LINESTRING (8613140.416044112 3325665.8140058666, 8613149.833673034 3325665.0278585325)",,,,,,1,0,3.26,159,300.0,65.0,3,79,62,5.0,82.45889412509213
9933677860,9933677859,0,1084004607,,residential,,,,False,True,108.47709682755246,"LINESTRING (8613140.416044112 3325665.8140058666, 8613150.668569215 3325789.087553875)",,,,,,1,0,3.26,159,300.0,65.0,3,79,56,5.0,749.7660906811525
853664220,853664744,0,993591160,,secondary,,,Vishwakarma Road,True,False,79.08518253896976,"LINESTRING (8613097.090498297 3325584.7269566343, 8613097.0459705 3325565.605954236, 8613096.778803721 3325554.168869103, 8613094.307511026 3325494.599819478)",,,,,,0,0,3.26,159,300.0,65.0,3,79,59,5.0,575.7230923759058
853664220,853665319,0,"[1426817955, 1426817956, 1426817957]",yes,residential,,,,False,True,35.751926191954375,"LINESTRING (8613097.090498297 3325584.7269566343, 8613103.380049525 3325582.672842328, 8613112.541643618 3325579.617030892, 8613119.577035436 3325577.271283999, 8613135.774021348 3325571.857048154)",,,,,,0,0,3.26,159,300.0,65.0,3,79,25,5.0,123.05577857586313
853663779,9824616378,0,71834246,,residential,,,,False,True,126.9765174856262,"LINESTRING (8614680.97760915 3328451.9834194384, 8614825.48144015 3328442.357443899)",,,,,,7,0,3.26,159,300.0,65.0,3,79,32,5.0,538.3898271448045
853663779,853664786,0,71834316,,residential,,,,False,False,76.04574347941195,"LINESTRING (8614680.97760915 3328451.9834194384, 8614673.285432335 3328365.5908551263)",,,,,,7,0,3.26,159,300.0,65.0,3,79,49,5.0,497.9489716589423
853663779,9824714110,0,71834316,,residential,,,,False,True,144.74235683191912,"LINESTRING (8614680.97760915 3328451.9834194384, 8614694.224628555 3328616.5392162306)",,,,,,6,0,3.26,159,300.0,65.0,3,79,27,5.0,514.7652361354179
9824616378,853663779,0,71834246,,residential,,,,False,False,126.9765174856262,"LINESTRING (8614825.48144015 3328442.357443899, 8614680.97760915 3328451.9834194384)",,,,,,7,0,3.26,159,300.0,65.0,3,79,54,5.0,873.6078333068577
9824616378,9824786609,0,71834246,,residential,,,,False,True,64.41332272940262,"LINESTRING (8614825.48144015 3328442.357443899, 8614898.930040173 3328440.7087267837)",,,,,,2,0,3.26,159,300.0,65.0,3,79,29,5.0,249.95836309832112
9824616378,9825035890,0,1070541890,,residential,,,,False,False,77.19942705353346,"LINESTRING (8614825.48144015 3328442.357443899, 8614820.828285433 3328354.4303768473)",,,,,,5,0,3.26,159,300.0,65.0,3,79,63,5.0,624.4276685247129
9824616378,853666084,0,1070541890,,residential,,,,False,True,16.47754152445687,"LINESTRING (8614825.48144015 3328442.357443899, 8614835.143971948 3328458.4768350665)",,,,,,2,0,3.26,159,300.0,65.0,3,79,38,5.0,100.93758935152333
853664786,853663779,0,71834316,,residential,,,,False,True,76.04574347941195,"LINESTRING (8614673.285432335 3328365.5908551263, 8614680.97760915 3328451.9834194384)",,,,,,7,0,3.26,159,300.0,65.0,3,79,42,5.0,434.07054713623626
853664786,853665148,0,1075645022,,unclassified,,,,False,False,97.30807900771492,"LINESTRING (8614673.285432335 3328365.5908551263, 8614562.36669171 3328369.4209305104)",,,,,,7,0,3.26,159,300.0,65.0,3,79,46,5.0,587.9405961225863
853664786,853664388,0,1075645022,,unclassified,,,,False,True,78.45209065730313,"LINESTRING (8614673.285432335 3328365.5908551263, 8614762.474608358 3328358.3999549807)",,,,,,9,0,3.26,159,300.0,65.0,3,79,76,5.0,776.2830667946045
9824714110,853663779,0,71834316,,residential,,,,False,False,144.74235683191912,"LINESTRING (8614694.224628555 3328616.5392162306, 8614680.97760915 3328451.9834194384)",,,,,,6,0,3.26,159,300.0,65.0,3,79,48,5.0,879.515975351854
9824714110,853665199,0,71834316,,residential,,,,False,True,23.950884209311226,"LINESTRING (8614694.224628555 3328616.5392162306, 8614696.417622522 3328643.7687993366)",,,,,,2,0,3.26,159,300.0,65.0,3,79,31,5.0,114.89728925863776
9824714110,9824714111,0,1070553367,,residential,,,,False,False,99.30823626204693,"LINESTRING (8614694.224628555 3328616.5392162306, 8614581.502512177 3328627.649183793)",,,,,,3,0,3.26,159,300.0,65.0,3,79,68,5.0,841.1552078983029
853663793,853665884,0,71834206,,unclassified,,,,False,False,47.049930657131455,"LINESTRING (8614108.283356814 3325012.18655216, 8614104.543021925 3324958.6678661546)",,,,,,1,0,3.26,159,300.0,65.0,3,79,45,5.0,274.8696255485099
853663793,853663918,0,71834206,,unclassified,,,,False,True,106.2011848024573,"LINESTRING (8614108.283356814 3325012.18655216, 8614118.324374884 3325132.867476932)",,,,,,5,0,3.26,159,300.0,65.0,3,79,63,5.0,843.6809571065771
853663793,853665031,0,71834304,,unclassified,,,,False,False,96.9187461165374,"LINESTRING (8614108.283356814 3325012.18655216, 8613998.277436012 3325022.760987479)",,,,,,3,0,3.26,159,300.0,65.0,3,79,32,5.0,402.9679850875036
853665884,853664720,0,71834169,,residential,,,,False,True,258.3408391412716,"LINESTRING (8614104.543021925 3324958.6678661546, 8614399.11665846 3324959.7329125362)",,,,,,1,0,3.26,159,300.0,65.0,3,79,58,5.0,1818.8522404232504
853665884,853663793,0,71834206,,unclassified,,,,False,True,47.049930657131455,"LINESTRING (8614104.543021925 3324958.6678661546, 8614108.283356814 3325012.18655216)",,,,,,1,0,3.26,159,300.0,65.0,3,79,41,5.0,252.28565883308679
853665884,853665611,0,71834169,,residential,,,,False,False,209.07403632399655,"LINESTRING (8614104.543021925 3324958.6678661546, 8613956.566022813 3324954.940204491, 8613866.263651881 3324958.553754048)",,,,,,1,0,3.26,159,300.0,65.0,3,79,49,5.0,1250.1553335850997
853663918,853666115,0,71834186,,unclassified,,,,False,False,251.81554335234804,"LINESTRING (8614118.324374884 3325132.867476932, 8614404.337542579 3325107.470885558)",,,,,,6,0,3.26,159,300.0,65.0,3,79,61,5.0,1889.0897773391875
853663918,853663793,0,71834206,,unclassified,,,,False,False,106.2011848024573,"LINESTRING (8614118.324374884 3325132.867476932, 8614108.283356814 3325012.18655216)",,,,,,5,0,3.26,159,300.0,65.0,3,79,73,5.0,971.1223788695258
853663918,853665234,0,71834206,,unclassified,,,,False,True,191.5427295936343,"LINESTRING (8614118.324374884 3325132.867476932, 8614123.099981038 3325208.9687859938, 8614132.005540304 3325350.851594233)",,,,,,11,0,3.26,159,300.0,65.0,3,79,64,5.0,1541.8481632791113
853665031,853665377,0,71834257,,unclassified,,,,False,True,296.4209612110424,"LINESTRING (8613998.277436012 3325022.760987479, 8614024.237141265 3325359.765283124)",,,,,,16,0,3.26,159,300.0,65.0,3,79,69,5.0,2550.1655588274316
853665031,853663793,0,71834304,,unclassified,,,,False,True,96.9187461165374,"LINESTRING (8613998.277436012 3325022.760987479, 8614108.283356814 3325012.18655216)",,,,,,3,0,3.26,159,300.0,65.0,3,79,16,5.0,216.88399254375182
853665031,853666123,0,"[71834304, 71834187]",,unclassified,,,,False,"[False, True]",373.3082509709377,"LINESTRING (8613998.277436012 3325022.760987479, 8613911.682004124 3325031.851965561, 8613911.12540667 3325032.4478876325, 8613910.435225828 3325033.29739361, 8613909.55580185 3325035.009084923, 8613908.84335711 3325040.930270644, 8613913.886130042 3325153.1923924726, 8613923.370550659 3325369.4143897695)",,,,,,11,0,3.26,159,300.0,65.0,3,79,64,5.0,2937.807367456802
853663807,802823618,0,25999033,,tertiary,2,,,True,False,201.50512089075588,"LINESTRING (8614098.1644151 3324917.473458954, 8614092.598440561 3324917.5748916254, 8613922.769425407 3324920.4910812583, 8613868.423250003 3324920.668588474)",,,,,,0,0,3.26,159,300.0,65.0,3,79,66,5.0,1611.7205574547866
853663807,853665849,0,1393757106,,tertiary_link,,,,False,True,17.55119118397119,"LINESTRING (8614098.1644151 3324917.473458954, 8614099.689492125 3324924.4215987306, 8614099.422325347 3324929.9877206176, 8614096.951032652 3324936.885150511)",,,,,,0,0,3.26,159,300.0,65.0,3,79,78,5.0,180.07914948197035
853665849,12200978983,0,81058776,,tertiary,2,,,True,False,103.855341656244,"LINESTRING (8614096.951032652 3324936.885150511, 8614215.372706957 3324936.6949639777)",,,,,,0,0,3.26,159,300.0,65.0,3,79,62,5.0,788.4837419224552
853665849,853663807,0,1393757106,,tertiary_link,,,,False,False,17.55119118397119,"LINESTRING (8614096.951032652 3324936.885150511, 8614099.422325347 3324929.9877206176, 8614099.689492125 3324924.4215987306, 8614098.1644151 3324917.473458954)",,,,,,0,0,3.26,159,300.0,65.0,3,79,71,5.0,165.33614888743455
853663815,4772753362,0,71834291,,residential,,,,False,True,35.61251111838938,"LINESTRING (8614944.648955043 3328976.882297607, 8614923.04184188 3328942.4861832154)",,,,,,5,0,3.26,159,300.0,65.0,3,79,73,5.0,352.7655973970909
853663815,9824740416,0,1070555923,,residential,,,,False,True,21.085726189070275,"LINESTRING (8614944.648955043 3328976.882297607, 8614924.84521763 3328990.5291581834)",,,,,,4,0,3.26,159,300.0,65.0,3,79,63,5.0,195.2080899893713
853663815,853664066,0,1070555923,,residential,,,,False,False,132.9587743096066,"LINESTRING (8614944.648955043 3328976.882297607, 8615009.292183347 3328922.7769453367, 8615011.29593418 3328921.787679339, 8615013.266289167 3328921.47060692, 8615015.103060765 3328921.407192437, 8615016.63926974 3328921.7242648546, 8615017.986235578 3328922.2696294314, 8615019.52244455 3328923.3857244477, 8615056.936925406 3328965.5437456532)",,,,,,4,0,3.26,159,300.0,65.0,3,79,21,5.0,370.85611126020865
4772753362,853663815,0,71834291,,residential,,,,False,False,35.61251111838938,"LINESTRING (8614923.04184188 3328942.4861832154, 8614944.648955043 3328976.882297607)",,,,,,5,0,3.26,159,300.0,65.0,3,79,47,5.0,241.65456270771608
4772753362,4772753357,0,71834158,,residential,,,,False,False,130.1877051708754,"LINESTRING (8614923.04184188 3328942.4861832154, 8614939.706369651 3328928.8647377053, 8614963.072330767 3328908.9272280703, 8614980.204400402 3328893.974115442, 8614997.40326173 3328874.2142179897, 8615024.542953584 3328835.4554799455)",,,,,,2,0,3.26,159,300.0,65.0,3,79,65,5.0,1041.264100332828
4772753362,853664689,0,71834291,,residential,,,,False,True,71.52164921088509,"LINESTRING (8614923.04184188 3328942.4861832154, 8614907.401453424 3328915.9408651413, 8614881.831366388 3328872.083499092)",,,,,,3,0,3.26,159,300.0,65.0,3,79,57,5.0,520.008080602454
9824740416,853665563,0,71834288,,residential,,,,False,False,77.09111557247931,"LINESTRING (8614924.84521763 3328990.5291581834, 8615007.778238272 3329019.750735692)",,,,,,6,0,3.26,159,300.0,65.0,3,79,32,5.0,341.82988379832057
9824740416,853664160,0,71834288,,residential,,,,False,True,145.11837535432682,"LINESTRING (8614924.84521763 3328990.5291581834, 8614768.240957983 3328936.9310668833)",,,,,,5,0,3.26,159,300.0,65.0,3,79,36,5.0,667.7113815306918
9824740416,853663815,0,1070555923,,residential,,,,False,False,21.085726189070275,"LINESTRING (8614924.84521763 3328990.5291581834, 8614944.648955043 3328976.882297607)",,,,,,4,0,3.26,159,300.0,65.0,3,79,43,5.0,144.60234713560263
853664066,853665563,0,71834225,,residential,,,,False,True,64.15691996337188,"LINESTRING (8615056.936925406 3328965.5437456532, 8615007.778238272 3329019.750735692)",,,,,,3,0,3.26,159,300.0,65.0,3,79,10,5.0,107.78830395604625
